artist,title,spotify_uri,original_lang,lyrics_in_en,length,translation_review_required,emotion_admiration,emotion_amusement,emotion_anger,emotion_annoyance,emotion_approval,emotion_caring,emotion_confusion,emotion_curiosity,emotion_desire,emotion_disappointment,emotion_disapproval,emotion_disgust,emotion_embarrassment,emotion_excitement,emotion_fear,emotion_gratitude,emotion_grief,emotion_joy,emotion_love,emotion_nervousness,emotion_optimism,emotion_pride,emotion_realization,emotion_relief,emotion_remorse,emotion_sadness,emotion_surprise,emotion_neutral,dominant_emotion
Aimyon,Naked Heart,4Jv7U0JJpbQnOrjtDwDZTZ,ja,"​Aimyon “Naked Heart” lyrics
How long will it stay like this?
I guess I'll be alone
I'm starting to hate myself
envy someone
someday someday
While telling me
I've loved you a lot till today
And even now
May this love come true
just a little bit
Make me think so
I'm in love now
Holding my naked heart
Bye bye with my fond memories
my dreamy longing
I've become kinder, just a little bit.
I feel like I've become stronger
Any future
I've accepted it
I've passed through many nights until now
And even now
Where will this love go?
I don't know I don't know
Just a thought
Now I'm going to tell you
Accept my naked heart
I wish I hadn't fallen in love
That time and that night
I was thinking
Now I'm in love again
Let my naked heart tremble
May this love come true
just a little bit
Make me think so
I'm in love now
Holding my naked heart",369,False,0.0047,0.0033,0.0208,0.0178,0.0182,0.0182,0.1581,0.2496,0.2478,0.071,0.0254,0.0092,0.0042,0.0119,0.0273,0.0028,0.005,0.0125,0.866,0.0221,0.0676,0.0006,0.0187,0.0018,0.0317,0.087,0.0171,0.0225,love
Brent Faiyaz,butterflies.,4jyyma8YdFC4S4llusSFRu,en,"Maybe it's a little bit rushed, but I'm falling in love
Hope that's not too much, but this isn't a crush
I've done that enough, girl, I know that it's real
It's like you fell down from Heaven (Oh, no)
Oh, I've been waiting forever, so long

And I know we can do this together (Talkin', you and me)
How do you feel?
Is it anything like I feel? (Yes or no?)
Is it anything like I feel? (Let me know)
Or should I chill?
How do you feel?
Is it anything like I feel? (Although)
Is it anything like I feel? (Although)

Maybe you might think it's untrue, but I've fallen for you
My mind is a mess, girl, don't know what to do
All of this pressure I'm feeling inside
Ain't this supposed to be painless?
Then why am I so anxious?

I wish we could do this together (Talkin', you and me)
How do you feel?
Is it anything like I feel? (Yes or no?)
Is it anything like I feel? (Let me know)
Or should I chill?
How do you feel?
Is it anything like I feel? (Although)
Is it anything like I feel? (Although, yes or no?)


You were there for everything
That came along with being true
You did a lot of things you wouldn't normally do
While I appreciate how much you give to others
Can't help but wonder, oh
Would they do the same for you?
Girl, you're truly a one-of-one (Superwoman)
But remember to take care of number one (Somehow you're perfect, but don't try to be)
Girl, you're truly a one-of-one (You're the last of your kind)
But remember to take care of number one (For what it's worth, girl, you inspire me)
You are, are Superwoman (Somehow you're perfect, but don't try to be)
And you're the last of your kind (For what's it's worth, girl, you inspire me)
Yeah, you know, know, know that you're Superwoman (Somehow you're perfect, but don't try to be)
You're a dying breed (You're the last of your kind)
For what it's worth, girl, you inspire me",1882,False,0.1046,0.0008,0.0057,0.0075,0.0791,0.0444,0.1191,0.4784,0.3478,0.0147,0.0143,0.0033,0.0014,0.0356,0.0161,0.0025,0.0023,0.0093,0.3774,0.0125,0.073,0.0014,0.0112,0.002,0.0089,0.0122,0.014,0.0232,curiosity
Kris R.,GANAS,4KE9Ne3hgh18B3Th4xcylg,es,"Yeah, yeah
Yeah, yeah

My love, let's fuck like they'll kill me tomorrow
Come on, I'll do you a favor
You know I've been wanting you for a long time

What is your mystery?
We have chimbea'o, we have spoken'o
We have come to nothing, you don't take me seriously
We don't introduce feelings, you get sick from fucking
And I am your remedy

I'm not going to lie to you, we got hurt.
I get tangled in other skins and I miss you more (Eh)
I wanted everything with you, you used me as cloth
What gonorrhea, we can't even make it to a year
I know you, ma
This life is going to go away, but in another life you are going to have to love me
You were my life for me and what a shame how you managed to pay me
Di-Di-Di-Di-Di-Di-Tell me, mommy, if you want' and we'll repeat it'
Old moments, with sex we relive them'
You asked me for time, in that time we got lost'
Tell me if we'll meet at the place we ate'
I want to fuck you one more time
I'll pick you up in the G-Class, I'll put you in the back (Shh)
You know what I'm capable of, it doesn't matter if there's anyone else
You are mine until I decide
And everything hurts, but I act crazy
I won't forget you, you won't forget me either
I had to delete all the photos
What about us was forgotten
No, no, no, speak clearly, love, if it was that you forgot me
Nobody looks as cool as you and me
If there is someone else, I will give you your space
But let's do it one last time
If I call you, love, it's not for you to hang up on me (No)
It's so we can relive the nights of sex
One always returns to where one happy day was

My love, let's fuck like they'll kill me tomorrow
Come on, I'll do you a favor
You know I've been wanting it for a long time (Hehe)

What is your mystery?
We have chimbea'o, we have spoken'o
We have come to nothing, you don't take me seriously
We don't introduce feelings, you get sick from fucking
And I am your remedy

Normal, I don't even know what I'm going to do with you, of course.
What a twist everything that happened, how it paid me
You know that I was interested in you, but
What are we, then?
Armholes, The K
Medallo's trap, Colombia's trap
A suitcase in feeling
Talk to them, Nun
Better said, haha
It's for me to listen to it, think about it
And he gave me the call, hahaha
Talk to them, OG
Talk to them, Magic",2159,False,0.0079,0.4549,0.0287,0.0548,0.0212,0.0081,0.1341,0.0762,0.0406,0.182,0.025,0.0071,0.0058,0.0131,0.0057,0.0014,0.0048,0.0856,0.1268,0.0134,0.0126,0.0007,0.0242,0.0028,0.0102,0.2587,0.0075,0.0365,amusement
Extremoduro,La vereda de la puerta de atrás,4kJP8Z888wREJ8bRMWNMuk,es,"If it weren't for the fact that I got high
The path of your waiting
I would have tuned out;
Condemned to look at you from the outside
And let the sun touch you
And if my life were a ladder
I've spent the whole time
Looking for the next step
Convinced that you are on the roof
Waiting to see if I arrive

And leave aside the sidewalk at the back door
Where I saw you go
Like a watering can, that grass
Makes it sprout again
And now everything is field now...

His soldiers are wooden flowers
And my army has no flag;
It's just a heart;
Condemned to live among weeds
Sowing cotton flowers
If treacherous death awaits me
And before dividing myself completely
I see myself in a drawer
Let them bury me with my dick on the outside
So that a mouse can eat it

And dies at all hours
People inside my television;
I want to hear some song
Don't talk about nonsense
And let him say that there is not enough love
And let it begin with yes, not with no

And leave aside the sidewalk at the back door
Where I saw you go
Like a watering can, that grass
Makes it sprout again
And now everything is field now...


You say that sometimes you don't understand what my voice is saying;
How do you want it to be inside your belly button?
If a flower escapes through my fingers, flying
And she alone is leading the way
You say that sometimes you don't understand what my voice says
How do you want me to know what I say
If a flower escapes through my fingers, flying
And I let her lead the way?",1430,False,0.0006,0.002,0.0088,0.0505,0.007,0.0018,0.044,0.0933,0.0062,0.0066,0.0064,0.0033,0.001,0.0011,0.0015,0.0002,0.0004,0.0007,0.001,0.0007,0.0042,0.0001,0.0051,0.0002,0.0004,0.0023,0.0024,0.801,neutral
Yuuri,ドライフラワー,4kPlQKwtPrnqLgrmmKFSlA,ja,"Maybe it doesn't have to be me
The two of us couldn't afford it.
Before I knew it, we were fighting all the time.
I'm sorry

I've been meaning to talk to you for a long time
I'm sure we're not compatible
In a room where it's just the two of us
I was only talking about you

If I could meet you somewhere someday
I wonder if you'll laugh about today
Although I can't tell you the reason properly
I don't want you to cry after you fall asleep

The voice, the face, the clumsy parts
Don't you hate everything?
Looks like dried flowers
The days with you too
Surely, surely, surely
fade

Maybe I'm glad it's not you
I won't be made to cry anymore
Words like ""It's just me""
It's gone

Even if it's such a sad farewell
I'll forget over time
You line up with new people
I wonder if I'm doing well.

Because I don't want to see your face anymore
Please don't contact me strangely.
The fact that it's convenient hasn't changed.
But I couldn't ignore it so I replied again

The voice, the face, the clumsy parts
Maybe I still hate you.
Looks like dried flowers
As time passes
Surely, surely, surely
fade

Monsters sway in the moonlight
I'm sure there's something wrong too
Colors appear in the darkness
The red, yellow, and blue colors are deep inside my chest.
keep calling your name
The feeling of love smells again

The voice, the face, the clumsy parts
I hate everything.
A flower that hasn't withered yet
Give it to you
forever and ever
Hold me

Ah-ah, ah-ah",576,False,0.001,0.0041,0.0607,0.0859,0.0138,0.0326,0.1003,0.1287,0.038,0.3511,0.0522,0.0082,0.0168,0.0035,0.0241,0.0013,0.0161,0.0074,0.0817,0.0667,0.0287,0.0006,0.0311,0.0034,0.2211,0.6174,0.0105,0.0166,sadness
"Luciano Pereyra, Ezequiel Y La Clave, Un Poco de Ruido, Pinky SD",Si No Es Muy Tarde - Versión Cumbia,4KRlNVLHn2ZgGvpjnga31N,unknown,,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unclassified
Miranda!,Tu Misterioso Alguien,4ksf1UdqNc9pU8R4ZZrgdY,es,"There is someone in your life who is transforming you
There is someone who has changed the way you see yourself
There's someone new who showed up
And that your heart stole
I know, just tell me who it is

Who is your new love? Your new occupation?
Your mysterious someone
Who have you hidden from me all the time so as not to kill me?
Who is your seducer? Your king and your pawn?
Who occupied the place that I always occupied?
Your mysterious someone stole me

Now you wake up and make your coffee
Since I found out, I can't even eat
Honey, I can't stand being without you
But it seems that you do
Who is he? Tell me and I will kill him

Who is your new love? Your new occupation?
Your mysterious someone
Who have you hidden from me all the time so as not to kill me?
Who is your seducer? Your king and your pawn?
Who occupied the place that I always occupied?
Your mysterious someone stole me

(I think I know who it is)
And I don't dare ask you about him, because it would be worse.
(Sometimes it's better) Let it all go
Who is your new love?
Who have you hidden?

Who is your seducer? Your king and your pawn?
Who occupied the place that I always occupied?
Your mysterious someone stole me

Your mysterious someone stole me
Stole me (Your mysterious someone)
robbed me
DELETE NOTATION",1227,False,0.0011,0.0016,0.1054,0.1851,0.0065,0.0073,0.121,0.4366,0.0038,0.0521,0.0261,0.0318,0.0097,0.0021,0.0285,0.0001,0.0021,0.0012,0.0037,0.0096,0.0045,0.0002,0.0091,0.0004,0.0016,0.0311,0.0126,0.1878,curiosity
"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),4KULAymBBJcPRpk1yO4dOG,ja,"Cheap whiskey soothes my soul
Beach towels swinging on a clothesline
Do I remind you of your dad driving an '88 Ford?
A Labrador is relaxing in the passenger seat.
The sand in your hair is in my eyes
Blame it on the beach, grown men don't cry
Remember that broken-down basement couch?
When I sing a love song, you
Tell me why your mother pawned the ring and left.
I remember everything, everything

Cold attitude at closing time
You begged me to stay with you until the sun rose
Strange words fall from my mouth
When a grown man's heart breaks
photos and time gone by
You only smile like that when you're drinking
I don't want to, but I will
I remember every second of the night I spent with you

you drink anything to soothe your soul
But when will my heart heal?
When I'm with you, it's like walking on concrete heated in the summer heat.
When two souls meet, it burns like hell
You'll never be the man you always swore you were
But I'll never forget you singing in that '88 Ford

Cold attitude at closing time
You begged me to stay with you until the sun rose
Strange words fall from my mouth
When a grown man's heart breaks
photos and time gone by
You only smile like that when you're drinking
I don't want to, but I will
I remember every second of the night I spent with you
Cold attitude at closing time
You begged me to stay with you until the sun rose
Strange words fall from my mouth
When a grown man's heart breaks
photos and time gone by
You only smile like that when you're drinking
I don't want to, but I will
I remember every second of the night I spent with you

Cheap whiskey soothes my soul
Beach towels swinging on a clothesline
Do I remind you of your dad driving an '88 Ford?
A Labrador is relaxing in the passenger seat.",918,False,0.0013,0.0012,0.0055,0.0176,0.0252,0.0342,0.0566,0.2258,0.0402,0.034,0.0076,0.0016,0.0012,0.0022,0.0055,0.0001,0.0031,0.004,0.0436,0.0075,0.0205,0.0002,0.0168,0.0012,0.0052,0.0834,0.0037,0.2934,unclassified
"Luck Ra, Miranda!",TU MISTERIOSO ALGUIEN (CUARTETO) (feat. Miranda!),4Kzi8hXKkT87SQoYClizh0,es,"There is someone in your life who is transforming you
There is someone who has changed the way you see yourself
There is someone new who appeared and stole your heart
I already know (I know), just tell me who it is

Who is your new love? Your new occupation?
Your mysterious someone
Who have you hidden from me all the time so as not to kill me
Who is your seducer, your king and your pawn?
Who occupied the place that I always occupied? (Ah-ah-ah)
Your mysterious someone stole me


Now you wake up and prepare your coffee
Since I found out, I can't even eat
Honey, I can't stand being without you, but it seems like you can.
Who is he? (Who is he?), tell me and I'll kill him

Who is your new love? Your new occupation?
Your mysterious someone
Who have you hidden from me all the time so as not to kill me
Who is your seducer, your king and your pawn?
Who occupied the place that I always occupied? (Ah-ah-ah)
Your mysterious someone stole me

I think I know who it is
And I don't dare ask you about him, because it would be worse.
Sometimes it's better to let it all go

Who is your seducer, your king and your pawn?
Who occupied the place that I always occupied? (Ah-ah-ah)
Your mysterious someone stole me",1136,False,0.0015,0.0011,0.0329,0.0901,0.0151,0.0116,0.1357,0.5244,0.0062,0.029,0.0266,0.0243,0.0056,0.003,0.0381,0.0001,0.0015,0.0012,0.0101,0.0099,0.0074,0.0002,0.0136,0.0005,0.0014,0.0187,0.0152,0.2044,curiosity
"Peso Pluma, Tito Double P",7-3,4lzo6zPM2paqyP8oBp3DOs,es,"He calls me and tells me he has nothing to do
I heard you went back to your asshole ex.
Are you already bored? Or why are you calling me again?
You want me to step on you, that crazy guy doesn't give you pleasure
You already convinced me, where do I pick up?
So that you are not sad I put you at seven minus three

The net thing is that I already have a better girl, but I'm going to make you unemployed
I already have a girl that I treat like a princess
For her pesos, for you sticks
Oh, mija, I'm more bastard than pretty
I don't consider it a crime to be able to help you Your boss says I'm a drug addict
I tell him not much, because the dust is not that bad.
It's not as bad as you, who left my heart damaged (Haha)
It's not as bad as you, who, having a boyfriend, look for another guy

Haha
Ah!
Daughter of your fucking mother
Dale
Double P
Jajay
Ah!
Whoa!

A pacón in the suitcase, the private jet is waiting for me
Like Don Neto, I am respected here in China and everywhere
It doesn't weigh me down to spend money, the sports car is armored. I'm addicted to the strawberry girl, that's why she makes me look well-wavy.

The net thing is that I already have a better girl, but I'm going to make you unemployed
I already have a girl that I treat like a princess
For her pesos, for you sticks
Oh, mija, I'm more bastard than pretty
I don't consider it a crime to be able to help you Your boss says I'm a drug addict
I tell him not much, because the dust is not that bad.
It's not as bad as you, who left my heart very damaged
It's not as bad as you, who, having a boyfriend, look for another guy",1489,False,0.0162,0.8148,0.0126,0.0904,0.0654,0.0062,0.0041,0.0089,0.0052,0.0341,0.0172,0.0034,0.0035,0.004,0.0009,0.0002,0.0017,0.127,0.0094,0.0028,0.0107,0.0014,0.0264,0.0042,0.0015,0.025,0.0015,0.0528,amusement
Lauv,I Like Me Better,4MagTPnkPiDuIa4P8GtW1b,en,"To be young and in love in New York City
To not know who I am but still know that I'm good long as you're here with me
To be drunk and in love in New York City
Midnight into morning coffee
Burnin' through the hours talkin' (Damn)

I like me better when I'm with you
I like me better when I'm with you
I knew from the first time
I'd stay for a long time 'cause
I like me better when
I like me better when I'm with you


I don't know what it is, but I got that feelin'
Wakin' up in this bed next to you, swear the room, yeah, it got no ceilin'
If we lay, let the day just pass us by
I might get to too much talkin'
I might have to tell you somethin' (Damn)

I like me better when I'm with you
I like me better when I'm with you
I knew from the first time
I'd stay for a long time 'cause
I like me better when
I like me better when I'm with you


Stay awhile, stay awhile, stay here with me
Stay awhile, stay awhile, oh
Stay awhile, stay awhile, stay here with me
Lay here with me, ayy, ayy, ooh

I like me better when I'm with you (Yes, I do, yes, I do, baby)
I like me better when I'm with you (Oh no)
I knew from the first time
I'd stay for a long time 'cause
I like me better when
I like me better when I'm with you

(I like me, I like me)
(Look who you made me, made me, oh no)
Better when
I like me better when I'm with you",1326,False,0.0211,0.0021,0.0032,0.0054,0.119,0.005,0.0045,0.0029,0.0087,0.0031,0.0046,0.0015,0.0005,0.0119,0.001,0.0007,0.0004,0.0184,0.9098,0.0008,0.0129,0.0007,0.0113,0.0008,0.0007,0.0017,0.0021,0.0631,love
Bad Bunny,MONACO,4MjDJD8cW7iVeWInc2Bdyj,es,"Huh-huh-huh
Huh-huh-huh-huh
Huh-huh-huh-huh
Huh-huh-huh-huh
Huh-huh-huh, huh-huh
Huh-huh-huh, huh-huh
Huh-huh-huh-huh-huh

Tell me (Hey; tell me), tell me, is this what you wanted?
I'm fine (Uh), this is gallery trap
You are a charro, Rocky ""The Kid"", a piece of crap
I am a champion, Rocky Marciano, Rocky Balboa, Rocky Maivia
I have the route, I have the way, yes, I have the way
I spend it at night, I bill it all day
So much money that, I like that
They chap me, that's why I mess with all of these harpies
You don't know what it's like to be on the high seas with two hundred leather'
Let the stewardess suck your bug in the sky (Hey, hey)
What it's like to throw five hundred' thousand in the whorehouse (Hey, hey, hey)
That's why your opinion matters to me zero (Duh)
That's why you are 101 in the top 100 and I am first
They are no longer a rapper, now they are a podcaster
My barber is charging more than you (Hey)
Fucking and traveling around the world (Hey, hey, hey), hey

Drinking a lot of champagne, we're never dry'
First Verstappen arrived, then Checo arrived
If Pablo saw me, he would say that I am a bastard
You're talking shit and me and mine' for Monaco
Drinking a lot of champagne, we're never dry'
'They're talking to themselves', they're talking to the echo
The sign of money, that's my new zodiac
Light a cigar, the family is in Monaco

Hier encore, j'avais vingt ans
Je caressais le temps, et jouais de la vie
Comme on joue de l'amour, et je vivais la nuit
Sans compter sur mes jours, qui fuyaient dans le temps

Believe me, F1 cars are faster in person
Sofía Vergara is pretty, but she is prettier in person (Richer)
What you do doesn't impress me
It's like scoring a goal after Messi and Maradona
They don't even know you in your neighborhood
Yesterday I was with LeBron, also with DiCaprio
They asked me how it went in the stadium'
We talk about family and millionaire issues
I say, billionaire', I say, heh, billionaire'
It's been a while since I've had the radio without a cojone
A while ago I got out of trap, I left it to Eladio
Oops heh, dear diary
Today they nominated me, they nominated me at the GRAMMYs
Once again they criticized me and none of them mattered to me
I remain calm, in mine
Don Vito, Don Beno; of the Beatle', John Lennon
When I die, I will leave my grandson a hundred pieces of land.
To all my ladies, the buttocks and the breasts
And to my haters 'an F40 without the brakes'

For what? So that they crash, heh, so that they kill themselves
Red or white, matte black, which one do you want?
For what? So that they crash, so that they kill themselves (So that they kill themselves)
May they rest in peace, I'm still on the yacht, hey (Mmm; hey!)

Drinking a lot of champagne, we're never dry' (No!)
First Verstappen arrived, then Checo arrived
If Pablo saw me, he would say that I am a bastard
You're talking shit and me and mine' for Monaco
Drinking a lot of champagne, we're never dry'
'They're talking to themselves', they're talking to the echo
The sign of money, that's my new zodiac
Turn on a Phillie, the family is in Monaco

Hier encore, j'avais vingt ans
Je caressais le temps, et jouais de la vie
Comme on joue de l'amour, et je vivais la nuit
Sans compter sur mes jours, qui fuyaient dans le temps",3139,False,0.043,0.0817,0.0095,0.0735,0.0702,0.0031,0.0135,0.0369,0.0036,0.0194,0.0239,0.0048,0.0017,0.003,0.0019,0.0002,0.0014,0.0089,0.0083,0.0032,0.007,0.0006,0.0184,0.0014,0.0011,0.0232,0.003,0.4491,neutral
Bad Bunny,KLOuFRENS,4MUrUT38U98olfnyzMBCzm,es,"How the hell am I going to forget you if I already saw you without clothes?
Wow, what a piece of art, I know I promised I'd stay away

But how do you want me to do well?
If you don't take me out of the close friends
I spend stalking you to see what you do
Enchula'o, I may miss it
But how do you want me to do well?
If you don't take me out of the close friends
I spend stalking you to see what you do
Enchula'o, I may miss it

How the hell am I going to forget you?
Yes, when I'm alone and I turn on what I do is think about you, eh-eh
Mommy, you left me hypnotized, colonized
Another cock like you hasn't stepped foot yet
That little tot was beautiful, precious, cute
You left me addicted, hey
Black hair or blondie, ma, you are the baby
Going around the SanSe listening to Dei V and Ousi
All mine is yours, if you want I'll give you the OC
I want to eat those glossy lips
Oh yeah, mmm
This doesn't have to happen
, not
But I see the little green circle and I get excited again
You are bad, you do it intentional
A professional player (Ah-ah)
Totally, this was not going to work
But I see you and I get excited again
You are bad, you do it intentional
I'm going to hurt your name
'What a bastard, it's normal for you'

But how do you want me to do well?
If you don't take me out of the close friends
Mmm-mmm, mmm-mmm, mmm-mmm, mmm-mmm

Tell me what happened, my love
That he no longer sends me good mornings in the morning
And at night before you go to bed you don't call me anymore
Could it be that you already found someone else and changed me?
It's bastard how I already disappeared from your life
How sad that it ended like this, that it ended like this, huh
Could it be that you now tell someone else about your day?
And it makes him laugh at the jokes you made me?
I don't have new stickers, mommy, because you don't send them to me anymore.
You left when I loved you the most, huh
And no one will know what you and I could have been
How sad, you won't know that part of me that I know you would like
And no one will know what you and I could have been
How sad, you won't know that part of me that I usually show no one.",1988,False,0.1019,0.003,0.0213,0.0249,0.0149,0.0147,0.0263,0.0981,0.0167,0.1995,0.0227,0.0081,0.0039,0.0253,0.0199,0.0017,0.0248,0.0129,0.2581,0.0254,0.0067,0.0012,0.0142,0.0023,0.0161,0.6373,0.0208,0.0168,sadness
Patricio Rey y sus Redonditos de Ricota,Tarea Fina,4mZHvbJWkK9uVmD9SvHKao,es,"Burning the turbine, you escape
Are you going to hurt me again?
In your tenderness a good betrayal of a woman is lurking for me
That throws ice and embers in my heart, smoking in the dark

Sober I can't even talk to you
I'm lost without my stupidity
A handsome car is going to come for you and nothing is going to change.
You're going to live in the Delta on a boat, looking for something to laugh about

With the most beautiful legs
The most beautiful legs I have ever seen
And a rich game of loves
Free fall for two

You give the cup, at last, to the winner
Fine task, lost in my loneliness
I don't know if I don't like it more than rock, I've never seen her cry
If it doesn't go without brakes, it doesn't run well, nor does it chain me to its show

With the most beautiful legs
The most beautiful legs I have ever seen
And a rich game of loves
Free fall for two",761,False,0.2524,0.0018,0.0116,0.0233,0.0235,0.0106,0.0591,0.0634,0.0089,0.4137,0.0353,0.0044,0.0028,0.0058,0.0138,0.0006,0.0121,0.0087,0.0905,0.0162,0.0169,0.0014,0.0126,0.0018,0.0072,0.3837,0.006,0.0215,disappointment
"Mr Plata, El Americano 4KT",Las Muñequitas,4nJJCRYru4QQakCiUA155f,es,"(Tell me, are you going to give me what I ask for?)
Give me your love, your heart
Plated in gold and in bills, my love (Omarion King Beat)
Make me fly, but on a plane
I want to be the queen from Miami to New York
The 4KT

All the little dolls like bad men
That has a gun and bullets like Halo
Let them fuck well to never forget it
Let them make him cry all day long
All of you bitches like bad men
That has a gun and bullets like Halo
Let them fuck well to never forget it
And let them give him shit, brother, to cry about it later

(Maybe I can ask you a favor)
She thinks she is Yailin, I sat in her chair
He comes, he sucks me, he kisses you and he doesn't brush
I remove her thong and put it along the edge
The good guy has a small pee and it doesn't even tickle him
Hello, hello, another bitch in sight
Prepaid at night and manicurist during the day
It appears in catalogs and they are not from magazines
They go to the gym and the chubby guy conquers them
A twerk in the suite at 6 in the morning
A bad bitch, Catalina Santana
Let her, her friend and her sister lend themselves
He just met me and gave it to me for fame.
In the dark, don't let your boyfriend see you
Look at her how she moves the covers'
The DEA is looking for the bad guys
That bad face gives you away

She comes from suckling, don't kiss her, don't kiss her
It comes from sucking, don't kiss it, don't kiss it
She comes from suckling, don't kiss her, don't kiss her
Don't kiss her, don't kiss her, don't kiss her

All the dolls like bad men
That has a gun and bullets like Halo
Let them fuck well to never forget it
Let them make him cry all day long
All the dolls like bad men
That has a gun and bullets like Halo
Let them fuck well to never forget it, to never forget it

She's a doll, she's a mafia doll
His style is not from here, it is from another galaxy
He likes bandits, gangsters and pharmacies
Love for her does not exist, that is not important
That pretty girl is a bad girl, she is a lover to the extreme
Since he's been with the bad ones, he doesn't like the good ones any more.
We are bandits, codeine and Sprite poisoned me
We have the bad one we want in the trench' (Daddy)
The lady wants money that's why she hangs out with the bad guys.
Since she was very little she likes gifts.
She knows that I am a real bandit, that I pull her
That I get very ugly when I take drugs

She comes from suckling, don't kiss her, don't kiss her
It comes from sucking, don't kiss it, don't kiss it
She comes from suckling, don't kiss her, don't kiss her
Don't kiss her, don't kiss her, don't kiss her

The fame fucking gone
Haha, we changed the game
With the American and the 4KT
Mera, tell me
What what what?
From Tumaco to Tura and from Tura to Tumaco
So that the bitches can take off their heels
Grr-grr
What what what?
What what what?
The 4KT, the 4KT
The American is back
For singing they send me a pack
For singing they send me a photo of their pussy
We go with Mr Plata and the TFG
What what what?
What what what?
What what what?
Haha
Blows Duvaaan (All dolls like bad men)",3033,False,0.004,0.3923,0.029,0.0646,0.0214,0.0037,0.0039,0.0077,0.0184,0.0081,0.0121,0.0073,0.0019,0.0029,0.0008,0.0002,0.0005,0.0137,0.1057,0.0005,0.0035,0.0004,0.0075,0.0004,0.0006,0.0034,0.0011,0.3227,amusement
Herencia De Grandes,Ya Borracho,4NyUIohBa3CEMGcXURYSOh,es,"I fell in love and I think I passed away
Today I declare myself an obsessed madman
And don't be scared because it's not bad at all.
But you are my longed-for love
When I saw you I felt something that was no longer here
I wanted to choose for myself and I decided for you

And already drunk I park by your window
To bring you the songs you love
To make you fall in love, flowers are not so expensive
But they carry all the love of my soul
That in February I will come in front of you
With my questions and say yes
Get married and see you happy and as happy as I am for you.

Inheritance of Greats

Ask me what makes me fall in love
To describe to you a few hours
Also ask what I want with you
May you be happy to be with me
And already drunk answer my call
To dedicate some nice words to you
So drunk I dare to tell you everything
And I can describe how much I love you
Tell you that I feel very happy and excited to have you
I hope you want to be here in love looking at me
looking at me",1001,False,0.0177,0.0028,0.0047,0.0046,0.0332,0.034,0.0041,0.0113,0.2255,0.0065,0.0054,0.0021,0.0008,0.0576,0.0049,0.0053,0.0016,0.0743,0.9383,0.0037,0.1082,0.0014,0.0071,0.0019,0.0033,0.0098,0.0053,0.0154,love
Noah Kahan,Northern Attitude,4O2rRsoSPb5aN7N3tG6Y3v,en,"Breathin' in, breathin' out
How you been? You settled down?
You feelin' right? You feelin' proud?
How are your kids? Where are they now?

You build a boat, you build a life
You lose your friends, you lose your wife
You settle into routine
Where are you? What does it mean?

If I get too close and I'm not how you hoped
Forgive my northern attitude, oh, I was raised out in the cold
If the sun don't rise 'til the summertime
Forgive my northern attitude, oh, I was raised on little light

You bought some shit, you search online
You're gettin' lost, you're gettin' high
All alone late in life
Scared to live, scared to die

You build a boat, you build a life
You lose your kids, you lose your wife
You settle down, you're feelin' lost
You're gettin' stoned, then kickin' rocks (
One, two, three, four
)

If I get too close and I'm not how you hoped
Forgive my northern attitude, oh, I was raised out in the cold
If the sun don't rise 'til the summertime
Forgive my northern attitude, oh, I was raised on little light

Oh-oh-oh-oh-oh, ah-ah-ah-ah
Oh-oh-oh-oh-oh, ah-ah-ah-ah
Oh-oh-oh-oh-oh, ah-ah-ah-ah (Oh)
Oh-oh-oh-oh-oh, ah-ah-ah-ah (Oh)

If you get too close and I'm not how you hoped
Forgive my northern attitude, oh, I was raised out in the cold
If the sun don't shine 'til the summertime
Forgive my northern attitude, oh, I was raised on little light

Sick",1403,False,0.0011,0.0015,0.007,0.0367,0.0201,0.0144,0.1517,0.1534,0.0028,0.092,0.0104,0.0061,0.0179,0.0013,0.1373,0.0003,0.0066,0.0012,0.0022,0.0902,0.0084,0.0004,0.0441,0.0016,0.0162,0.1728,0.0064,0.2204,unclassified
