region,spotify_uri,artist,title,original_lang,dominant_emotion,emotion_love,emotion_angst,emotion_joy,emotion_heartbreak,emotion_empowerment,emotion_party,emotion_despair,emotion_hope,emotion_nostalgia,emotion_solitude,emotion_passion,emotion_relaxing
Global,2BwO5K8Q7EPAJSGze3AAh9,Sabrina Carpenter,Manchild,en,angst,0.4798,0.9651,0.2315,0.8875,0.6757,0.4086,0.804,0.4441,0.4949,0.4209,0.5854,0
Global,59D4DOkspUbWyMmbAPQkxZ,Bad Bunny,VOY A LLeVARTE PA PR,es,empowerment,0.2833,0.8187,0.4292,0.3169,0.9244,0.6251,0.1404,0.4609,0.6787,0.4697,0.9149,0.1632
Global,05od2qm2MTSKCHxy1GBp5W,sombr,12 to 12,en,love,0.9843,0.8962,0.3537,0.9359,0.6196,0.6016,0.727,0.4107,0.5559,0.3001,0.8481,0.1406
Global,21IYMdzTrzSe191Cy5eMap,Gigi Perez,Sailor Song,en,hope,0.875,0.6128,0.5353,0.2671,0.8104,0.163,0,0.9293,0.3511,0,0.8979,0.2282
Global,3yWuTOYDztXjZxdE2cIRUa,Taylor Swift,Opalite,en,nostalgia,0.635,0.8074,0.5136,0.8291,0.6212,0.3798,0.4662,0.4489,0.8707,0.6506,0.6564,0.2416
Global,5IMpnpD0tQVcqWlVIgtAtV,Bella Kay,iloveitiloveitiloveit,en,love,0.9585,0.9247,0.5607,0.4247,0.599,0.3723,0.1235,0.121,0.7119,0.1624,0.9298,0.8662
Global,0cQVqPuHQP4KEwc7ZUQmj6,The Neighbourhood,Sweater Weather,en,love,0.9371,0.5033,0.2308,0.1304,0.6877,0.1303,0.1102,0.1641,0.4602,0.7644,0.8851,0.4111
Global,3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,WILDFLOWER,en,heartbreak,0.8731,0.9314,0,0.9832,0.3148,0.217,0.6845,0,0.7395,0.2702,0.7849,0
Global,70LcF31zb1H0PyJoS1Sx1r,Radiohead,Creep,en,heartbreak,0.1046,0.9218,0,0.9357,0.2036,0,0.6494,0,0.7632,0.1294,0.629,0
Global,0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,That's What I Like,en,love,0.92,0.2866,0.8207,0,0.872,0.553,0,0.6937,0.5346,0.1271,0.5158,0.7265
Global,0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",LA CANCIÓN,es,solitude,0.8145,0.6927,0.2435,0.9284,0.631,0.2544,0.7526,0.66,0.8161,0.9595,0.6982,0.1342
Global,3cZajhyr8LmtPfHZ9296tj,"Disco Lines, Tinashe",No Broke Boys,en,angst,0.1363,0.9401,0,0.908,0.7953,0.1104,0.7263,0,0,0.9112,0.6496,0
Global,1zi7xx7UVEFkmKfv06H8x0,"Drake, Wizkid, Kyla",One Dance,tr,empowerment,0.7431,0.7428,0.1554,0.6537,0.8942,0.4139,0.4157,0.4445,0.4685,0.3619,0.7285,0
Global,3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,en,love,0.9097,0.8894,0.3246,0.7035,0.6914,0.3096,0.4388,0.7875,0.4249,0.2339,0.69,0.2141
Global,65DbTqJKhbwqYbZ1Okr0rc,Ella Langley,Choosin' Texas,en,heartbreak,0.8633,0.9209,0.419,0.9879,0.7374,0.2171,0.8838,0,0.9423,0.9828,0.9409,0.1562
Global,2pbSCYzxrG0wa6qcj8IyiE,"El Bogueto, Anuel AA, Fuerza Regida, Yung Beef",Cuando No Era Cantante - Remix,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Global,6QletrrmpkUpeJkipX9pgf,Bruno Mars,Cha Cha Cha,en,party,0.9085,0.9394,0.5088,0,0.9095,0.9854,0.1917,0.9817,0.8103,0,0.9567,0
Global,3B4cjvGlPvyBLNG3AzEgkZ,Don Toliver,E85,en,love,0.9959,0.8405,0.9218,0.4997,0.5974,0.2176,0,0.9466,0.8189,0,0.9736,0.1148
Global,5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,Locked out of Heaven,en,hope,0.8981,0.744,0.6347,0,0.8342,0.2135,0,0.9206,0.425,0,0.9091,0.1396
Global,27xkOIER6uDLKALIelHylZ,Jin,Don’t Say You Love Me,en,heartbreak,0.1976,0.924,0,0.9554,0.4694,0.3696,0.9015,0.1853,0.1782,0.6439,0.5905,0
Global,5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,en,empowerment,0.9472,0.784,0.545,0.2976,0.9652,0.1897,0,0.7948,0.8763,0.3344,0.9643,0.4385
Global,003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,en,angst,0.6755,0.9566,0,0.9198,0.7035,0.4234,0.7923,0.43,0.2603,0.2595,0.9275,0
Global,5nEdwtSv0qqeE0l4o1lR4q,"Sean Paul, Keyshia Cole",(When You Gonna) Give It Up to Me - Radio Version,en,empowerment,0.8914,0.3217,0.6576,0,0.9884,0.7861,0,0.7891,0.3592,0,0.8438,0.5616
Global,7CyPwkp0oE8Ro9Dd5CUDjW,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",en,heartbreak,0,0.8921,0,0.9123,0,0.198,0.9096,0,0,0,0.4675,0
Global,3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,en,love,0.9874,0.3779,0.5852,0.1153,0.8378,0.2993,0,0.3298,0.7752,0.1055,0.9447,0.3338
Global,1sVBT215CDmVJvfy1E2OCU,Bruno Mars,God Was Showing Off,en,empowerment,0.88,0,0.8005,0,0.9495,0.3384,0,0.7094,0.5983,0,0.7743,0.1806
Global,0l0vcZMU7AOeQmUIREoI2U,"Rauw Alejandro, Bad Bunny",Qué Pasaría...,es,angst,0.4293,0.851,0.2031,0.5954,0.6031,0.6207,0.2296,0.1852,0.8001,0.6591,0.8263,0
Global,6N2iccqxRInhTLHc2Fu3W0,"El Bogueto, Yung Beef",Cuando No Era Cantante,es,nostalgia,0.9043,0.9715,0.4282,0.9134,0.9097,0.5934,0.2507,0.8156,0.9897,0.7466,0.9629,0
Global,2HRqTpkrJO5ggZyyK6NPWz,Sabrina Carpenter,Espresso,en,despair,0.7879,0.9424,0.1889,0.7276,0.4597,0.3716,0.9635,0.1412,0.646,0.1193,0.5679,0
Global,1xOqGUkyxGQRdCvGpvWKmL,KATSEYE,Gabriela,en,heartbreak,0.9548,0.9624,0,0.9804,0.3143,0.4744,0.8217,0,0.8358,0,0.9603,0
Global,0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams,en,nostalgia,0.4123,0.8891,0.1324,0.9637,0.862,0.3342,0.7968,0.2164,0.9655,0.949,0.7772,0.1948
Global,7tI8dRuH2Yc6RuoTjxo4dU,Jimin,Who,en,love,0.9868,0.9223,0.2249,0.9269,0.7507,0.3695,0.8052,0.664,0.5112,0.5065,0.8896,0
Global,3e32UUqXzrI4g2y5kNZrwC,"Peso Pluma, Tito Double P",dopamina,es,passion,0.6179,0.7623,0.6813,0,0.897,0.8377,0,0.5574,0.375,0,0.9225,0.3843
Global,5H1sKFMzDeMtXwND3V6hRY,BLACKPINK,JUMP,en,passion,0.5739,0.9159,0.5857,0.6161,0.8924,0.7333,0.1045,0.4019,0.4173,0,0.936,0
Global,7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,tr,angst,0,0.8935,0,0.2147,0.7272,0.2813,0.1154,0.1313,0.6984,0.7903,0.7732,0
Global,7D0RhFcb3CrfPuTJ0obrod,Coldplay,Sparks,en,heartbreak,0.89,0.872,0.1244,0.9349,0.5147,0.1072,0.5013,0.3707,0.5449,0.2396,0.7554,0
Global,2ZyrAym0sRLwt4PhGotHuI,"Ryan Castro, Kapo, Gangsta",LA VILLA,es,nostalgia,0.2096,0.4193,0.3485,0,0.5159,0.4891,0,0.1933,0.5398,0.2245,0.4545,0.5118
Global,4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,en,solitude,0.5661,0.8953,0,0.9284,0.4069,0.2125,0.838,0,0.8949,0.9647,0.3597,0.8321
Global,4wJ5Qq0jBN4ajy7ouZIV1c,"ROSÉ, Bruno Mars",APT.,en,party,0.7633,0.6723,0.5805,0.1776,0.7834,0.9404,0,0.55,0.1471,0.1206,0.9135,0.1387
Global,5ViLKrbyL3HD6wsq3AB9eI,Dominic Fike,White Keys,en,heartbreak,0.1285,0.9647,0,0.9701,0,0,0.5476,0,0.7498,0.1361,0.309,0
Global,7d6yK8v8J484SWH5prIQiE,"Bad Bunny, Omar Courtz, Dei V",VeLDÁ,en,empowerment,0.639,0.4235,0.2829,0,0.7809,0.4081,0,0.4967,0.5861,0.1531,0.696,0.1578
Global,17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,en,heartbreak,0.4637,0.9696,0,0.9816,0.2032,0.3641,0.881,0,0,0.724,0.937,0
Global,0d28khcov6AiegSCpG5TuT,"Gorillaz, De La Soul",Feel Good Inc.,en,love,0.9933,0.9817,0.9739,0.7821,0.9676,0.8756,0.6512,0.989,0.9306,0.1924,0.9839,0.7176
Global,3GCdLUSnKSMJhs4Tj6CV3s,"Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""",en,hope,0.5306,0.4838,0,0.4537,0.1628,0.1853,0.3409,0.7878,0.1969,0,0.4726,0
Global,2uXlHCUbq9OMUwx3hrk06o,Vance Joy,Riptide,en,love,0.9482,0.9152,0,0.9014,0.2077,0,0.5566,0,0.7624,0.3018,0.8462,0
Global,58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,en,nostalgia,0.5678,0.8857,0.1045,0.7745,0.1814,0,0,0,0.9038,0,0.7974,0.2395
Global,6DH13QYXK7lKkYHSU88N48,Daniel Caesar,Who Knows,en,angst,0.8299,0.9279,0.2101,0.8558,0.4827,0.1359,0.2247,0.406,0.8316,0.2412,0.5974,0.3559
Global,0TFTAtCYhp2tQ9KcJIZb55,sombr,undressed,en,other,0.5212,0.8541,0,0.947,0.1825,0.23,0.6569,0,0.2634,0.1516,0.591,0
Global,3Ac4AjYkqsvop2ydbSAhTX,Bruno Mars,Why You Wanna Fight?,en,heartbreak,0.985,0.9836,0.568,0.9886,0.8626,0.6529,0.9219,0.9344,0.9549,0.5917,0.9691,0
Global,7B3BwNecBhKvNwSMOOl7Gk,Addison Rae,Fame is a Gun,en,love,0.9802,0.7185,0.7286,0.9627,0.7711,0.3713,0.1576,0.4846,0.409,0.2167,0.8877,0
Global,4NyUIohBa3CEMGcXURYSOh,Herencia De Grandes,Ya Borracho,es,love,0.9563,0.5442,0.4348,0.3573,0.8542,0.3069,0,0.4324,0.3363,0,0.8665,0
Global,60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,In the End,en,nostalgia,0,0.5168,0,0.8614,0.3472,0.186,0.6288,0,0.9116,0.52,0.333,0
Global,2HRgqmZQC0MC7GeNuDIXHN,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),ru,empowerment,0.41,0.4239,0.2996,0.2583,0.7363,0.2127,0,0.5144,0.3259,0.1366,0.548,0.1341
Global,1myZ6GQewhAzMH2dKtKSWK,Bruno Mars,Dance With Me,en,hope,0.9819,0.8166,0.7134,0.5139,0.8056,0.7512,0,0.9891,0.9571,0,0.9528,0.5841
Global,7J1uxwnxfQLu4APicE5Rnj,Michael Jackson,Billie Jean,en,heartbreak,0.8801,0.8605,0.2127,0.9219,0.6264,0.5445,0.6856,0.2247,0.5639,0.3342,0.8618,0.1201
Global,13CwOTXUgBugeBByE9oIWb,Nadhif Basalamah,kota ini tak sama tanpamu,id,love,0.9938,0.7203,0.8069,0,0.8145,0.4507,0,0.8205,0.7718,0.7697,0.9443,0
Global,5yJaXWIErrrsjQ3J0eR5aK,Lord Huron,The Night We Met,en,nostalgia,0.1986,0.945,0.137,0.7689,0.3041,0.1559,0.6873,0,0.9531,0,0.6701,0
Global,136BeIIoBGrrU9fI1jbcDR,"Peso Pluma, Tito Double P",daño,es,heartbreak,0.1989,0.9307,0,0.9743,0,0,0.8719,0,0.2705,0.4561,0.3605,0
Global,7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,en,heartbreak,0.9113,0.2226,0.4023,0.9119,0.7653,0.5661,0.4029,0.1928,0.1289,0.1179,0.5531,0.2329
Global,33MeEaRCeIQMSRyFTr5ZJU,Neton Vega,Pvta Luna,es,heartbreak,0.2256,0.9122,0,0.9703,0.1849,0,0.7858,0,0,0.2368,0.2789,0
Global,7ne4VBA60CxGM75vw0EYad,Gracie Abrams,That’s So True,en,heartbreak,0.7152,0.9129,0.3309,0.9357,0.5971,0.5438,0.6658,0.1799,0.806,0.4209,0.8516,0.2226
Global,6iOndD4OFo7GkaDypWQIou,"W Sound, Beéle, Ovy On The Drums",La Plena - W Sound 05,en,love,0.9199,0.6857,0.2911,0,0.4265,0.2457,0,0.1598,0.3548,0,0.9179,0.3638
Global,3siwsiaEoU4Kuuc9WKMUy5,The Marías,No One Noticed,en,solitude,0.8159,0.9157,0.2037,0.9153,0.8295,0.4099,0.9298,0.708,0.5574,0.9948,0.7604,0.4632
Global,43BJVWcBzHRIDaQCg7abnX,BLACKPINK,Champion,en,empowerment,0.3415,0.2793,0.4068,0,0.9613,0.1341,0,0.755,0,0,0.931,0
Global,4lzo6zPM2paqyP8oBp3DOs,"Peso Pluma, Tito Double P",7-Mar,es,heartbreak,0.8248,0.8863,0.3523,0.9796,0.8935,0.4193,0.6991,0.7825,0.4716,0.8699,0.806,0.4255
Global,0FlcmZ13DGRmscCroro9GO,Don Toliver,Body,en,love,0.9831,0.9018,0.6961,0,0.8606,0.715,0,0.2406,0.6261,0,0.9787,0.221
Global,0Sa8aRfGckW0qUGLrBwoBG,Lenin Ramírez,Todo Lo Fue,es,heartbreak,0.2874,0.9533,0,0.9762,0.4876,0.3063,0.9161,0,0,0.7661,0.9306,0
Global,0FIDCNYYjNvPVimz5icugS,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),tr,angst,0.493,0.9712,0,0.943,0.3939,0.2284,0.6057,0,0.7479,0,0.9017,0
Global,1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,en,solitude,0.1415,0.9264,0.4011,0.9712,0.8475,0.3708,0.8952,0.1104,0.9869,0.9962,0.8544,0.1572
Global,7cjoZVmWe2xsGR4wcXiV2v,Lil Uzi Vert,What You Saying,en,other,0.8631,0.8116,0.4836,0.2473,0.796,0.4653,0.2078,0.4928,0.3048,0.3963,0.885,0
Global,4i4BVY2JiH4mDSLIBdNGKD,Bruno Mars,On My Soul,en,love,0.9892,0.853,0.7585,0.7813,0.8886,0.3925,0.158,0.8764,0.6472,0.108,0.9461,0.2217
Taiwan,7G7mSV4BebkoHWwKTDvXu9,"V, Park Hyo Shin",Winter Ahead (with PARK HYO SHIN),en,other,0.1566,0,0,0,0,0,0,0,0,0,0,0.1385
Taiwan,3FZPp9lBUvhsxFxKJi3VkB,BLACKPINK,GO,en,heartbreak,0.9382,0.778,0.2784,0.9908,0.9688,0.1635,0.5592,0.6528,0,0.8012,0.935,0
Taiwan,27xkOIER6uDLKALIelHylZ,Jin,Don’t Say You Love Me,en,heartbreak,0.1976,0.924,0,0.9554,0.4694,0.3696,0.9015,0.1853,0.1782,0.6439,0.5905,0
Taiwan,3VHi5bCUek6XdiDmqqrirs,A-Lin,幸福在歌唱 - 電影《陽光女子合唱團》幸福版主題曲,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,7tI8dRuH2Yc6RuoTjxo4dU,Jimin,Who,en,love,0.9868,0.9223,0.2249,0.9269,0.7507,0.3695,0.8052,0.664,0.5112,0.5065,0.8896,0
Taiwan,0bQSWXtpau3VkNI1ZcXTQA,Crowd Lu,太陽與地球,zh,other,0.8235,0.7806,0,0.9073,0.1829,0,0.4782,0,0.162,0.2808,0.7149,0
Taiwan,3IBYp3fKyydZ5dDtirLY6P,Pei-Yu Hung,再見的時候 - 電影〈陽光女子合唱團〉主題曲-再見版,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,0WA27lZzPKFJKAbiDRmQDc,Hearts2Hearts,RUDE!,en,other,0.976,0.9918,0.9867,0.9892,0.9783,0.9923,0.9914,0.9934,0.9911,0.9909,0.9903,0.9852
Taiwan,7pBE8YpFoZ9ankC2Ci5z9X,IVE,BANG BANG,ko,other,0.309,0.8836,0,0,0.8588,0.5681,0,0,0,0,0.9567,0
Taiwan,43BJVWcBzHRIDaQCg7abnX,BLACKPINK,Champion,en,empowerment,0.3415,0.2793,0.4068,0,0.9613,0.1341,0,0.755,0,0,0.931,0
Taiwan,0VTzUEuHYD8s7CgQ15cDPo,Khalil Fong,特別的人,zh,love,0.9375,0.1466,0.1292,0,0.3194,0.1232,0,0.2401,0,0.2449,0.3128,0
Taiwan,5H1sKFMzDeMtXwND3V6hRY,BLACKPINK,JUMP,en,passion,0.5739,0.9159,0.5857,0.6161,0.8924,0.7333,0.1045,0.4019,0.4173,0,0.936,0
Taiwan,5h1BN75CEh8wdSwE1xrbSe,V,Slow Dancing,ko,heartbreak,0.2922,0.9415,0,0.9853,0,0.1414,0.6757,0,0,0,0.5594,0
Taiwan,3woBOD3Ldh81fAwpsnD8yC,Patrick Brasca,單程票,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,21x0N6lu6D9kO8rVtTU3mH,"Top Barry, INDEcompany",一半一半,zh,heartbreak,0.4961,0.7292,0,0.8883,0.3023,0,0.4342,0,0.4289,0.6184,0.2932,0
Taiwan,2N0SPREDYqILVEFSsWF5N5,V,Love Me Again,ko,heartbreak,0.7213,0.867,0,0.8991,0.1869,0.117,0.8166,0,0.842,0,0.4447,0
Taiwan,3cLXrotzCjYCkN73PewALM,HWASA,Good Goodbye,ko,heartbreak,0.3363,0.8422,0.1235,0.8607,0.8002,0.2034,0.5364,0,0.3046,0.7153,0.7628,0.1756
Taiwan,1CPZ5BxNNd0n0nF4Orb9JS,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,en,solitude,0.7577,0.8753,0.7564,0.7683,0.9651,0.4731,0.4223,0.9405,0.7286,0.9975,0.894,0.221
Taiwan,23WLgtD54AeluEPRr5muHo,Evangeline Wong,離開我的依賴,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,7m0duH1vdTNxM2g8BLfR0F,BLACKPINK,Fxxxboy,en,heartbreak,0.972,0.9719,0,0.9851,0.4583,0.2929,0.8934,0,0.2564,0.4537,0.8553,0
Taiwan,2ytQFMxdreEFPPZTtyDdqM,IVE,BLACKHOLE,ko,empowerment,0.8827,0.4361,0.6857,0,0.9789,0.3144,0,0.9448,0.1693,0,0.901,0
Taiwan,76EfpqmO6JUL2TTR1SIGwz,黃奇斌,若無你我欲去佗位,zh,solitude,0.8629,0.8224,0.123,0.9498,0.6599,0.396,0.7344,0.2562,0.4728,0.9668,0.6941,0
Taiwan,4UwZyC0wEV6XDEAr9kaQhi,"Patrick Brasca, mac ova seas",左轉燈 (1000 Times+1),zh,heartbreak,0.5619,0.8951,0,0.9555,0.1336,0,0.667,0,0.897,0.9145,0.4579,0
Taiwan,0cOMncRq4cmDLO4tPQnkBF,Jay Chou,擱淺,zh,heartbreak,0.5219,0.954,0,0.9769,0,0,0.7943,0,0.9476,0.5074,0.8577,0
Taiwan,5MXcM263QvCTWriH3nVusc,BLACKPINK,Me and my,en,empowerment,0.4158,0.3033,0.7616,0,0.9852,0.9544,0,0.3579,0.651,0.5328,0.9449,0.5757
Taiwan,24rDDbSlFY9OHrlJb48CRh,KiiiKiii,404 (New Era),ko,empowerment,0,0.7389,0.3128,0.1067,0.9116,0.4117,0,0.1881,0.7176,0.3077,0.592,0.2508
Taiwan,1NoDTQhJsrd5rnpb6PQthK,Bestards,離開的一路上,zh,heartbreak,0.9408,0.4905,0,0.9842,0.4773,0.1667,0.8953,0,0.5335,0.865,0.3066,0
Taiwan,3wofqqt5YJWdhLI9IFaX39,Crowd Lu,一夜一夜一夜,zh,solitude,0.63,0.9245,0,0.9663,0.8314,0.145,0.8486,0.3692,0.5687,0.9724,0.6973,0.8544
Taiwan,0fK7ie6XwGxQTIkpFoWkd1,JENNIE,like JENNIE,en,angst,0.8293,0.987,0.7411,0.8378,0.9394,0.9852,0.7803,0.6378,0.9678,0.163,0.9771,0
Taiwan,4F7ZAsndEIJXyFzJUHNlRu,Crowd Lu,幾分之幾 - 電影<花甲大人轉男孩>主題曲,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,3VxmXJ4FdtbWI27p3Gx4Wh,"i-dle, skaiwater",Mono (feat. skaiwater),ru,love,0.4726,0.2041,0.3932,0.1306,0.47,0.4398,0.1535,0.2361,0.1512,0.1064,0.4576,0.4492
Taiwan,4Zwn8WxD61diTwqv9hyTQA,EggPlantEgg,閣愛妳一擺,zh,heartbreak,0.9417,0.9518,0.1358,0.9531,0.7344,0.3816,0.6964,0.4552,0.8003,0.8705,0.8502,0
Taiwan,3xJK8ywApYVEYIDhymYMC6,Stefanie Sun,遇見,zh,love,0.9545,0.5582,0.2987,0.3596,0.4473,0.1009,0,0.6678,0,0,0.6706,0
Taiwan,6OWWZtNQORY1McaZmOrwhc,CORTIS,GO!,ko,empowerment,0.1007,0.5457,0.2782,0,0.9319,0.2369,0,0.4888,0.8318,0.1213,0.9098,0
Taiwan,7z2M7DsEjZjwXBkWG3zd21,Stefanie Sun,我懷念的,zh,love,0.9625,0.8162,0.1863,0.7875,0.3043,0.1898,0.3542,0.4144,0.6959,0.1703,0.9523,0
Taiwan,1z5ebC9238uGoBgzYyvGpQ,ROSÉ,toxic till the end,en,heartbreak,0,0.7369,0,0.9181,0.241,0.1641,0.5767,0,0.2563,0,0.3069,0
Taiwan,491ca80N1C63tpoLvAsLKb,BABYMONSTER,PSYCHO,ko,angst,0.1516,0.961,0.3792,0.4095,0.8138,0.3787,0.5823,0.1562,0.1433,0.6091,0.9043,0
Taiwan,59lBAMCis4C6NsPdUV35Vz,Khalil Fong,愛愛愛,zh,hope,0.9203,0.8187,0.6111,0.801,0.6991,0.2797,0.6468,0.9915,0.4844,0.5265,0.916,0.3439
Taiwan,2N9miXnewVmUrgl6JSK1FI,"LE SSERAFIM, j-hope",SPAGHETTI,en,passion,0.8068,0.6661,0.4939,0.158,0.5651,0.4309,0,0,0.4257,0.5258,0.8226,0.1087
Taiwan,1aNVW0fujBVx7JTorTO1jn,"Patrick Brasca, 陳華",你沒等我去的舊金山,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,2VEt42QSQxILgEf9B50xxm,Bestards,不是因為天氣晴朗才愛你,zh,love,0.9949,0.5107,0.1502,0.4411,0.7294,0.1932,0,0.4973,0.9547,0,0.9334,0
Taiwan,7Cnpb1vBbC46RgVyyKLH7p,aespa,Whiplash,en,passion,0.4335,0.7834,0.6224,0.8336,0.8162,0.6288,0.3149,0.5218,0.9056,0.2549,0.9608,0
Taiwan,5HVq8nS0pbM6G7YK8M7DY4,Amazing Show,愛情的大壞蛋,zh,heartbreak,0.5502,0.8891,0,0.9849,0.1683,0,0.7455,0,0.3424,0.8921,0.4246,0.2081
Taiwan,5pIcwtJYNJx93l420oR2Vm,Jay Chou,晴天,zh,love,0.9804,0.7879,0,0.9256,0.3587,0.1079,0.3993,0.121,0.979,0.1826,0.7386,0
Taiwan,3LlQoKvVnkVvq3KC8anUn8,A-Mei Chang,連名帶姓,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,3QxWTqyIT4O9bokIZlNDpo,陳粒,小半,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,1tonXoW6dcb7GGNpec3PTl,BABYMONSTER,WE GO UP,en,passion,0.2747,0.8055,0,0.1632,0.7473,0.1417,0.2767,0,0.2046,0.2667,0.832,0
Taiwan,3Qj9Fy8BPbWmICTiNkuqB7,"Jay Chou, Lara Liang",珊瑚海,vi,empowerment,0.3155,0.5,0.2557,0.1907,0.7709,0.2202,0.279,0.34,0.3223,0.4305,0.7152,0
Taiwan,3n3zzFH7zzO0gJNaw4RKSm,Pets Tseng,一個人想著一個人,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,1k0JAiH11gHL9dc5dfQjQr,ILLIT,NOT CUTE ANYMORE,ko,relaxing,0,0.5005,0,0.4764,0.6891,0.1204,0.4874,0,0.5353,0.9075,0,0.9343
Taiwan,7d6eShN6yVeR4Y2Md9uCA4,张远,看着我的眼睛说,zh,heartbreak,0.8857,0.8855,0.1442,0.9586,0.6366,0.3311,0.5165,0.326,0.8219,0.5036,0.6609,0
Taiwan,68tZwwRuo9ip5gRQFG1XWF,Stefanie Sun,開始懂了,zh,heartbreak,0.9266,0.3044,0.1525,0.9552,0.7622,0,0.2299,0.6112,0.644,0.7303,0.4202,0.1478
Taiwan,13bw75oRjvxMv9VGIeM32i,David Tao,愛我還是他,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,1XZE0InCx3SdCnLpVsPpZl,LBI利比,Jumping Machine (跳楼机),zh,solitude,0.166,0.8639,0,0.8964,0.1611,0,0.623,0.1148,0.2607,0.9083,0.214,0
Taiwan,5y2ijHECwFYWqcAHKTZgzD,Bruno Mars,Risk It All,en,passion,0.9434,0.5866,0.2861,0,0.9001,0.382,0,0.5861,0,0.2084,0.9706,0
Taiwan,0HnESxAFR5lTHioAlI7wo3,JOLIN,布拉格廣場 - JOLIN Version/ 星宇航空布拉格開航主題曲,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,1IS0WFyiVpwsATeSzjEvpI,EggPlantEgg,浪流連,zh,nostalgia,0.568,0.4128,0,0.1555,0.3024,0,0,0.1285,0.7511,0.4105,0.1983,0.1445
Taiwan,0D0n4q2o54VTOmDJdL6ikY,Sam Lee,痴心絕對,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,en,nostalgia,0,0.8807,0,0.952,0,0,0.3827,0,0.9656,0.2533,0.2833,0
Taiwan,1DwscornXpj8fmOmYVlqZt,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,en,angst,0.7197,0.9593,0.1476,0.6735,0.7401,0.3152,0.6431,0.939,0.5062,0.3201,0.8587,0.1022
Taiwan,6m2I6ZyWRkxjBrrLVQILfl,EggPlantEgg,愛情你比我想的閣較偉大 (《當男人戀愛時》電影主題曲),unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,6GyUt7yJ0sOktc5HjvVnFh,"Firdhaus, DIOR 大穎",在加納共和國離婚,zh,heartbreak,0.9498,0.8567,0,0.9565,0.384,0.1964,0.7222,0.1106,0.2479,0.385,0.5717,0
Taiwan,1t2mpO9GpLjRHDDX6SFWRn,icyball 冰球樂團,不在乎,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,1pALOIA4ytESmhl7Fxjdic,Jay Chou,楓,gd,heartbreak,0.8483,0.8883,0,0.9708,0.4312,0.127,0.6779,0.2858,0.8934,0.6729,0.622,0
Taiwan,6UO9nrihAk6sFGvVHDVTz8,"马也_Crabbit, Cole先生",海屿你,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,3ITUmRLMjxf3ZqCPSDD2gk,艾薇 Ivy,天使借的溫柔,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,53iuhJlwXhSER5J2IYYv1W,Taylor Swift,The Fate of Ophelia,en,heartbreak,0.8548,0.926,0.4806,0.9754,0.9567,0.6143,0.7167,0.6854,0.8006,0.9483,0.8998,0
