artist,title,spotify_uri,lyrics,original_lang,length
Oasis,Wonderwall - Remastered,5qqabIl2vWzo9ApSC317sa,"Today is gonna be the day
That they're gonna throw it back to you
By now, you should've somehow
Realised what you gotta do
I don't believe that anybody
Feels the way I do about you now

Backbeat, the word is on the street
That the fire in your heart is out
I'm sure you've heard it all before
But you never really had a doubt
I don't believe that anybody
Feels the way I do about you now

And all the roads we have to walk are winding
And all the lights that lead us there are blinding
There are many things that I would like to say to you
But I don't know how

Because maybe
You're gonna be the one that saves me
And after all
You're my wonderwall

Today was gonna be the day
But they'll never throw it back to you
By now, you should've somehow
Realised what you're not to do
I don't believe that anybody
Feels the way I do about you now

And all the roads that lead you there were winding
And all the lights that light the way are blinding
There are many things that I would like to say to you
But I don't know how

I said maybe
You're gonna be the one that saves me
And after all
You're my wonderwall
I said maybe (I said maybe)
You're gonna be the one that saves me
And after all
You're my wonderwall

I said maybe (I said maybe)
You're gonna be the one that saves me (That saves me)
You're gonna be the one that saves me (That saves me)
You're gonna be the one that saves me (That saves me)",en,1443
"ZXKAI, slxughter",NO BATIDÃO,7vg9noSnFEyPfwLiaCW4vi,"E-ela desce, ela sobe no baile é pressão
Mina linda, perigosa rouba meu coração
Vai quicando, vai jogando não pede a razão
No batidão, no batidão só por a tentação

Ela desce, ela sobe no baile é pressão
Mina linda, perigosa rouba meu coração-ão
Ela desce, ela sobe no baile é pressão
Mina linda, perigosa rouba meu coração

Ela desce, ela sobe no baile é pressão
Mina linda, perigosa rouba meu coração
Vai quicando, vai jogando não pede a razão
No batidão, no batidão só por a tentação

Desce, ela sobe no baile é pressão
Mina linda, perigosa rouba meu coração
Ela desce, ela sobe no baile é pressão
Mina linda, perigosa rouba meu coração

Ela desce, ela sobe no baile é pressão
Mina linda, perigosa rouba meu coração
Vai quicando, vai jogando não pede a razão
No batidão, no batidão só por a tentação",pt,825
F.I.R.,我們的愛,0Q4YuuiCuxIIKUw2fb1cmV,"回憶裡想起模糊的小時候
雲朵漂浮在藍藍的天空
那時的你說要和我手牽手
一起走到時間的盡頭
從此以後我都不敢抬頭看
彷彿我的天空失去了顏色
從那一天起 我忘記了呼吸
眼淚啊 永遠不再 不再哭泣

我們的愛
過了就不再回來
直到現在 我還默默的等待
我們的愛 我明白
已變成你的負擔
只是永遠 我都放不開
最後的溫暖
你給的溫暖

La-la-la-la-la
Da-la-da, da-la-la-la-la-la-la
Da-la-da, da-la-da, da-la-la
Da-la-la-la-la, da-da-la-la-la, da
Da-la-la, da-la-la, da-la-la
Da-la-da-da

從此以後我都不敢抬頭看
彷彿我的天空失去了顏色
從那一天起 我忘記了呼吸
眼淚啊 永遠不再 不再哭泣

我們的愛
過了就不再回來
直到現在 我還默默的等待
我們的愛 我明白
已變成你的負擔
只是永遠 我都放不開
最後的溫暖
你給的溫暖

不要再問你是否愛我
現在我想要自由的天空
遠離開這被綑綁的世界 不再寂寞
Oh

我們的愛
過了就不再回來
直到現在 我還默默的等待
我們的愛 我明白
已變成你的負擔
只是永遠 我都放不開
最後的溫暖
你給的溫暖

Oh, oh, ooh
Oh",zh,611
Crowd Lu,愚人節快樂,3bQeHxH1x4pVUfsRpuLAlH,"就這樣陪你走著走著
又是幾年過了呢
彷彿時間不怕蹉跎
美好的停格
只有這天說著真話
用著玩笑的身分
霸佔朋友的姿態愛著一個人

想說愛你 想要抱你
想你走進我的生活裡
想未來一切可能多美好
原來只是我而已
我喜歡你 最愛是你
我開玩笑的 請別介意
愚人節快樂 快樂地椎心
誰能告訴我為何 我還停在原地

我已經這樣寫一百首
死心塌地的情歌
感謝是你給我靈感
給得那麼深刻
如果還有什麼遺憾
可能還不夠資格
寫你寫我卻沒能寫成個我們

想說愛你 想要抱你
想你走進我的生活裡
想未來一切可能多美好
原來只是我而已
我喜歡你 最愛是你
我開玩笑的請別介意
愚人節快樂 快樂地椎心
誰能告訴我為何 我還停在原地

無法愛你 無法抱你
無法讓你聽見我的心
無法克制重複想起那些
失去意義的或許
我喜歡你 最愛是你
我最後也沒走到結局
愚人節快樂 就停在這裡
說不出口的祝福就當我欠你
愚人不快樂 但身不由己
捨不得走的我還在等什麼 奇蹟",zh,457
JOLIN,妥協,0m1cI6aV1jq537JamnL592,"你總愛編織謊言 我負責配合表演
所有改變 只為了進入你的世界
這情節 重複了一百遍
才發現 是你的心太野
你劃定楚河漢界 我不能輕易犯規
所有時間 都是先給了你優先權
不自覺 愛到不敢冒險
成了你的傀儡 一年 兩年 才看見我有多狼狽

愛到妥協 到頭來還是無解
綁著你不讓你飛
歷史不斷重演 我好累
愛到妥協 也無法將故事再重寫
你已下最後通牒 我躲在我的世界

你劃定楚河漢界 我不能輕易犯規
所有時間 都是先給了你優先權
不自覺 愛到不敢冒險
成了你的傀儡 一年 兩年 才看見我有多狼狽

愛到妥協 到頭來還是無解
綁著你不讓你飛
歷史不斷重演 我好累
愛到妥協 也無法將故事再重寫
你已下最後通牒 我躲在我的世界

你只是害怕一個人睡
我不想再為你掉淚
我瞭解
不會變
不再徘徊
開始自己的明天

愛到妥協 到頭來還是無解
綁著你不讓你飛
歷史不斷重演 我好累
愛到妥協 也無法將故事再重寫
你已下最後通牒 我躲在我的世界",zh,451
李浩瑋 Howard Lee,無垢,08VBl78Lgs7VIEzCL1Btyv,,unknown,
"JISOO, ZAYN",EYES CLOSED (with ZAYN),4WFfPxJv1KRekG6mxn837K,"Time is standing still and I don't wanna leave your lips
Tracing my body with your fingertips
I know what you're feeling and I know you wanna say it (yeah, say it)
I do too, but we gotta be patient (gotta be patient)
'Cause someone like me
And someone like you
Really shouldn't work, yeah, the history is proof
Damned if I don't
Damned if I do
You know, by now, we've seen it all
Said, oh
We should fall in love with our eyes closed
Better if we keep it where we don't know
The beds we've been in
The names and the faces of who we were with
And, oh
Ain't nobody perfect, but it's all good
The past can't hurt us if we don't look
Let's let it go
Better if we fall in love with our eyes closed
Oh, oh, oh
I got tunnel vision every second that you're with me
No, I don't care what anybody says
Just kiss me (oh)
'Cause you look like trouble, but it could be good
I've been the same, kind of misunderstood
Whatever you've done, trust, it ain't nothing new
You know by now we've seen it all
Said, oh
We should fall in love with our eyes closed
Better if we keep it where we don't know
The beds we've been in
The names and the faces of who we were with
And, oh
Ain't nobody perfect, but it's all good
The past can't hurt us if we don't look
Let's let it go
Better if we fall in love with our eyes closed
Oh, oh
Keep your eyes closed
'Cause someone like me
And someone like you
Really shouldn't work, yeah, the history is proof
Damned if I don't
Damned if I do
You know, by now, we've seen it all
Said, oh
We should fall in love with our eyes closed
Better if we keep it where we don't know
The beds we've been in
The names and the faces of who we were with
And, oh
Ain't nobody perfect, but it's all good
The past can't hurt us if we don't look
Let's let it go
Better if we fall in love with our eyes closed
Oh, with our eyes closed",en,1882
Andrew Tan,天后,4D0KlK4Fl8lotvsoys1bYQ,"終於找到藉口
趁着醉意上心頭
表達我所有感受
寂寞漸濃
沉默留在舞池角落
你說的太少或太多
都會讓人更惶恐

誰任由誰放縱
誰會先讓出自由
最後一定總是我
雙腳懸空
在你冷酷熱情間遊走
被侵佔所有還要笑着接受（接受）

我嫉妒你的愛 氣勢如虹（氣勢如虹）
像個人氣高居不下的天後（天後）
你要的不是我
而是一種虛榮
有人疼才顯得多麼出眾（才顯得多麼出眾）
我陷入盲目狂戀的寬容（狂戀寬容）
成全了你萬眾寵愛的天後（天後）
若愛只剩誘惑
只剩彼此忍受
別再互相折磨（再互相折磨）
因為我們都有錯

推開蒼白的手
推開蒼白的廝守
管你有多麼失措
別再叫我
心軟是最致命的脆弱
我明明都懂卻仍拚死效忠

我嫉妒你的愛 氣勢如虹（氣勢如虹）
像個人氣高居不下的天後（天後）
你要的不是我 而是一種虛榮
有人疼才顯得多麼出眾（才顯得多麼出眾）
我陷入盲目狂戀的寬容（狂戀寬容）
成全了你萬眾寵愛的天後（天後）
若愛只剩誘惑
只剩彼此忍受
別再互相折磨（別再互相折磨）
因為我們都有錯


如果有一天愛不再迷惑
足夠去看清所有是非對錯
直到那個時候
你在我的心中
將不再被歌頌（將不再）
把你當作天後（當天後）
不會再是我",zh,557
TWS,OVERDRIVE,5qAfVxNUxjrELshgTpWxLf,"Ah, 잠깐 날 볼 때마다 놀라
너무 뜨거워서 겁나
이건 위험해
I'm getting overdrive
괜히 들키긴 싫은데 (Ah)
네가 알아봐 줬음 해 이런 내 맘
I'm getting overdrive
(Over, over, overdrive)

아 깜짝이야
너 땜에 놀라 놀라버린 맘이야
Hot, hot, 뜨거 뜨거, my body's gonna blow up
너의 눈길 한 번이면 내 신경은 전부 turn up
이럴 시간이 없어 난 (Ah)
어제도 준비됐어 난 let's go right now
I'm getting overdrive
(Over, over, overdrive)

I can not go back, 널 그날 본 게
내 최대 실수지 또 누굴 탓해
더는 못 해 더는 못 해 나는
또 너만 보면

심장이 쿵 (쿵)
You're makin' my heart 쿵쿵 (쿵)
더는 못 참겠어
Oh, my (Oh, my)
원래 다 이런가요?
You're makin' my heart 쿵쿵 (쿵)
너를 못 참겠어 (너)
Oh, my (Oh, my)
You make me overdrive

Mm-mm-mm-mm-mm
Mm-mm-mm-mm-mm (Overdrive)
Mm-mm-mm-mm-mm
I'm getting, getting, getting overdrive

Yeah, I'm getting hot in here
Yeah, I'm getting hot, hot
I'm getting hot in here
(Ovеr, over, overdrive)

I can not go back, 이젠 말할게
솔직히 너 없인 내 맘도 재미없대
더는 못 해 더는 못 해 나는
또 너만 보면

심장이 쿵 (쿵)
You'rе makin' my heart 쿵쿵 (쿵)
더는 못 참겠어
Oh, my (Oh, my)
원래 다 이런가요?
You're makin' my heart 쿵쿵 (쿵)
너를 못 참겠어 (너)
Oh, my (Oh, my)
You make me overdrive

설마 했었던 내가 (내가)
너무 좋다고 네가 (네가)
온몸이 부서진대도
괜찮아 함께라면
오늘은 비가 와도 난 좋아
너라는 해가 떴으니까, I'm okay

Mm-mm-mm-mm-mm

심장이 쿵 (Oh, 쿵)
You're makin' my heart 쿵쿵 (Yeah, 쿵)
이러다 죽겠어
Oh, my (Oh, my)
원래 다 이런가요? (Woah)
You're makin' my heart 쿵쿵 (Woah-oh, woah; 쿵)
너를 못 참겠어 (너)
Oh, my (Oh, my)
You make me overdrive

Mm-mm-mm-mm-mm
Mm-mm-mm-mm-mm (Overdrive)
Mm-mm-mm-mm-mm
I'm getting, getting, getting overdrive",ko,1458
Wu Bai,淚橋,0NAcDn6U2GB2Arhspmh38S,"無心過問妳的心裡我的吻
厭倦 我的虧欠 代替妳所愛的人
這個時候 我心落花一樣飄落下來
頓時 我的視線 失去了色彩

知道妳也一樣不善於表白
想像 妳的相愛 編織的謊言懈怠
甜美鏡頭 竟也落花一樣飄落下來
從此 我的生命 變成了塵埃

寂寞的人 總是習慣寂寞的安穩
至少 我們直線 曾經交叉過

就像站在烈日驕陽大橋上
眼淚狂奔滴落在我的臉龐


知道妳也一樣不善於表白
想像 妳的相愛編織的謊言懈怠
甜美鏡頭竟也落花一樣飄落下來
從此 我的生命變成了塵埃

寂寞的人 總是習慣寂寞的安穩
至少 我們直線 曾經交叉過

就像站在烈日驕陽大橋上
眼淚狂奔滴落在我的臉龐
La-la-la-la-la-la-la-la, la-la-la
La-la-la-la-la-la-la-la, la-la-la",zh,379
"G-DRAGON, TAEYANG, DAESUNG",HOME SWEET HOME (feat. TAEYANG & DAESUNG),5doooVlMVRZztQbySqARMI,"You say it's changed
Show must go on, behave
Oraenmane yet noraehae
I'm feelin' like I never left
(That's right) I never left
But you ain't know, O.K then lights, camera
Act like you know
Don't play on me, no, we're
Airbnb, you're homeless
Honbibaeksan-haejin-mi-jangsen (Mise-en-scène)
Doremipasido (Now, you know it)

Dukkeoba dukkeoba came with the troops
Tteutgo masbogo jeulgigo big bang when I shoot
King in the zoo, he gotta do what I do
One of one, not of thеm (Mirror)
Man in the views aimin' at you
Yeah, I'm aiming at a man, and amеn, achoo
Bless you, all cleaned house, fu-

Golden days are still alive
Oeropdaneun malhaji ma
Naega issneun got, nega isseul got
The place that I belong

Home sweet home
Homesick home

Well, I said, I would be back
And I'd never let you go
Pick a petal off a flower
Daze, you love me, nope?
Well, I said, I would be back
And I'd never let you go
Pick a petal off a flower
Do you love me or (Stop)

Winner, winner, chicken killer, samgyetang  dinner
Hana, dul set down (one, two, step) fantastic han timwokeu
Not mini, manhi more
Rock, scissors, paper, toast
This is how we do it, just do it, let's do it y’all
Work, work wolhwasumokgeumto- il
They gon' wait til’ I’m gone
So I came, I saw, I won
G just D-word is my bond
Na mudaero olla, coup d'e shit
Dansume hoheupgonran, hook catch this
A ‘muje’ do molla? bull at shit
Whatever, now or never

Golden days are still alive
Oeropdaneun malhaji ma
Nega isseul gose naega issneun geol
The place that I belong

Home sweet home
Homesick home

Well, I said, I would be back
And I'd never let you go
Pick a petal off a flower
Daze, you love me, nope?
Well, I said, I would be back
And I'd never let you go
Pick a petal off a flower
Do you love me or (Stop)

We alike dead or alive, your life? Still life
It's so nice, I missed you a lot
You're welcome back home, wherever you are
We alike dead or alive, your life is still with me
Livin' good life, day or nights
The highlight, it's about time to rock-on

Home sweet home
Homesick home

Well, I said, I would be back
And I'd never let you go
Pick a petal off a flower
Daze, you love me, nope?
Well, I said, I would be back
And I'd never let you go
Pick a petal off a flower
Do you love me or (Stop)",en,2321
"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),567e29TDzLwZwfDuEpGTwo,"1. GAYLE - abcdefu (=)
2. Adele - Easy On Me (+3)
3. The Kid LAROI - Stay (with Justin Bieber) (-1)
4. Ed Sheeran - Shivers (-1)
5. Elton John & Dua Lipa - Cold Heart (PNAU Remix) (+5)
6. Glass Animals - Heat Waves (=)
7. Lil Nas X - INDUSTRY BABY (feat. Jack Harlow) (=)
8. CKay - love nwantiti (ah ah ah) (+1)
9. ACRAZE & Cherish - Do It To It (+3)
10. Doja Cat - Woman (+1)
11. SZA - I Hate U (-7)
12. Justin Bieber - Ghost (+2)
13. Post Malone - One Right Now (with The Weeknd) (=)
14. Coldplay & BTS - My Universe (+4)
15. Imagine Dragons - Enemy (with JID) (+4)
16. Juice WRLD - Girl Of My Dreams (with SUGA of BTS) (-8)
17. Bruno Mars, Andersson .Paak & Silk Sonic - Smokin Out The Window (-2)
18. Ed Sheeran - Bad Habits (-1)
19. Jaymes Young - Infinity (+3)
20. Adele - Oh My God (-4)
21. Farruko - Pepas (=)
22. FKA twigs - Tears In The Club (with The Weeknd) (NEW)
23. Doja Cat - Need To Know (+5)
24. Emmy Meli - I AM WOMAN (+6)
25. Lost Frequencies & Calum Scott - Where Are You Now (=)
26. Tiësto & Ava Max - The Motto (NEW)
27. Lil Nas X - THATS WHAT I WANT (=)
28. Kodak Black - Super Gremlin (NEW)
29. NEIKED, Mae Muller & Polo G - Better Days (NEIKED x Mae Muller x Polo G) (-3)
30. Oliver Tree - Life Goes On (+11)
31. Billie Eilish - Happier Than Ever (Edit) (-2)
32. THE ANXIETY, WILLOW & Tyler Cole - Meet Me At Our Spot (+5)
33. Roddy Ricch - 25 million (NEW)
34. LISA - MONEY (-1)
35. Doja Cat - Kiss Me More (feat. SZA) (+5)
36. Juice WRLD - Wandered To LA (with Justin Bieber) (-16)
37. ROSALÍA - LA FAMA (with The Weeknd) (-5)
38. Shawn Mendes - It'll Be Okay (-15)
39. Måneskin - Beggin' (-3)
40. Adele - Can I Get It (-9)
41. Olivia Rodrigo - good 4 u (-3)
42. Lil Nas X - MONTERO (Call Me By Your Name) (+4)
43. BoyWithUke - Toxic (-1)
44. Taylor Swift - All Too Well (10 Minute Version) (Taylor Version) (From The Vault) (-20)
45. Jason Derulo - Acapulco (+2)
46. Amaarae - SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis & Moliy) (-11)
47. Tate McRae - feel like shit (-2)
48. Benson Boone - GHOST TOWN (-5)
49. Summer Walker - No Love (with SZA) (=)
50. Ariana Grande & Kid Cudi - Just Look Up (-6)",en,2176
TWICE,THIS IS FOR,18AMT576rBlQFMzUTS7WBa,"(Ha-ha-ha)

This is for all my ladies
Who don't get hyped enough (Hey, ladies)
If you've been done wrong, then this your song
So turn it up (Turn it up for me, uh, uh)

I wanna go where the baddest girls are from (Uh, uh)
Might be another planet, maybe that's where mother nature made me (Woo)
Something about that water tastes like fun (Yeah, yeah)
My girls make it rain confetti, sweet on your tongue

(Beep, beep, beep)
I'm outside your door, so let's go, don't let that
(Beep, beep, beep)
Have you feeling low when you're grown, you got the
(Key, kеy, keys) (You got it)
You already know and it shows tonight
It's you and me
How it should bе

This is for all my ladies
Who don't get hyped enough
If you've been done wrong, then this your song
So turn it up
One time for all my ladies
You looking good as what
So tell 'em bye, bye 'cause it's your time
To turn it up

Thi-thi-this for the girls with that light inside
They spin around you like satellite
Yeah, you the baddest all day and night
I'll give you flowers 'til the end of time
(Ooh) This your moment, go get it
(Ooh) Forget that boy and don't sweat it (No sweat)
(Oh) I'll always be your ride or die
So

(Beep, beep, beep)
I'm outside your door, so let's go, don't let that
(Beep, beep, beep)
Have you feeling low when you're grown, you got the
(Key, key, keys)
You already know and it shows 
tonight
It's you and me
How
 it should be

This is for all my ladies (Yeah)
Who don't get hyped enough (Woo-hoo; Hyped enough; Yeah)
If you've been done wrong, then this your song
So turn it up (Turn it up, oh-woah)
One time for all my ladies (All my ladies)
You looking good as what (Good as what)
So tell 'em bye, bye 'cause it's your time (Step out, done wrong)
To turn it up

All my ladies now (Now)
Oh, oh, oh, oh
Let's get down (Oh, let's get)
Come on, dip your hip into it
All my ladies now (Now)
Oh, oh, oh, oh (Ladies now)
Let's get down (Down)
Come on, dip your hip into it
All my ladies now (Ladies)
Oh, oh, oh, oh (This is for my ladies)
Let's get down (Yeah)
Come on, dip your hip into it
All my ladies now (Ladies)
Oh, oh, oh, oh (This is for my ladies)
Let's get down
Come on, dip your hip into it",en,2242
高爾宣 OSN,Without You,0KWnRv3wxjltYVB3MqjNd2,"I’m still the same 都好像沒有變
Nothing changed 還是討厭下雨天
還是不愛認錯
脾氣是硬了點
這我都清楚但我沒有辦法改變
我後悔高中花錢裝很吵的排氣管
想努力賺錢養妳 卻養成了壞習慣
我還想帶妳到處晃晃到處帶妳玩
'Cause me without you it feels like
情人節沒有愛人
像台相機沒有快門
像張書桌沒有檯燈
'Cause me without you it feels like

A sentence without no spaces
It be like youtube without no playlist
Or a chapter without no pages
'Cause me without you it feels just wrong

I don’t wanna live without you
I dont wanna be alone and
想念妳的每個角度
如果我們還能夠重來
Oh
You don’t know how I feel inside
So
I don’t wanna live without you
我沒有辦法

'Cause I’ve been through that
重蹈覆徹 I can’t do that
沒得負責 Oh damn too bad
I need you right now, yo, where you at?
先把我的面子放兩邊
榨乾我就像搶劫
Goddamn, I got nothing left
掉進去 No fun down here
救救我 I call my friends
訴苦 說了好幾遍
他們叫我振作點
I know man but I fuckin can’t
幫我刪了 Instagram
Your post I don’t wanna see
想到妳曾promise me
我乾掉一支Hennessy

I just wanna know, baby, why you gonna go?
我們之間太多 的我捨不得放手 yeah
失去妳就像失去我的麥克風
我不要我的fans 不要IG的followers 'cause—

I don’t wanna live without you
I don‘t wanna be alone and
想念妳的每個角度
如果我們還能夠重來
Oh
You don’t know how I feel inside
So
I don’t wanna live without you
我沒有辦法
I don’t wanna live without you
I don‘t wanna be alone and
想念妳的每個角度
如果我們還能夠重來
Oh
You don’t know how I feel inside
So
I don’t wanna live without you
我沒有辦法",zh,1321
A-Mei Chang,如果你也聽說,2JH8WubSk2IWYUDBUguSQv,,unknown,
NMIXX,Blue Valentine,4i0HNuFEH6P6K4UnsY5uUh,"You'll always be my blue-ue-ue-ue valentine
(
Blue valentine, blue valentine
)
You'll always be my blue-ue-ue-ue valentine
(
Blue valentine, blue valentine
)

식어버린 너의 색은 blue
파랗게 멍이 든 my heart
몇 번이고 덧이 나
열이 나, lovesick, 이건 such a bad love
We fight, we sigh, and stop
붉게 타오르다 한순간에 식어가
Rewind, rewind, rewind
언제 그랬냐는 듯이 또 서롤 찾아

깊게 새긴 상처 비친 red blood
부서진 forever, I can see it now, can you see it now?
우린 마치 broken glass on the ground
돌이킬 수 없다 해도 we can figure it out

If this lovе is over
다시 뛰어들어 난
이 사랑은 colder
I'll keep the firе lit in mine
You'll always be my blue-ue-ue-ue-ue valentine
(Blue valentine, blue valentine)
You'll always be my blue-ue-ue-ue-ue valentine
(Blue valentine, blue valentine)

식어도 타오르는 얼음 속 불꽃
아무 겁도 없이 뻗어버린 손
Hot and icy, but I like it
It's so you (So you)

바뀌어 맘의 weather, 몰려온 cloud
외로운 together, I can feel it now, can you feel it now?
Rollercoaster처럼 우린 정신없이
흔들려도 돌아갈 걸 알아, so it (Doesn't matter)
You might be my end game (Yeah)
대가로 얻은 worst pain (You might be)

If this love is over
다시 뛰어들어 난
이 사랑은 colder
I'll keep the fire lit in mine
You'll always be my blue-ue-ue-ue-ue valentine
(Blue valentine, blue valentine)
You'll always be my blue-ue-ue-ue-ue valentine
(Blue valentine, blue valentine)

(붉고-붉고 푸른) 붉고 푸른
(사랑-사랑이란) 사랑이란 bruise
낫지는 않길
'Cause it's you (Yeah)

If this love is over
다시 뛰어들어 난 (뛰어들어 난)
이 사랑은 colder (Colder)
I'll keep the fire lit in mine (Yeah)
You'll always be my blue-ue-ue-ue-ue valentine
(Blue valentine, blue valentine) (Always be my blue valentine)
You'll always be my blue-ue-ue-ue-ue valentine
(Blue valentine, blue valentine)

I'm falling over and over and over
Ah
You're getting colder and colder and colder
Blue valentine",ko,1756
A-Lin,失戀無罪,2s96YKKpfBUbQP3lJuhkfX,,unknown,
G.E.M.,泡沫,2IfSPLPDW6RGosdB5huwAA,"Yángguāng xià de pàomò
Shì cǎisè de
Jiù xiàng bèi piàn de wǒ
Shì xìngfú de
Zhuījiù shénme duì cuò
Nǐ de huǎngyán
Jīyú nǐ hái ài wǒ

Měilì de pàomò
Suīrán yī chà huāhuǒ
Nǐ suǒyǒu chéngnuò
Suīrán dōu tài cuìruò
Dàn ài xiàng pàomò
Rúguǒ nénggòu kànpò
Yǒu shé me nánguò

Zǎo gāi zhīdào pàomò
Yī chù jiù pò
Jiù xiàng yǐ shāng de xīn
Bùshèng zhémó
Yě bùshì shuí de cuò
Huǎngyán zài duō
Jīyú nǐ hái ài wǒ

Měilì de pàomò
Suīrán yī chà huāhuǒ
Nǐ suǒyǒu chéngnuò
Suīrán dōu tài cuìruò
Ài běn shì pàomò
Rúguǒ nénggòu kànpò
Yǒu shé me nánguò
Zài měide huāduǒ
Shèngkāiguò jiù diāoluò
Zài liàng yǎn de xīng
Yīshǎnguò jiù duòluò
Ài běn shì pàomò
Rúguǒ nénggòu kànpò
Yǒu shé me nánguò

Wèishéme nánguò
Yǒu shé me nánguò
Wèishéme nánguò

Quándōu shì pàomò
Zhǐ yī chà de huāhuǒ
Nǐ suǒyǒu chéngnuò
Quánbù dōu tài cuìruò
Ér nǐ de lúnkuò
Guàiwǒ méiyǒu kànpò
Cái rúcǐ nánguò, whoa
Xiāng'ài de bǎwò
Yào rúhé zài sōusuǒ
Xiāng yōngzhe jìmò
Nándào jiù bù jìmò
Ài běn shì pàomò
Guàiwǒ méiyǒu kànpò
Cái rúcǐ nánguò

Zài yǔ xià de pàomò
Yī chù jiù pò
Dāngchū chìrè de xīn
Zǎoyǐ chénmò
Shuō shénme nǐ ài wǒ
Rúguǒ piàn wǒ
Wǒ nìngyuàn nǐ chénmò",it,1177
Jay Chou,七里香,57w29bSwdIZ6gr6xXOqwc1,"窗外的麻雀 在電線桿上多嘴
你說這一句 很有夏天的感覺
手中的鉛筆 在紙上來來回回
我用幾行字形容你是我的誰

秋刀魚的滋味 貓跟你都想了解
初戀的香味就這樣被我們尋回
那溫暖的陽光 像剛摘的鮮豔草莓
你說你捨不得吃掉這一種感覺

雨下整夜 我的愛溢出就像雨水
院子落葉 跟我的思念厚厚一疊
幾句是非 也無法將我的熱情冷卻
你出現在我詩的每一頁
雨下整夜 我的愛溢出就像雨水
窗台蝴蝶 像詩裡紛飛的美麗章節
我接著寫 把永遠愛你寫進詩的結尾
你是我唯一想要的了解


雨下整夜 我的愛溢出就像雨水
院子落葉 跟我的思念厚厚一疊
幾句是非也無法將我的熱情冷卻
你出現在我詩的每一頁

那飽滿的稻穗 幸福了這個季節
而你的臉頰像田裡熟透的番茄
你突然對我說 七里香的名字很美
我此刻卻只想親吻你倔強的嘴

雨下整夜 我的愛溢出就像雨水
院子落葉 跟我的思念厚厚一疊
幾句是非 也無法將我的熱情冷卻
你出現在我詩的每一頁
整夜 我的愛溢出就像雨水
窗台蝴蝶 像詩裡紛飛的美麗章節
(我接著寫) Oh, 寫 把永遠愛你寫進詩的結尾
你是我唯一想要的了解",zh,509
Eric Chou,怎麼了,5cU1O9P0EDA0rPkPDykhIm,"你說藍色是你最愛的顏色
你說如果沒有愛那又如何
怎麼了 你怎麼了
看過你曾經最燦爛的笑容
看過你緊緊擁抱愛的面孔
怎麼了 你消失了

是不是我錯了 搞錯了
天灰了 雨下著 凝望著 你走了
都回不去了 像從前快樂

怎麼能輕易說要結束 (怎麼能要結束)
怎麼會讓你抱著我哭
太努力的我們最後用力給祝福
怎麼看你笑著 我卻心如刀割
原來我們都一樣頑固
怎麼會誰都絕口不提要幸福
再也不能牽著你走未來每一步 (未來一步)
我們懷念什麼 失去愛那一刻 才曉得

你說藍色是你最愛的顏色
你說如果沒有愛那又如何
怎麼了 你怎麼了
看過你曾經最燦爛的笑容
看過你緊緊擁抱愛的面孔
怎麼了 你消失了

是不是我錯了 搞錯了
越愛著 越痛著 苦笑著 你走了
我們約好了 要比我快樂

怎麼能輕易說要結束 (怎麼能要結束)
怎麼會讓你抱著我哭
太努力的我們最後用力給祝福
祝福我最愛的 (我最愛的) 遇見更愛你的 飛翔著

我不想說 你不會懂 請別可憐我
受傷的我 究竟需要 一個人 多少年 去度過
我不想說 你不會懂 請別可憐我
誰說我 一定要 永遠笑著 我不想

怎麼能輕易說要結束 (怎麼能要結束)
怎麼會讓你抱著我哭
太努力的我們最後用力給祝福
祝福我最愛的 能永遠飛翔著
原來我們都一樣頑固
怎麼會誰都絕口不提要幸福
再也不能牽著你走未來每一步 (未來一步)
我們懷念什麼 失去愛那一刻 才曉得",zh,641
Leehom Wang,愛錯,4vdX5mQE0oXkflFqsqQkUP,"北风毫不留情 把叶子吹落
脆弱的她选择了逃脱
叶子失去消息 风才感觉寂寞
整个冬天 北风的痛没人能说
我从来没想过 我会这样做
从来没爱过 所以爱错
我从哪里起飞 从哪里降落
多少不能原谅的错 却不能重来过
翻开回忆角落 完美的生活
以为幸福都可以掌握
仔细回味当初 那个故事背后
Oh 原来是我 犯下从没承认的错
我从来没想过 我会这样做
从来没爱过 所以爱错
我从哪里起飞 从哪里降落
多少不能原谅的错 却不能重来过
在这少了你的世界
Oh~ 找不回那些感觉
其实我不想道别
那些过去
(我从来没想过 我会这样做)
(从来没爱过)
从来没有爱过那么认真 (所以爱错)
(我从哪里起飞)
从哪里 (从哪里降落)
降落 (多少不能原谅的错)
Wooh~~~ (却不能重)
(我从来没想过 我会这样做)
(从来没爱过)
爱过 所以爱错 (所以爱错)
(我从哪里起飞)
爱错 爱错 爱错baby (从哪里降落)
(多少不能原谅的错)
请你原谅我的爱错",zh,456
