spotify_uri,language,lyrics_en
'Cause I remember how much you love to dance
Do all the things I should've done
When I was your man
Do all the things I should've done
When I was your man"
3zEN0ii6s4DHHBpnTp3RP7,en,"We can remember swimmin' in December
Headin' for the city lights in 1975
We're sharin' each other, nearer than farther
The scent of a lemon drips from your eyes

We are the people that rule the world
A force running in every boy and girl
All rejoicing in the world
Take me now, we can try

We lived an adventure, love in the summer
Followed the sun 'til night, reminiscing other times of life
For each every other the feeling was stronger
The shock hit eleven, we got lost in your eyes

I can't do well when I think you're gonna leave me
But I know I try
Are you gonna leave me now?
Can't you be believin' now?
I can't do well when I think you're gonna leave me
But I know I try
Are you gonna leave me now?
Can't you be believin' now?

Can you remember and humanize?
It was still where we'd energize
Lie in the sand and visualize like it's '75 again

We are the people that rule the world
A force running in every boy and girl
All rejoicing in the world
Take me now, we can try

I can't do well when I think you're gonna leave me
But I know I try
Are you gonna leave me now?
Can't you be believin' now?
I can't do well when I think you're gonna leave me
But I know I try
Are you gonna leave me now?
Can't you be believin' now?

I know everything about you
Know everything about me
Know everything about us
I know everything about you
Know everything about me
Know everything about us

I can't do well when I think you're gonna leave me
But I know I try
Are you gonna leave me now?
Can't you be believin' now?
I can't do well when I think you're gonna leave me
But I know I try
Are you gonna leave me now?
Can't you be believin' now?
I can't do well when I think you're gonna leave me
But I know I try
Are you gonna leave me now?
Can't you be believin' now?"
2a1o6ZejUi8U3wzzOtCOYw,es,"A&X
The Orphanage
Kuduro Dance!
(Plop, plop, plop, plop, plop, plop, plop)
Lucenzo!
(The Orphanage)
The King!

Hand up, waist alone
Turn around, kuduro dance
Don't get tired now that this is just beginning
Shake your head, kuduro dance
Hand up, waist alone
Turn around, kuduro dance
Don't get tired now that this is just beginning
Shake your head, kuduro dance
cute face
sexy lips
Tremendous thighs
Tremendous ass
She is crazy
He loves the party
Long hair with lines made

The monster of the party has arrived
I don't want VIP or the table
I stay at the bar with my people
Always in the fight
How many women does he have? like 20
I speak to you clearly so that we are clearer than chlorine
Let him keep the diamonds and gold
that I am the wolf
One life, two worlds
English, Spanish
One night, two girls
English, Spanish

cute face
sexy lips
Tremendous thighs
Tremendous ass
She is crazy
He loves the party
Long hair with lines made

Mexe kuduro
Balance that is a madness
Brunette, come to my side
I won't be standing still
I want to see mexer kuduro
Balance that is a madness
Brunette, come to my side
I won't be standing still, oh-oh-oh

Oi, oi, oi
Oi, oi, oi, oi
It's to break kuduro
Let's dance kuduro
Oi, oi, oi
Oi, oi, oi, oi
Seja morena ou loire
Let's balance kuduro
Oi, oi, oi

Hand up, waist alone
Turn around, kuduro dance
Don't get tired now that this is just beginning
Shake your head, kuduro dance
Hand up, waist alone
Turn around, kuduro dance
Don't get tired now that this is just beginning
Shake your head, kuduro dance
cute face
sexy lips
Tremendous thighs
Tremendous ass
She is crazy
He loves the party
Long hair with lines made

Balance that is a madness
Brunette, come to my side
I won't be standing still
I want to see mexer kuduro
Balance that is a madness
Brunette, come to my side
I won't be standing still

Oi, oi, oi
Oi, oi, oi, oi
It's to break kuduro
Let's dance kuduro
Oi, oi, oi
Oi, oi, oi, oi
Seja morena ou loire
Let's balance kuduro
Oi, oi, oi
The Orphanage!

The hand up (Vai, vai; return), waist alone (Vai, vai; return)
Turn around (Vai, vai; turn), kuduro dance (Vai, vai; turn)
Don't get tired now (Vai, vai; return) because this is just beginning (Vai, vai; return)
Move your head (Vai, vai; return), kuduro dance (Vai, vai; return)
cute face
sexy lips
Tremendous thighs
Tremendous ass
She is crazy
He loves the party
Long hair with lines made

A&X (A&X)"
3hpm0fTeSqlhJbnqAgaLZs,es,"Old man, turn up the horn
To feel the adrenaline of walking around throwing shame
No more batteries with the radio (No more batteries with the radio)
Pass me a red Marlboro
I've been craving one of those for a while, tachycardia, he told me.
Cousin, that's the way it is

The hard ones for the impacts
The devil's bullets, and I only think of your eyes
tight legs
The combs full to knock out the snot well
And it is not known if we will come out of this alive.
In the chaos the malilla is doing well

Pure Ruled Force, old man
Another fart!

Pure rubbish, they are a caricature
Tostones for those in the heights, glasses for the winds
Dog is the GT500
Golden handles shine on the waist
With the horn I take you to the moon
Paris, France are my heaven
Let's leave the story behind

The hard ones for the impacts
The devil's bullets, and I only think of your eyes
tight legs
The combs full to knock out the snot well
And it is not known if we will come out of this alive.
In the chaos the malilla is doing well"
7gKxCvTDWwV9wBhdeBbr3l,en,"Here we are, back again
Fighting what's in front of me
There's so much to unpack again
But if I come to Italy

We could be nice to each other
Nice to each other
Wrong for each other
Right for each other
And rise to each other
Rise to each other
Mm-mm-mm

I don't know where the switches are
Or where you keep the cutlery
And I'll probably crash your stupid car
And make your life a misery

But we could be nice to each other
Nice to each other
Wrong for each other
Right for each other
And rise to each other
Rise to each other
Mm-mm-mm

'Cause, you know, I've done all the classic stuff
And it never works, you know it
So can we say we'll never say the classic stuff?
Just show it
Now and know it
Now
Now, now, now

Meet me on the mountaintop
I'll be in the shallow end
And wait for you to call it off
'Cause I don't want a boyfriend

But we could be nice to each other
Nice to each other
Wrong for each other
Right for each other
And rise to each other
Rise to each other
Mm-mm-mm

'Cause, you know, I've done all the classic stuff
And it never works, you know it
So can we say we'll never say the classic stuff?
Just show it
Water, sunlight, talking all night
Just enough to grow it (
Yeah
)
Now and know it
Now
Now, now, now

Mm-mm
It could be nice (It could be nice)
It could be so nice (It could be so nice)
Oh, it could be nice to (Ba-ba-ba, ba-ba-ba)
Oh, to each other (Ba-ba-ba, ba-ba-ba)
Mm-mm, we could be nice to (Ba-ba-ba, ba-ba-ba)
Oh, to each other (Ba-ba-ba, ba-ba-ba)
Mm-mm, we could be nice to (Ba-ba-ba, ba-ba-ba)
Oh, to each other (Ba-ba-ba, ba-ba-ba)
Mm-mm, we could be nice to (Ba-ba-ba, ba-ba-ba)
Oh, to each other"
5tZaKZPJtiHh6teQfVEHB5,id,"Is it still possible for me to come back?
'To fill your day?
What's clear is that my heart is no longer there
Can be away from you

I'll promise
Will not repeat any mistakes
I will serve
On one love and that's you
Honestly, I'm just a guy
Which sometimes cannot be separated from temptation

I must have a chance
'To love you again

I'll promise
Will not repeat any mistakes
I will serve
On one love and that's you
Honestly, I'm just a guy
Which sometimes cannot be separated from temptation

I see you're doubtful
Has anyone replaced me?

I'll promise
Will not repeat any mistakes
I will serve
On one love and that's you
Honestly, I'm just a guy
Which sometimes cannot be separated from temptation

Honestly, I'm just a guy
Which sometimes cannot be separated from temptation"
7qiZfU4dY1lWllzX7mPBI3,en,"A club isn't the best place to find a lover
So the bar is where I go (Mm)
Me and my friends at the table doin' shots
Drinkin' fast and then we talk slow (Mm)
And you come over and start up a conversation with just me
And trust me, I'll give it a chance now (Mm)
Take my hand, stop, put Van the Man on the jukebox
And then we start to dance, and now I'm singin' like

Girl, you know I want your love
Your love was handmade for somebody like me
Well, come on now, follow my lead
I may be crazy, don't mind me
Say, ""Boy, let's not talk too much""
Grab on my waist and put that body on me
Well, come on now, follow my lead
Come, come on now, follow my lead, mm

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is fallin' too
I'm in love with your body
And last night, you were in my room
And now my bed sheets smell like you
Every day, discoverin' somethin' brand new
Well, I'm in love with your body

Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Every day, discoverin' somethin' brand new
I'm in love with the shape of you

One week in, we let the story begin
We're goin' out on our first date (Mm)
You and me are thrifty, so go all-you-can-eat
Fill up your bag and I fill up a plate (Mm)
We talk for hours and hours about the sweet and the sour
And how your family is doin' okay (Mm)
And leave and get in a taxi, and kiss in the back seat
Tell the driver make the radio play and I'm singin' like

Girl, you know I want your love
Your love was handmade for somebody like me
Well, come on now, follow my lead
I may be crazy, don't mind me
Say, ""Boy, let's not talk too much""
Grab on my waist and put that body on me
Well, come on now, follow my lead
Come, come on now, follow my lead, mm

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is fallin' too
I'm in love with your body
And last night, you were in my room
And now my bed sheets smell like you
Every day, discoverin' somethin' brand new
Well, I'm in love with your body

Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Every day, discoverin' somethin' brand new
I'm in love with the shape of you

Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is fallin' too
I'm in love with your body
And last night, you were in my room
And now my bed sheets smell like you
Every day, discoverin' somethin' brand new
Well, I'm in love with your body

Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Every day, discoverin' somethin' brand new
I'm in love with the shape of you"
0lYBSQXN6rCTvUZvg9S0lU,en,"I used to believe
We were burnin' on the edge of somethin' beautiful (Somethin' beautiful)
Somethin' beautiful (Somethin' beautiful)
Sellin' a dream
Smoke and mirrors keep us waitin' on a miracle (Oh)
On a miracle (Oh)

Say, go through the darkest of days
Heaven's a heartbreak away
Never let you go, never let me down
Oh, it's been a hell of a ride
Driving the edge of a knife
Never let you go, never let me down

Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you


Don't fall asleep (Ooh)
At the wheel, we've got a million miles ahead of us
Miles ahead of us
All that we need (Ah)
Is a rude awakening to know we're good enough
(Yeah) Know we're good enough

Say, go through the darkest of days
Heaven's a heartbreak away
Never let you go, never let me down
Oh it's been a hell of a ride
Driving the edge of a knife
Never let you go, never let me down

Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you

Never let you go, never let you go-go
Never let you go, never let you go-go
Never let you go (Woah)
No, never let you go (Ooh)
Never let you go, never let you go-go
Never let you go, never let you go-go (Oh no, no, no, no)
Never let you go (Yeah)
No, never let you go (Yeah)

Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you"
3nqqDo8CcCLke3ZoTgiOKf,en,"Going back to the corner where I first saw you
Gonna camp in my sleeping bag, I'm not gonna move
Got some words on cardboard, got your picture in my hand
Saying, ""If you see this girl, can you tell her where I am?""
Some try to hand me money, they don't understand
I'm not broke, I'm just a broken-hearted man
I know it makes no sense, what else can I do?
And how can I move on when I'm still in love with you?

'Cause if one day you wake up, and find that you're missing me
And your heart starts to wonder where on this Earth I could be
Thinking maybe you'll come back here to the place that we'd meet
And you'll see me waiting for you, on the corner of the street
So I'm not moving
I'm not moving

Policeman says, ""Son, you can't stay here""
I say, ""There's someone I'm waiting for
If it's a day, a month, a year""
Gotta stand my ground, even if it rains or snows
If she changes her mind, this is the first place she will go

'Cause if one day you wake up, and find that you're missing me
And your heart starts to wonder where on this Earth I could be
Thinking maybe you'll come back here to the place that we'd meet
And you'll see me waiting for you, on the corner of the street
So I'm not moving
I'm not moving
I'm not moving
I'm not moving

People talk about the guy who's waiting on a girl, oh
There are no holes in his shoes, but a big hole in his world, mmm
Maybe I'll get famous as the man who can't be moved
And maybe you won't mean to, but you'll see me on the news
And you'll come running to the corner 'cause you know it's just for you
I'm the man who can't be moved
I'm the man who can't be moved

'Cause if one day you wake up, and find that you're missing me (Find you're missing me)
And your heart starts to wonder where on this Earth I could be (Oh, where on Earth I could be)
Thinking maybe you'll come back here to the place that we'd meet (To the place that we'd meet, oh, oh)
And you'll see me waiting for you, on the corner of the street (On the corner of the street)
So I'm not moving

'Cause if one day you wake up, and find that you're missing me (I'm not moving)
And your heart starts to wonder where on this Earth I could be (I'm not moving)
Thinking maybe you'll come back here to the place that we'd meet (I'm not moving)
And you'll see me waiting for you, on the corner of the street

Going back to the corner
Where I first saw you
Gonna camp in my sleeping bag
I'm not gonna move"
45Z3m6yazmAi4jZuW0tzW0,en,"Take no prisoners for me
I'm told you're elevating
Drinks go straight to my knees
I'm sold, I'm going on clean
I'm going on clean

I've no more tricks up my sleeve
Game called review the player
Time codes and Tokyo scenes
Bad boys, it's complicated
It's complicated

It's best you know what you don't
Aperture lets the light in
It's best you know what you don't
Aperture lets the light in

We belong together
It finally appears it's only love
We belong togethеr
We belong togethеr
It finally appears it's only love
We belong together

In no good state to receive
Go forth, ask questions later
Trap doors, you're toying with me
Dance halls, another cadence

It's best you know what you don't
Aperture lets the light in

We belong together
It finally appears it's only love
We belong together
It finally appears
We belong together
It finally appears it's only love
We belong together

I won't stray from it
I don't know these spaces
Time won't wait on me
I wanna know what safe is
I won't stray from it
I don't know these spaces
Time won't wait on me
I won't stray from it
I don't know these spaces
Time won't wait on me
I wanna know what safe is
I won't stray from it
I don't know these spaces
Time won't wait on me

We belong together
It finally appears it's only love
We belong together
It finally appears
We belong together
It finally appears it's only love
We belong together"
1qRV1dKLOfH1s00b9J2LUQ,en,"No nightmares when you can still see the light
Can't find me, I'm not in the city tonight
I like your playlist, boy, turn it up a little louder
Road's empty, so you drive a little faster
Ain't taken nothing tonight, but I'm feeling so high

Show my tan lines, low-rise, rooftop down
It's golden hour all the time

It's the midnight sun-kissed skin under the red sky
Layin' on your chest like this
Hold me like the pebbles in your hand, initials in the sand, yeah
Summer isn't over yet
Skinny-dipping with your heart out, it's my favorite part now
We ain't gotta tell no one
A never-ending midnight sun

A never-ending midnight sun

Connected, I'm so in touch with it all (Yeah, yeah)
Feel protected by the moon and the stars
I'm walking barefoot, feel the grass in between my toes
Bombshell, wind in my hair, baby, let it blow, yeah
It's been a while since I cried over something so nice (So nice)

Show my tan lines, low-rise, rooftop down
It's golden hour all the time (All the time)

It's the midnight sun-kissed skin under the red sky
Layin' on your chest like this (Ah)
Hold me like the pebbles in your hand, initials in the sand, yeah
Summer isn't over yet
Skinny-dipping with your heart out, it's my favorite part now
We ain't gotta tell no one (Shh)
A never-ending midnight sun

A never-ending midnight sun
(A never-ending midnight sun)
A never-ending midnight sun"
2mdEsXPu8ZmkHRRtAdC09e,en,"Cinnamon in my teeth
From your kiss, you're touching me
All the pills that you take
Violet, blue, green, red to keep me at arm's length don't work
You try to push me out, but I just find my way back in
Violet, blue, green, red to keep me out, I win

There's things I wanna say to you
But I'll just let you live
Like if you hold me without hurting me
You'll be the first who ever did
There's things I wanna talk about
But better not to give
But if you hold me without hurting me
You'll be the first who ever did

Ah, ah, ah, ah, ah, ah
Hold me, love me, touch me, honey
Be the first who ever did
Ah, ah, ah, ah, ah, ah
Hold me, love me, touch me, honey
Be the first who ever did

Kerosene in my hands
You make me mad, on fire again
All the pills that you take
Violet, blue, green, red to keep me at arm's length don't work

There's things I wanna say to you
But I'll just let you live
Like if you hold me without hurting me
You'll be the first who ever did
There's things I wanna talk about
But better not to give
But if you hold me without hurting me
You'll be the first who ever did

Ah, ah, ah, ah, ah, ah
Hold me, love me, touch me, honey
Be the first who ever did
Ah, ah, ah, ah, ah, ah
Hold me, love me, touch me, honey
Be the first who ever did

There's things I wanna say to you
But I'll just let you live
Like if you hold me without hurting me
You'll be the first who ever did
There's things I wanna talk about
But better not to give
Like if you hold me without hurting me
You'll be the first who ever did"
4VxTzYm00mg82MuoT35Ja7,en,"Put her in Chanel
Put her in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
Say you love me, put me in Chanel

Turns out, I had you turned out
What's my mood? Try me, come find out
One more time, stop tryna read my mind
I'm not her, and she's not me, and you're not mine

(Bitch, I'm on the tenth floor, P) Lil' yеah with me
(Baby, I'm on DND) Please don't bothеr me
(AP, no VVs) Flawless diamond piece
(Yeah, you gotta make me freeze)
Reasons that you gotta

(Mm-mm) Put her in Chanel
(Mm-mm) Put her in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
Say you love me, put me in Chanel

I'm a big dog, baby, underdog, baby
Self-made bitch, yeah, you ain't upgrade me
Waistline crazy, mandem chase me
Say you wan' see me, where you gon' take me?

(Mm-mm) Put her in Chanel
(Mm-mm) Put her in Chanel
How you say you love me? You ain't put me in Chanel
Say you love me, put me in Chanel

Walkin', standing tall, but still fall for me
You comin' with baggage, it's costin' me
Still don't have it all, but give it all to me
Come and turn me on, boy, go off on me

(Bitch, I'm on the tenth floor, P) Lil' yeah with me
(Baby, I'm on DND) Please don't bother me
(AP, no VVs) Flawless diamond piece
(Yeah, you gotta make me freeze)
Reasons that you gotta
[Chorus: Tyla & 
Dougie F
]
(Mm-mm) 
Put her in Chanel
(Mm-mm) 
Put her in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
Say you love me, put me in Chanel

I'm a big dog, baby, underdog, baby
Self-made bitch, yeah, you ain't upgrade me
Waistline crazy, mandem chase me
Say you wan' see me, where you gon' take me?

(Mm-mm) Put her in Chanel
(Mm-mm) Put her in Chanel
How you say you love me? You ain't put me in Chanel
Say you love me, put me in Chanel

Put her in Chanel
Put her in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
Say you love me, put me in Chanel"
0VjIjW4GlUZAMYd2vXMi3b,en,"Yeah

I've been tryna call
I've been on my own for long enough
Maybe you can show me how to love, maybe
I'm goin' through withdrawals
You don't even have to do too much
You can turn me on with just a touch, baby

I look around and
Sin City's cold and empty (Oh)
No one's around to judge me (Oh)
I can't see clearly when you're gone

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch (Touch)
I said, ooh, I'm drowning in the night
Oh, when I'm like this, you're the one I trust
Hey, hey, hey

I'm running out of time
'Cause I can see the sun light up the sky
So I hit the road in overdrive, baby, oh

The city's cold and empty (Oh)
No one's around to judge me (Oh)
I can't see clearly when you're gone

And I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch (Touch)
I said, ooh, I'm drowning in the night
Oh, when I'm like this, you're the one I trust

I'm just coming back to let you know (Back to let you know)
I could never say it on the phone (Say it on the phone)
Will never let you go this time (Ooh)

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch (Touch)
Hey, hey, hey
Hey, hey, hey

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch"
0gucTLf7trAf37Ua1uAyAu,en,"Load up on guns, bring your friends
It's fun to lose and to pretend
She's over-bored and self-assured
Oh no, I know a dirty word

Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello

With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido, yeah

Hey, yay

I'm worse at what I do best
And for this gift, I feel blessed
Our little group has always been
And always will until the end

Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello

With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido, yeah

Hey, yay


And I forget just why I taste
Oh, yeah, I guess it makes me smile
I found it hard, it's hard to find
Oh, well, whatever, never mind

Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello

With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido

A denial, a denial
A denial, a denial
A denial, a denial
A denial, a denial
A denial"
5yvVYFDUpbnjcnRBgjwTzM,en,"Oh
Oh (Hahaha, hahaha)
(Check it out now)
(Hahaha)
(Mm)
(Dracula)
(
Ba-da-bing, ba-da-boom
)
(Dracula)

The morning light is turning blue, the feeling is bizarre (Bizarre)
The night is almost over, I still don't know where you are
The shadows, yeah, they keep me pretty like a movie star
Daylight makes me feel like Dracula (Dracula)

In the end, I hope it's you and me (You and me)
In the darkness, I would never leave (
Never leave
)
You won't ever see me in the light of day
It's far too late, the time has come

I'm on the verge of caving in, I run back to the dark (
To the dark
)
Now I'm Mr. Charisma, fuckin' Pablo Escobar
My friends are saying, ""Shut up, Jennie, just get in the car"" (Hahaha; Jennie)
I just wanna be right where you are (Oh, my love)

In the end, I hope it's you and me (You and me)
In the darkness, I would never leave (Never leave; I won't leave her)
We both saw this moment comin' from afar (Comin' from afar)
Now here we are (Here we are)

Run from the sunlight, Dracula
Run from the sunlight, Dracula
Run from the sunlight, Dracula (Run from the sun)
Isn't the view spectacular? (Dracula)

Hey, Kevin, what's up? (Haha)
Come pull up in my spot
Let's keep the night glowing, I don't ever wanna stop (Hahaha)
I'll never leave this floor, got me needin' more (
Oh)
Sky is turning blue, let it clear the smoke
Lip-stain on the rim, bass is 'bout to blow (
Oh
)
Sinking in my teeth, I buy time

But please, do you think about what it might mean? (
Mean
)
'Cause I dream about you in my sleep
Would you ever love someone like me, like me? (
Someone like me
; Oh)

In the end, I hope it's you and me (Oh, my love)
In the darkness, I would never leave
We both saw this moment comin' from afar (Comin' from afar)
Now here we are (Here we are)

So run from the sunlight, Dracula
So run from the sunlight, Dracula
Run from the sunlight, Dracula
Isn't the view spectacular?
So run from the sunlight, Dracula
Run from the sunlight, Dracula
Isn't the view spectacular? (Run from the sunlight, Dracula)
Run from the sunlight, Dracula (Run from the sunlight, Dracula)
Run from the sunlight, Dracula (Run from the sunlight, Dracula)
Isn't the view spectacular?"
73scB4Q4fcOmnsBVZPmk32,es,"What what?
We're ready to rule
summer started
Fire

What would have been?
If I had met you before
Surely, you would be dancing this one with me
Not as friends

But as something else
You nearby make me dangerous
For a kiss I'll do anything
His girlfriend makes me jealous and although she is beautiful
Hey!

He's not going to treat you like me
He's not going to kiss you like me
She is not as rich as I am
She is shy and I am not
With this desire that I have
I dare to eat both
Today you are hanging out with her
But, mmm, maybe not later

What would have been?
If I had met you before
Surely, you would be dancing this one with me
Not as friends, hey!
What would have been?
Oh, if I had met you before
Surely, you would be dancing this one with me
Not as friends, hey!

And I see you and I don't know how to act
Baby, to conquer you, give me the manual
I hope whatever it is, I'm not going to leave
I have faith that those little eyes will look at me one day
I marry you
My name sounds good with your last name
'Toy waiting for the first carelessness
To introduce you as my husband
I marry you
My name sounds good with your last name
'Toy waiting for the first carelessness
To introduce you as my husband
You haven't understood that

He's not going to treat you like me
He's not going to kiss you like me
She is not as rich as I am
She is shy and I am not
With this desire that I have
I dare to eat both
Today you are hanging out with her
But (Mmm) later maybe not

What would have been?
If I had met you before (Hey, how?)
Surely, you would be dancing this one with me
Not as friends, no, no, no

Hey, hey, hey, hey
(What would have been?)
(If I had met you before)
Armholes, armholes, armholes, armholes (Haha, ah)
Uh-uh-uh-uh
(What would have been?)
(If I had met you before)"
4QNpBfC0zvjKqPJcyqBy9W,ru,
7KA4W4McWYRpgf0fWsJZWB,es,"Okay, okay, okay, okay
Okay, okay, oh

You live in my dream state
You transfer my fantasy
I stay in reality
You live in my dream state
Every moment I count sheep
That's the only time we kiss, we kiss
You exist behind my eyelids, my eyelids
Now I don't want to wake up

Vision, vision, vision, perfect vision
Cupid gave me, Cupid gave me precision, I
I wonder if you look both ways
When you cross my mind, I said, I said
I'm sick, tired, sick, sick of chasing you
You are the person who is always running through my dreams, I
I can only see your face when I close my eyes

Can I have a kiss?
And can you make it last forever?
I said I'm about to go to war
And I don't know if I'll see you again
Can I have a kiss? (Can I?)
And can you make it last forever? (Can you?)
I said I'm about to go to war (About)
And I don't know if I'll see you again
(Ah, turn it on)

I said, okay, okay, okay, okie dokie, my infatuation
It's moving towards another form of what do you call it? (Love)
Oh yeah, oh yeah, oh yeah, I didn't know you
I've been searching, stop the wait before I stop the chase, like an alcoholic
You don't understand me, what the fuck do you mean?
It's those pink-tinted cheeks, yes, it's those earth-colored eyes
Iced tea with sugar and honey, bumblebee on the scene
Yeah, I'd give up a cake to get a piece of your foot
Yeugh!

Vision, vision, vision, perfect vision
Cupid gave me, Cupid gave me precision, I
I wonder if you look both ways
When you cross my mind, I said, I said
I'm sick, tired, sick, sick of chasing you
You are the person who is always running through my dreams, I
I can only see your face when I close my eyes (So)

Can I have a kiss? (Can I have a kiss?)
And can you make it last forever? (May it last forever)
I said I'm about to go to war (About to go to war)
And I don't know if I'll see you again (I'll see you again)
Can I have a kiss? (Can I?)
And can you make it last forever? (Can you?)
I said I'm about to go to war (About)
And I don't know if I'll see you again

Okay, okay, okay, okay
Okay, okay, okay, oh
La-la, la-la-la-la, la-la
La-la, la-la-la, la-la
Okay, okay, okay, okay
Okay, okay, okay, oh
La-la, la-la-la-la, la-la
La-la, la-la-la-la
One more time?"
5BZsQlgw21vDOAjoqkNgKb,en,"Throwin' petals like, ""Do you love me or not?""
Head is spinnin', and it don't know when to stop
'Cause you said, ""Forever,"" babe, did you mean it or not?
Hold on, hold on
You leave me on read, babe, but I still get the message
Instead of a line, it's three dots, but I can connect them
And if it ain't right, babe, you know I'll respect it
But if you need time, just take your time
Honey, I get it, I get it, I get it

Way you got me all in my head
Think I'd rather you in my bed
Whatever it is, you know I can take it
I'm countin' the days, how many days 'til I can see you again?

Blowin' kisses like, ""Will you catch 'em or not?""
I'm Cupid with arrows, babe, I'm just shootin' my shot, mm-mm
If I could get in, drop me a pin, hop in the— and come over
Don't wanna be friends, just skin-to-skin, I wanna get closer and closer and closer, uh

The way you got me all in my head
Think I'd rather you in my bed
Whatever it is, you know I can take it
I'm countin' the days, how many days 'til I can see you again?

You got me all, all, my love (All in my feelings, babe)
And you got me all, I've been all in my feelings
And you got me all, all weak in my knees every time (You got me all in my head, you got me all in my head, you got—)
‘Cause you got me all, all in my feelings (You got me all in my head, you got me all in my head, you got—)
Every time

The way you got me all in my head (You got me all in my head)
Think I'd rather you in my bed
Whatever it is, you know I can take it
I'm countin' the days, how many days 'til I can see you again?"
