rank,artist,title,region,spotify_uri
76,Daniel Caesar,Who Knows,Global,6DH13QYXK7lKkYHSU88N48
77,sombr,undressed,Global,0TFTAtCYhp2tQ9KcJIZb55
78,Bruno Mars,Why You Wanna Fight?,Global,3Ac4AjYkqsvop2ydbSAhTX
79,Addison Rae,Fame is a Gun,Global,7B3BwNecBhKvNwSMOOl7Gk
80,Herencia De Grandes,Ya Borracho,Global,4NyUIohBa3CEMGcXURYSOh
81,Linkin Park,In the End,Global,60a0Rd6pjrkxjPbaKzXjfq
82,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),Global,2HRgqmZQC0MC7GeNuDIXHN
83,Bruno Mars,Dance With Me,Global,1myZ6GQewhAzMH2dKtKSWK
84,Michael Jackson,Billie Jean,Global,7J1uxwnxfQLu4APicE5Rnj
85,Nadhif Basalamah,kota ini tak sama tanpamu,Global,13CwOTXUgBugeBByE9oIWb
86,Lord Huron,The Night We Met,Global,5yJaXWIErrrsjQ3J0eR5aK
87,"Peso Pluma, Tito Double P",daño,Global,136BeIIoBGrrU9fI1jbcDR
88,Bruno Mars,Just the Way You Are,Global,7BqBn9nzAq8spo5e7cZ0dJ
89,Neton Vega,Pvta Luna,Global,33MeEaRCeIQMSRyFTr5ZJU
90,Gracie Abrams,That’s So True,Global,7ne4VBA60CxGM75vw0EYad
91,"W Sound, Beéle, Ovy On The Drums",La Plena - W Sound 05,Global,6iOndD4OFo7GkaDypWQIou
92,The Marías,No One Noticed,Global,3siwsiaEoU4Kuuc9WKMUy5
93,BLACKPINK,Champion,Global,43BJVWcBzHRIDaQCg7abnX
94,"Peso Pluma, Tito Double P",7-3,Global,4lzo6zPM2paqyP8oBp3DOs
95,Don Toliver,Body,Global,0FlcmZ13DGRmscCroro9GO
96,Lenin Ramírez,Todo Lo Fue,Global,0Sa8aRfGckW0qUGLrBwoBG
97,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),Global,0FIDCNYYjNvPVimz5icugS
98,Coldplay,Viva La Vida,Global,1mea3bSkSGXuIRvnydlB5b
99,Lil Uzi Vert,What You Saying,Global,7cjoZVmWe2xsGR4wcXiV2v
100,Bruno Mars,On My Soul,Global,4i4BVY2JiH4mDSLIBdNGKD
101,Evanescence,Bring Me To Life,Global,0COqiPhxzoWICwFCS4eZcp
102,Bruno Mars,When I Was Your Man,Global,0B7wvvmu9EISAwZnOpjhNI
103,Empire Of The Sun,We Are The People,Global,3zEN0ii6s4DHHBpnTp3RP7
104,"Don Omar, Lucenzo",Danza Kuduro,Global,2a1o6ZejUi8U3wzzOtCOYw
105,Fuerza Regida,Marlboro Rojo,Global,3hpm0fTeSqlhJbnqAgaLZs
106,Tame Impala,The Less I Know The Better,Global,6K4t31amVTZDgR3sKmwUJJ
107,Olivia Dean,Nice To Each Other,Global,7gKxCvTDWwV9wBhdeBbr3l
108,Chappell Roan,"Good Luck, Babe!",Global,0WbMK4wrZ1wFSty9F7FCgu
109,Beéle,no tiene sentido,Global,1HEwEN64NjgTaHmo7LfkX8
110,Piche Kota,Bahagia Lagi,Global,5tZaKZPJtiHh6teQfVEHB5
111,Olivia Dean,A Couple Minutes,Global,312z6PZ8wwREck8613PkJk
112,Ed Sheeran,Shape of You,Global,7qiZfU4dY1lWllzX7mPBI3
113,"DJ Snake, Justin Bieber",Let Me Love You,Global,0lYBSQXN6rCTvUZvg9S0lU
114,The Script,The Man Who Can't Be Moved,Global,3nqqDo8CcCLke3ZoTgiOKf
115,Harry Styles,Aperture,Global,45Z3m6yazmAi4jZuW0tzW0
116,Zara Larsson,Midnight Sun,Global,1qRV1dKLOfH1s00b9J2LUQ
117,Lana Del Rey,Cinnamon Girl,Global,2mdEsXPu8ZmkHRRtAdC09e
118,Tyla,CHANEL,Global,4VxTzYm00mg82MuoT35Ja7
119,The Weeknd,Blinding Lights,Global,0VjIjW4GlUZAMYd2vXMi3b
120,Tame Impala,Dracula,Global,1NXbNEAcPvY5G1xvfN57aA
121,"Fuerza Regida, Grupo Frontera",COQUETA,Global,1PREzVLuDT6PSE9sej4wnV
122,Nirvana,Smells Like Teen Spirit,Global,0gucTLf7trAf37Ua1uAyAu
123,"Tame Impala, JENNIE",Dracula - JENNIE Remix,Global,5yvVYFDUpbnjcnRBgjwTzM
124,KAROL G,Si Antes Te Hubiera Conocido,Global,73scB4Q4fcOmnsBVZPmk32
125,"Pitbull, AFROJACK, Ne-Yo, Nayer",Give Me Everything (feat. Nayer),Global,4QNpBfC0zvjKqPJcyqBy9W
126,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Global,7KA4W4McWYRpgf0fWsJZWB
127,"Kendrick Lamar, SZA",luther (with sza),Global,2CGNAOSuO1MEFCbBRgUzjd
128,Don Toliver,No Pole,Global,0eaVIYo2zeOaGJeqZ5TwYz
129,Justin Bieber,DAISIES,Global,5BZsQlgw21vDOAjoqkNgKb
130,"Shakira, Wyclef Jean",Hips Don't Lie (feat. Wyclef Jean),Global,3d0WouFnFmr0K3kjeza3fF
131,Keane,Somewhere Only We Know,Global,0ll8uFnc0nANY35E0Lfxvg
132,Rihanna,Only Girl (In The World),Global,2ENexcMEMsYk0rVJigVD3i
133,Rihanna,Don't Stop The Music,Global,1Jo0Zg7XlrA6z0mFTZVdkn
134,"Omar Courtz, Ñengo Flow",FOREVER TU GANTEL,Global,1YAWMfsmduIrpqrjP45pFn
135,Kehlani,Folded,Global,0bxPRWprUVpQK0UFcddkrA
136,Eminem,Without Me,Global,7lQ8MOhq6IN2w8EYcFNSUk
137,OneRepublic,Counting Stars,Global,2tpWsVSb9UEmDRxAl1zhX1
138,TOTO,Africa,Global,2374M0fQpWi3dLnB54qaLX
139,Linkin Park,Numb,Global,2nLtzopw4rPReszdYBJU6h
140,Bad Bunny,KLOuFRENS,Global,4MUrUT38U98olfnyzMBCzm
141,Danny Ocean,Me Rehúso,Global,6ifUES3keWjwXgae8pXI3o
142,Lana Del Rey,Young And Beautiful,Global,2nMeu6UenVvwUktBCpLMK9
143,Ed Sheeran,Perfect,Global,0tgVpDi06FyKpA1z0VMD4v
144,Laufey,From The Start,Global,43iIQbw5hx986dUEZbr3eN
145,Idgitaf,Sedia Aku Sebelum Hujan,Global,64qfw9JZl3RYCrq4Mn0WvT
146,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),Global,22skzmqfdWrjJylampe0kt
147,EsDeeKid,4 Raws,Global,554qQSs9lpRVq6TlaaiIKT
148,Radiohead,Let Down,Global,2fuYa3Lx06QQJAm0MjztKr
149,Cigarettes After Sex,Apocalypse,Global,1oAwsWBovWRIp7qLMGPIet
150,JENNIE,like JENNIE,Global,0fK7ie6XwGxQTIkpFoWkd1
151,rihanna,We Found Love,Global,1zv3WFUbZ5vPxFq9I2jAU1
152,Sam Fender,Rein Me In,Global,0MUXBhPUDF8or0kfQ0EHwV
153,Creedence Clearwater Revival,Have You Ever Seen The Rain,Global,2LawezPeJhN4AWuSB0GtAU
154,BLACKPINK,Me and my,Global,5MXcM263QvCTWriH3nVusc
155,Justin Bieber,Sorry,Global,09CtPGIpYB4BrO8qb1RGsF
156,Bruno Mars,It Will Rain,Global,4rMNgxEwGWoPHIUcvB5BrB
157,Rihanna,Kiss It Better,Global,0UHB9METy4VCXNgkcGqHqS
158,Tom Odell,Another Love,Global,7jtQIBanIiJOMS6RyCx6jZ
159,"Peso Pluma, Tito Double P, LENCHO",chiclona,Global,5Q4HTsEGKanxOwL1nYCnhQ
160,Guns N' Roses,Sweet Child O' Mine,Global,7snQQk1zcKl8gZ92AnueZW
161,"The Chainsmokers, Halsey",Closer,Global,7BKLCZ1jbUBVqRi2FVlTVw
162,Tears For Fears,Everybody Wants To Rule The World,Global,2YiCMmONQcoMPX2bV1LxE0
163,Fleetwood Mac,The Chain - 2004 Remaster,Global,5e9TFTbltYBg2xThimr0rU
164,Ed Sheeran,Photograph,Global,6fxVffaTuwjgEk5h9QyRjy
165,"Tate McRae, F1 The Album",Just Keep Watching (From F1® The Movie),Global,2yWlGEgEfPot0lv3OAjuG3
166,"DJ Japa NK, MC Meno K, MC Ryan SP, Mc Jacaré, DJ DAVI DOGDOG",Posso Até Não Te Dar Flores,Global,4G7bbgD2DHORU4frrWoCXp
167,"Nelly Furtado, Timbaland",Promiscuous,Global,2gam98EZKrF9XuOkU13ApN
168,Lady Gaga,Poker Face,Global,1QV6tiMFM6fSOKOGLMHYYg
169,Bad Bunny,MONACO,Global,4MjDJD8cW7iVeWInc2Bdyj
170,"French Montana, Swae Lee",Unforgettable,Global,3B54sVLJ402zGa6Xm4YGNe
171,"Coolio, L.V.",Gangsta's Paradise,Global,1DIXPcTDzTj8ZMHt3PDt8p
172,Rihanna,Love On The Brain,Global,5oO3drDxtziYU2H1X23ZIp
173,Ariana Grande,we can't be friends (wait for your love),Global,51ZQ1vr10ffzbwIjDCwqm4
174,Bruno Mars,Something Serious,Global,0PV4VQCmE6Ujssr1bnswdF
175,Lana Del Rey,Summertime Sadness,Global,1FEiijYPJtyswChfcpv3p0
176,Taylor Swift,Style,Global,0ug5NqcwcFR2xrfTkc7k8e
177,Twenty One Pilots,Stressed Out,Global,3CRDbSIZ4r5MsZ0YwxuEkn
178,Hotel Ugly,Shut up My Moms Calling,Global,3hxIUxnT27p5WcmjGUXNwx
179,Linkin Park,Somewhere I Belong,Global,3fjmSxt0PskST13CSdBUFx
180,Tate McRae,Sports car,Global,5UJbgR4XF4y1DvbkxEqe8S
181,The Cure,Boys Don't Cry,Global,1QFh8OH1e78dGd3VyJZCAC
182,"Maroon 5, Wiz Khalifa",Payphone,Global,1XGmzt0PVuFgQYYnV2It7A
183,Coldplay,The Scientist,Global,75JFxkI2RXiU7L9VXzMkle
184,Hozier,Take Me To Church,Global,3dYD57lRAUcMHufyqn9GcI
185,Rels B,TU VAS SIN (fav),Global,6uiQ0DqbXTBc8tl0AUKZkR
186,Fuerza Regida,TU SANCHO,Global,6eLQXa6uk2EW8drsiKbABZ
187,Bruno Mars,Nothing Left,Global,0Sq6JK9kyC4MQa3KrJj5CB
188,Nirvana,Come As You Are,Global,5AEOqLsRJFAoSS4ay4Jzao
189,Rihanna,S&M,Global,7ySUcLPVX7KudhnmNcgY2D
190,"The Chainsmokers, Coldplay",Something Just Like This,Global,6RUKPb4LETWmmr3iAEQktW
191,Chappell Roan,Pink Pony Club,Global,6393yGahSJ9slVdOwSxOVR
192,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Global,0RiRZpuVRbi7oqRdSMwhQY
193,Rihanna,Breakin' Dishes,Global,5EcG8eMMlwkHRVa4aTR1qd
194,"Kanye West, Dwele",Flashing Lights,Global,5TRPicyLGbAF2LGBFbHGvO
195,a-ha,Take on Me,Global,04aigH9HRGebQZu1JAN6X1
196,Lola Young,Messy,Global,35ISBknsCeZQtq66xABI9g
197,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Global,54PbBpquVfhfrwRwvjSXbI
198,"Calvin Harris, Ellie Goulding",Outside (feat. Ellie Goulding),Global,7MmG8p0F9N3C4AXdK6o6Eb
199,Oasis,Wonderwall,Global,5qqabIl2vWzo9ApSC317sa
200,"ZXKAI, slxughter",NO BATIDÃO,Global,7vg9noSnFEyPfwLiaCW4vi
1,"V, Park Hyo Shin",Winter Ahead (with PARK HYO SHIN),Taiwan,7G7mSV4BebkoHWwKTDvXu9
2,BLACKPINK,GO,Taiwan,3FZPp9lBUvhsxFxKJi3VkB
3,Jin,Don’t Say You Love Me,Taiwan,27xkOIER6uDLKALIelHylZ
4,A-Lin,幸福在歌唱 - 電影《陽光女子合唱團》幸福版主題曲,Taiwan,3VHi5bCUek6XdiDmqqrirs
5,Jimin,Who,Taiwan,7tI8dRuH2Yc6RuoTjxo4dU
6,Crowd Lu,太陽與地球,Taiwan,0bQSWXtpau3VkNI1ZcXTQA
7,Pei-Yu Hung,再見的時候 - 電影〈陽光女子合唱團〉主題曲-再見版,Taiwan,3IBYp3fKyydZ5dDtirLY6P
8,Hearts2Hearts,RUDE!,Taiwan,0WA27lZzPKFJKAbiDRmQDc
9,IVE,BANG BANG,Taiwan,7pBE8YpFoZ9ankC2Ci5z9X
10,BLACKPINK,Champion,Taiwan,43BJVWcBzHRIDaQCg7abnX
11,Khalil Fong,特別的人,Taiwan,0VTzUEuHYD8s7CgQ15cDPo
12,BLACKPINK,JUMP,Taiwan,5H1sKFMzDeMtXwND3V6hRY
13,V,Slow Dancing,Taiwan,5h1BN75CEh8wdSwE1xrbSe
14,Patrick Brasca,單程票,Taiwan,3woBOD3Ldh81fAwpsnD8yC
15,"Top Barry, INDEcompany",一半一半,Taiwan,21x0N6lu6D9kO8rVtTU3mH
16,V,Love Me Again,Taiwan,2N0SPREDYqILVEFSsWF5N5
17,HWASA,Good Goodbye,Taiwan,3cLXrotzCjYCkN73PewALM
18,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,Taiwan,1CPZ5BxNNd0n0nF4Orb9JS
19,Evangeline Wong,離開我的依賴,Taiwan,23WLgtD54AeluEPRr5muHo
20,BLACKPINK,Fxxxboy,Taiwan,7m0duH1vdTNxM2g8BLfR0F
21,IVE,BLACKHOLE,Taiwan,2ytQFMxdreEFPPZTtyDdqM
22,黃奇斌,若無你我欲去佗位,Taiwan,76EfpqmO6JUL2TTR1SIGwz
23,"Patrick Brasca, mac ova seas",左轉燈 (1000 Times+1),Taiwan,4UwZyC0wEV6XDEAr9kaQhi
24,Jay Chou,擱淺,Taiwan,0cOMncRq4cmDLO4tPQnkBF
25,BLACKPINK,Me and my,Taiwan,5MXcM263QvCTWriH3nVusc
26,KiiiKiii,404 (New Era),Taiwan,24rDDbSlFY9OHrlJb48CRh
27,Bestards,離開的一路上,Taiwan,1NoDTQhJsrd5rnpb6PQthK
28,Crowd Lu,一夜一夜一夜,Taiwan,3wofqqt5YJWdhLI9IFaX39
29,JENNIE,like JENNIE,Taiwan,0fK7ie6XwGxQTIkpFoWkd1
30,Crowd Lu,幾分之幾 - 電影<花甲大人轉男孩>主題曲,Taiwan,4F7ZAsndEIJXyFzJUHNlRu
31,"i-dle, skaiwater",Mono (feat. skaiwater),Taiwan,3VxmXJ4FdtbWI27p3Gx4Wh
32,EggPlantEgg,閣愛妳一擺,Taiwan,4Zwn8WxD61diTwqv9hyTQA
33,Stefanie Sun,遇見,Taiwan,3xJK8ywApYVEYIDhymYMC6
34,CORTIS,GO!,Taiwan,6OWWZtNQORY1McaZmOrwhc
35,Stefanie Sun,我懷念的,Taiwan,7z2M7DsEjZjwXBkWG3zd21
36,ROSÉ,toxic till the end,Taiwan,1z5ebC9238uGoBgzYyvGpQ
37,BABYMONSTER,PSYCHO,Taiwan,491ca80N1C63tpoLvAsLKb
38,Khalil Fong,愛愛愛,Taiwan,59lBAMCis4C6NsPdUV35Vz
39,"LE SSERAFIM, j-hope",SPAGHETTI,Taiwan,2N9miXnewVmUrgl6JSK1FI
40,"Patrick Brasca, 陳華",你沒等我去的舊金山,Taiwan,1aNVW0fujBVx7JTorTO1jn
41,Bestards,不是因為天氣晴朗才愛你,Taiwan,2VEt42QSQxILgEf9B50xxm
42,aespa,Whiplash,Taiwan,7Cnpb1vBbC46RgVyyKLH7p
43,Amazing Show,愛情的大壞蛋,Taiwan,5HVq8nS0pbM6G7YK8M7DY4
44,Jay Chou,晴天,Taiwan,5pIcwtJYNJx93l420oR2Vm
45,A-Mei Chang,連名帶姓,Taiwan,3LlQoKvVnkVvq3KC8anUn8
46,陳粒,小半,Taiwan,3QxWTqyIT4O9bokIZlNDpo
47,BABYMONSTER,WE GO UP,Taiwan,1tonXoW6dcb7GGNpec3PTl
48,"Jay Chou, Lara Liang",珊瑚海,Taiwan,3Qj9Fy8BPbWmICTiNkuqB7
49,Pets Tseng,一個人想著一個人,Taiwan,3n3zzFH7zzO0gJNaw4RKSm
50,ILLIT,NOT CUTE ANYMORE,Taiwan,1k0JAiH11gHL9dc5dfQjQr
51,张远,看着我的眼睛说,Taiwan,7d6eShN6yVeR4Y2Md9uCA4
52,Stefanie Sun,開始懂了,Taiwan,68tZwwRuo9ip5gRQFG1XWF
53,David Tao,愛我還是他,Taiwan,13bw75oRjvxMv9VGIeM32i
54,LBI利比,Jumping Machine (跳楼机),Taiwan,1XZE0InCx3SdCnLpVsPpZl
55,Bruno Mars,Risk It All,Taiwan,5y2ijHECwFYWqcAHKTZgzD
56,JOLIN,布拉格廣場 - JOLIN Version/ 星宇航空布拉格開航主題曲,Taiwan,0HnESxAFR5lTHioAlI7wo3
57,EggPlantEgg,浪流連,Taiwan,1IS0WFyiVpwsATeSzjEvpI
58,Sam Lee,痴心絕對,Taiwan,0D0n4q2o54VTOmDJdL6ikY
59,Djo,End of Beginning,Taiwan,3qhlB30KknSejmIvZZLjOD
60,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,Taiwan,1DwscornXpj8fmOmYVlqZt
61,EggPlantEgg,愛情你比我想的閣較偉大 (《當男人戀愛時》電影主題曲),Taiwan,6m2I6ZyWRkxjBrrLVQILfl
62,"Firdhaus, DIOR 大穎",在加納共和國離婚,Taiwan,6GyUt7yJ0sOktc5HjvVnFh
63,icyball 冰球樂團,不在乎,Taiwan,1t2mpO9GpLjRHDDX6SFWRn
64,Jay Chou,楓,Taiwan,1pALOIA4ytESmhl7Fxjdic
65,"马也_Crabbit, Cole先生",海屿你,Taiwan,6UO9nrihAk6sFGvVHDVTz8
66,艾薇 Ivy,天使借的溫柔,Taiwan,3ITUmRLMjxf3ZqCPSDD2gk
67,Taylor Swift,The Fate of Ophelia,Taiwan,53iuhJlwXhSER5J2IYYv1W
68,LNGSHOT,Moonwalkin',Taiwan,46V2ciN6F5bxjQWityNhkY
69,"ROSÉ, Bruno Mars",APT.,Taiwan,4wJ5Qq0jBN4ajy7ouZIV1c
70,G.E.M.,多遠都要在一起,Taiwan,55d0jw269HE9pbOt5ntCo8
71,Joker Xue,演员,Taiwan,5Sib99jpYybZAicUMETb3h
72,张远,嘉賓,Taiwan,5jAmIkIpskwu2hRz2YaEHi
73,CORTIS,FaSHioN,Taiwan,4ecdsGz3Hg6TKPwQ0ZOdJz
74,Taylor Swift,Opalite,Taiwan,3yWuTOYDztXjZxdE2cIRUa
75,A-Mei Chang,人質,Taiwan,6OAUhxFZzaRHHC8XiuIkvb
76,sombr,back to friends,Taiwan,7qjZnBKE73H4Oxkopwulqe
77,BABYMONSTER,DRIP,Taiwan,1MUZitHRpmng5NevrvNx4T
78,Richael Liu,两三句,Taiwan,0BkBM5rY934yzHViRhd8Em
79,Olivia Dean,So Easy (To Fall In Love),Taiwan,6sGIMrtIzQjdzNndVxe397
80,"Jay Chou, A-Mei Chang",不該,Taiwan,5miH0BWhRVTvHAwmnoeyXH
81,Sam Lee,手放開,Taiwan,2Dd9EXYXI2NNrLG61OtWQv
82,Kenshi Yonezu,IRIS OUT,Taiwan,59hVbgr8rfYkDbHfr8RcGI
83,CORTIS,"Mention Me - From The Movie ""GOAT""",Taiwan,3f0OEJd7mlPNhmH3fUOrqy
84,F.I.R.,月牙灣,Taiwan,1b5IRT3iraxjHOsKZx93sW
85,"Lady Gaga, Bruno Mars",Die With A Smile,Taiwan,7so0lgd0zP2Sbgs2d7a1SZ
86,ILLIT,Magnetic,Taiwan,1aKvZDoLGkNMxoRYgkckZG
87,PIZZALI,做我的初戀,Taiwan,4flk8ZgDFry6o2t0SdKsnB
88,ROSÉ,number one girl,Taiwan,1lcBt7LoEikqYmhUoa2cez
89,A-Lin,給我一個理由忘記,Taiwan,2DcmVSLAg0ZzfOQxDshZHY
90,David Tao,就是愛妳,Taiwan,73eCSQ1DxQbaOnzy8PhKx3
91,Joker Xue,其实,Taiwan,6Mmdzst5fLkrKjhdkGhLpe
92,DIOR 大穎,人的這一生,Taiwan,2Jox8DFhnUpJZJWLsVAsAR
93,Hearts2Hearts,FOCUS,Taiwan,6jYiHr12NVKLzn0X7K8aSK
94,Silence Wang,像晴天像雨天（电视剧《难哄》心动曲）,Taiwan,1zFuSla4RQ5qAJwDIQYixW
95,Amazing Show,偷偷愛,Taiwan,0L7R4dmkwk46DEZgqx1fF7
96,"Disney, Shakira",Zoo,Taiwan,3vJIaiTIHxHhYafTSPNiH4
97,Fish Leong,慢冷,Taiwan,3NNDJfWMGHuNpvHWTImmlW
98,WeiBird,"如果可以 - 電影""月老""主題曲",Taiwan,72OVnXDzugvrCU25lMi9au
99,Ronghao Li,"不將就 (電影""何以笙簫默""片尾曲)",Taiwan,5DH8nF7aWoXXg5Sm3gjCWD
100,aespa,Rich Man,Taiwan,1sUjTLLCJzcxC15GUBrOlg
101,F.I.R.,我們的愛,Taiwan,0Q4YuuiCuxIIKUw2fb1cmV
102,Crowd Lu,愚人節快樂,Taiwan,3bQeHxH1x4pVUfsRpuLAlH
103,JOLIN,妥協,Taiwan,0m1cI6aV1jq537JamnL592
104,李浩瑋 Howard Lee,無垢,Taiwan,08VBl78Lgs7VIEzCL1Btyv
105,"JISOO, ZAYN",EYES CLOSED (with ZAYN),Taiwan,4WFfPxJv1KRekG6mxn837K
106,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),Taiwan,2HRgqmZQC0MC7GeNuDIXHN
107,Andrew Tan,天后,Taiwan,4D0KlK4Fl8lotvsoys1bYQ
108,TWS,OVERDRIVE,Taiwan,5qAfVxNUxjrELshgTpWxLf
109,Billie Eilish,BIRDS OF A FEATHER,Taiwan,6dOtVTDdiauQNBQEDOtlAB
110,Wu Bai,淚橋,Taiwan,0NAcDn6U2GB2Arhspmh38S
111,"G-DRAGON, TAEYANG, DAESUNG",HOME SWEET HOME (feat. TAEYANG & DAESUNG),Taiwan,5doooVlMVRZztQbySqARMI
112,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Taiwan,567e29TDzLwZwfDuEpGTwo
113,TWICE,THIS IS FOR,Taiwan,18AMT576rBlQFMzUTS7WBa
114,高爾宣 OSN,Without You,Taiwan,0KWnRv3wxjltYVB3MqjNd2
115,A-Mei Chang,如果你也聽說,Taiwan,2JH8WubSk2IWYUDBUguSQv
116,NMIXX,Blue Valentine,Taiwan,4i0HNuFEH6P6K4UnsY5uUh
117,A-Lin,失戀無罪,Taiwan,2s96YKKpfBUbQP3lJuhkfX
118,G.E.M.,泡沫,Taiwan,2IfSPLPDW6RGosdB5huwAA
119,Jay Chou,七里香,Taiwan,57w29bSwdIZ6gr6xXOqwc1
120,Bruno Mars,I Just Might,Taiwan,6f68Ac5tt5BQOpwr0BV9oN
121,Eric Chou,怎麼了,Taiwan,5cU1O9P0EDA0rPkPDykhIm
122,Leehom Wang,愛錯,Taiwan,4vdX5mQE0oXkflFqsqQkUP
123,BABYMONSTER,Really Like You,Taiwan,5xqM1HOndjxfH7NmyD8SVS
124,"艾薇 Ivy, 吳霏",我受夠了,Taiwan,3w71TlXbEeZeZcI7BtHy2G
125,EggPlantEgg,浪子回頭,Taiwan,301mxTHzMyFOVUXl6U22sf
126,"高爾宣 OSN, Patrick Brasca",Hold On,Taiwan,580BvW3DyUNoYFgQgoD2GI
127,Juice Boy,一萬公里外的你,Taiwan,6FIhcAp2lj45eFlUkTriAr
128,A-Mei Chang,掉了,Taiwan,4yLirljV93Y0vIoERjeTv5
129,"The Chainsmokers, Halsey",Closer,Taiwan,7BKLCZ1jbUBVqRi2FVlTVw
130,"Kenshi Yonezu, Hikaru Utada",JANE DOE,Taiwan,4oE7MyJhqSD3BaHRpNs8Nl
131,"ROSÉ, F1 The Album",Messy (From F1® The Movie),Taiwan,6Wobsw9uZ0D0xkfOjxXSq9
132,Stefanie Sun,雨天,Taiwan,5tZbcQ5PYID0xB0VNblmrK
133,玖壹壹,下輩子,Taiwan,73Ijz3vN9KP1W5qrfNeWMI
134,Amazing Show,捲菸,Taiwan,7ks6KrwN2DKhEm06X85qEK
135,TWICE,What is Love?,Taiwan,5Ek40FyMPprcvtyZDjqylX
136,Stefanie Sun,我不難過,Taiwan,4XrWar13kLO1jr535AzKrQ
137,Jay Chou,說好的幸福呢,Taiwan,4OoExItZJ0jePoCZDbHx4t
138,IVE,XOXZ,Taiwan,2c6xH9usslUoHnOzsRhpcP
139,Crowd Lu,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Taiwan,3OC84eKMxRJ4x0Hcwl9i4i
140,en王翊恩,嚣张,Taiwan,1vfUASvUGt3gxQ1x3T3u1C
141,831,想見你想見你想見你 - 電視劇《想見你》片尾曲,Taiwan,69zgyr5HVKdInjeKpq1qHa
142,ALLDAY PROJECT,ONE MORE TIME,Taiwan,7FyKqLLICVzwBiAUtbVYUW
143,"The Chainsmokers, Coldplay",Something Just Like This,Taiwan,6RUKPb4LETWmmr3iAEQktW
144,Zhang Zhen Yue,愛我別走,Taiwan,2fc2vUA5H3mTAr9rQoBDKt
145,Jay Chou,一路向北,Taiwan,7KoqEF76fGnDYdxTSHLxcm
146,Bruno Mars,That's What I Like,Taiwan,0KKkJNfGyhkQ5aFogxQAPU
147,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast",Soda Pop,Taiwan,02sy7FAs8dkDNYsHp4Ul3f
148,Olivia Dean,Man I Need,Taiwan,1qbmS6ep2hbBRaEZFpn7BX
149,"阿涵, Ayo97",感谢你曾来过,Taiwan,1JLtvvPsHwLyd2ufASdkWV
150,Khalil Fong,紅豆,Taiwan,5TkQbhQm9BXONk2agDo4w9
151,IVE,Odd (GAEUL Solo),Taiwan,2dl3pNKU8pr0fcI4XrKcGF
152,David Tao,"愛, 很簡單",Taiwan,3OXHwY8gI2QUh0QliXBwrI
153,菲菲公主,第57次取消发送,Taiwan,2xYrGeWUjwGvB0KMAfUFSd
154,Cheer Chen,太聰明,Taiwan,4DCB1S7G6SmH9qlDpEVIzP
155,頑童Mj116,SPOTLIGHT,Taiwan,4IazYww9msi3dR81d9itO7
156,艾薇 Ivy,失重前幸福,Taiwan,3SJgTyb8a7z66suw0kBZ0T
157,Rainie Yang,雨愛,Taiwan,553GNiNqcudWfsF55RBDqz
158,CORTIS,JoyRide,Taiwan,6T17ZI0glfM2IGLdUwtnLK
159,JENNIE,Mantra,Taiwan,1kUyOJb3fzUo8r0OCz5SQk
160,Shi Shi,少一點天份,Taiwan,7lCLZlVt6g4ifoHXpXEHZm
161,Amazing Show,心悶,Taiwan,5PpuqQ7vLG2e66SUpjUVYg
162,陈村长,爱怎么了,Taiwan,0c9gjnRGBRke9VmLaZWmhM
163,ZQS,这是你期盼的长大吗,Taiwan,3AKYofM0vFekNthGbpjMpN
164,Hearts2Hearts,STYLE,Taiwan,5EoV2HmAlkqN1XvsIjOBZZ
165,"Kendrick Lamar, SZA",luther (with sza),Taiwan,2CGNAOSuO1MEFCbBRgUzjd
166,Rene Liu,後來,Taiwan,2wzXhxWPX0aODraKNXoJYY
167,sodagreen,小情歌,Taiwan,4FhJ7YSRxATHnaRg4nGs6t
168,Ricky Hsiao,末班車,Taiwan,4oELKeBS6hWwN3CTuN6acA
169,"Marz23, Faye 詹雯婷",不簡單的歌 (feat. Faye 詹雯婷),Taiwan,77Y69dj99sTYGAWule3nz8
170,WOODZ,Drowning,Taiwan,4xeugB5MqWh0jwvXZPxahq
171,芒果醬 Mango Jump,我喜歡你,Taiwan,6FpUCVpLvO0QXwsovSfWEa
172,JOLIN,倒帶,Taiwan,4XipvtwRgtUrGb2j2l0wNG
173,Eason Chan,淘汰,Taiwan,5sYtvIl1mx9QuIgwC6FDU1
174,黃小琥,沒那麽簡單,Taiwan,4xZIMRwaaBx7CZMmM6KLuh
