artist,title,spotify_uri,original_lang,lyrics_in_en,length,translation_review_required
Arcángel,Hace Mucho Tiempo,0a6ogDrZBvYgDjILgsQVaJ,es,"Uh, uh-uh-uh
Uh, uh-uh-uh, uh, uh

I have wanted to meet you for a long time (Yes)
Look, they have spoken to me well about you
I saw you so much in my dreams that I already want to have you
Alone, exclusive for me (-siva for me)
I have wanted to meet you for a long time
Look, they've spoken to me well about you (Aha)
I saw you so much in my dreams that I already want to have you (Baby; have you)

Red wine, sea water
On the coast of Norway, an aurora borealis
Phenomenon in the sky difficult not to look at
That's how she is, wonderfully beautiful
A history of beauty as a monument in Greece
Classic as Venice canal
Fine, distinguished by its elegance
In her eyes you can see glamor in abundance
She has what others lack
She is one of those women who stands out
And if I don't have her
I want someone like her who gives me affection

I have wanted to meet you for a long time (Yes)
Look, they have spoken to me well about you
I saw you so much in my dreams that I already want to have you
Alone, exclusive for me (-siva for me)
I have wanted to meet you for a long time
Look, they've spoken to me well about you (Aha)
I saw you so much in my dreams that I already want to have you (Baby; have you)

And I gently feel that your body consumes
Slowly like smoke
You arrived precisely, mom, at the right time.
Like hot chocolate for breakfast (Aha)
Like the sun when it rises in the morning
And its rays penetrating your window
From afar I feel your immense affection
From afar I feel your intense heat, prra
You are valuable like gold in a mine
Hard as the Great Wall of China
I've never seen you, mommy, but I know you
I know because when I dream I see your face, baby

I have wanted to meet you for a long time (Yes)
Look, they have spoken to me well about you
I saw you so much in my dreams that I already want to have you
Alone, exclusive for me (-siva for me)
I have wanted to meet you for a long time
Look, they've spoken to me well about you (Aha)
I saw you so much in my dreams that I already want to have you (Baby; have you)

Yep, now yes, well done
I am and will continue to be ""The Wonder""
The Marash (Ark)
Sentiment, Elegance and Evil",2053,False
"Kendrick Lamar, Lefty Gunplay",tv off (feat. lefty gunplay),0aB0v4027ukVziUGwVGYpG,tr,"A black Grand National was all I wanted
Give 'em what they want, fuck being sensible

It's not enough (Ayy)
A few solid dudes left, but not enough
A few truly loyal women, but not enough
You say I'm older than you, but it's not enough (Huh)
I'm shitting in their mouth, yeah, someone's gotta do it
I'm gonna make them crazy, yeah, someone's gotta do it
I get that G-pass, fuck, watch a man do it
Huh, we survived the streets, it's all thanks to music, what the hell?

They say, ""What is he after?""
This is Alpha and Omega, bastard, welcome home
This is not a song
It's a revelation, showing how to destroy the guy
You need a man, baby, I don't understand, baby
I can pay your bills and make you feel safe, baby
If you need fixing I'll teach you right, that's the plan, baby
Don't leave your life in the hands of these corrupt bastards, baby (Woah)

It's not enough (Ayy)
A few solid dudes left, but not enough
A few truly loyal women, but not enough
You say I'm older than you, but it's not enough (Huh)
I'm shitting in their mouth, yeah, someone's gotta do it
I'm gonna make them crazy, yeah, someone's gotta do it
I get that G-pass, fuck, watch a man do it
Huh, we survived the streets, it's all thanks to music, what the hell?

Hey, turn off the TV
This isn't your type of work, is it? Don't get involved then
Hey, what, huh, how many should I send? Send them all
Take a risk or take a pill, you know I'd do anything for my dog
Who are you with? A few sergeants and lieutenants for revenge
This revolution was televised, I dealt with nonsense
Hey, young man, pull yourself together, yeah, I'm serious
Hey, if they cross the line, you'll be scared, I did it
Hey, what the hell, though?
I hate a whore who hates a whore and they're both bad
I hate these men who hate these men and they're both poor
If you didn't come for money, what did you come for?
This guy thinks he's something because he's known me since childhood.
Bastard, I'll even erase my grandma if she crosses me, hm
Big mouth but small thoughts
Send it to the moon, that's just what I feel, I'm screaming

It's not enough (Ayy)
A few solid dudes left, but not enough
A few truly loyal women, but not enough
You say you're older than you, but it's not enough


huh
Huh, huh
Hey
Hey (Mustard on the beat, ho)

Mustard
Guys are raving, but someone's gotta do it
My foot's on the gas, but someone's gotta do it
Huh, turn that TV off, turn that TV off
Huh, turn that TV off, turn that TV off
Huh, turn that TV off, turn that TV off
Huh, turn that TV off, turn that TV off

There ain't no more kings in this rap business, like brothers
There's nothing but my children, one shot, they're gone
I'm in a city with a flag, I'm thrown around like pass interference
Padlock around the building
Bump, I'm coming in a civilian car to play tag
As if we were creditors
So when I made it I got fifty grand from a show
I teach guys how to hold the end of the rope without hanging from it.
I'm a seer, what I see is what they talk about
It's only good for not blushing, we've seen the cosmetics.
How many heads do I need to buy to level up?
Hurry up and muscle-up, our exercise is plyometric
By Nikarana luxury, when I reach the highest metric 
The city couldn't be sweeter, you could die, I bet
Their mouths are full of lies, let these cowards tell them
L.A. I came to New Orleans with manners, I'm shouting

Mustard (Oh, man)
Guys are raving, but someone's gotta do it
My foot's on the gas, but someone's gotta do it
Huh, turn that TV off, turn that TV off
Huh, turn that TV off, turn that TV off
Huh, turn that TV off, turn that TV off
Huh, turn that TV off, turn that TV off

Things get crazy, scary, scary, funny
Crazy, scary, spooky, funny
Things get crazy, scary, scary, funny
Crazy, scary, spooky, funny
Things get crazy, scary, scary, funny
Crazy, scary, spooky, funny
Things get crazy, scary, scary, funny
Crazy, scary, spooky, funny",4112,False
"王赫野, 姚晓棠",最后一页 - Live,0ahuxmprOO8tfKpG5Sgkt2,unknown,,0,False
Plan B,Fronteo,0AXKoQuC2NQ8S2QRF0Gu02,es,"Your guille mommy, that's what kills me
You stand out above the rest
Your shine when it comes out dull
They want to compete with you and they don't give it
(They want to compete with you and they don't give it)

That border looks good on you
You look skinny everything he puts on you
All your women get jealous
You cause envy on the street when they see you
Well around here no one has your bearing
And your way of wrapping men'
They throw me looking for someone to fall in love with
But no one can surprise this kitten

That border looks good on you
A- You have left—
A- A- That border looks good on you
A- You have left—

On Instagram he puts a photo
And the men are crazy
Picu'a, I like your message very frontu'a
With little clothing posing almost naked
You enjoy seeing how they make advances to you
Piquetu'a, I just want to see if you act'
You fall in love but it almost never lasts
You suit me because you also make a bill' (Ha, ha, ha)
I know that you are looking for someone who is at your level
May it have foundation, may it always be attentive
Ghetto style, numbers expert
Let him live producing at a high volume
Owner of your dreams, owner of your actions

That border looks good on you
You look skinny everything he puts on you
All your women get jealous
You cause envy on the street when they see you
Well around here no one has your bearing
And your way of wrapping men'
They throw me looking for someone to fall in love with
But no one can surprise this kitten

They are pulling you, searching
But you send them away and pay no attention
Ignore, you flee from failure
They got no movie, no money, no rank
They have no style, no fronteo, no side
They envy me because what's yours and mine is from a while ago
You like to see, mommy, how I kill him
You are good but you like bad kids'
Today everything is priced, always looking very expensive
Your clothes, your garment, your life in the stores
Time for your body, someone fixes your hair
With a picket on your bus and the guards stop you
But they don't give you a fine because by talking you'll earn them'
On the way to the beach with the girls
They are the most who drink and do not get drunk
They are the most they pretend, they are the heaviest'
Showing off the new

That border looks good on you
You look skinny everything he puts on you
All your women get jealous
You cause envy on the street when they see you
Well around here no one has your bearing
And your way of wrapping men'
They throw me looking for someone to fall in love with
But no one can surprise this kitten

Chencho and Maldy (Aha)
On the Tainy track (Su)
Plan B is Plan B
Because nothing has changed
The street remains the same (So)
The Society (Hey)
Pina Records (Uh-huh)
Duran the Coach
Love & Sex",2567,False
SPITZ,楓,0b7IBgZjedM53ufZV4f4CL,ja,"I won't forget you, even if time passes
naughty interactions
Even the thorns in my heart, as long as you smile
It was small and rounded

From the hole we looked into one after the other
What were you looking at?
I can't make it come true alone
I had a dream too

Goodbye, I'll hold your voice and walk away
Ah, just as I am, how far will I reach?

I was looking for you until the day I met you
Words that are nostalgic now
On the other side of the glass is a cloud of polka dots
Until that day when it was a mess

I feel like I'll be blown away by the wind
With light energy
Have the same happiness as others
I believed it

Even if I get hurt or hurt someone from now on,
Ah, I wonder how far I'll reach just the way I am

The season is so long that it blinks
The names we call each other begin to echo
Can you hear it?


Goodbye, I'll hold your voice and walk away
Ah, just as I am, how far will I reach?
Ah, I'll walk holding your voice
Ah, just as I am, how far will I reach?
Oh your voice...",398,False
Bruno Mars,When I Was Your Man,0B7wvvmu9EISAwZnOpjhNI,en,,1525,False
"Don Omar, Plan B",Hooka,0BenZn1xELuxhb7Pjwyjxv,es,"Hookah!
Plo-plo-plo-plo-plo
The Orphanage!
Okay, Chencho and Maldy
Plan B
Pina Records
The King
Don
The King
House of Pleasure

Mari lets herself be kissed around the neck (Hahaha)
As he likes it, he brought his half-sister (Eliel)
His half-sister Juana is crazy in the head
Juana dances, smokes, kisses, the dembow turns Mari and Juana on (""He Who Talks with The Hands""; hookah!)
Mari lets herself be kissed around the neck
As he likes it, he brought his half-sister (The Orphanage)
His half-sister Juana is crazy in the head
Juana dances, smokes, kisses, the dembow turns Mari and Juana on

Mari and her tight skirt (So?), she is alone in the flow
Dancing on top of a dembow table
I eat it alone, tame, it steals the show
While the DJ puts a d-d-d-bow, d-d-bow (D-D-D-D)
Quiet kitten, the show started
With what makes you rich, waist in action
Let the rhythm 'the DJ raise your pressure
To lower the tension, give yourself two shots of a blunt (Don!)
Give it a light, it goes on top, it doesn't go away
I have the B12 that your body needs
I have the puree that your mouth requests
She has me crazy, crazy, because I make her crazy
If I caress it upstairs, downstairs it touches itself (Okay)
I confess the vice I have for her little skirt (Chencho)
Addicted to her kisses, the touch of her waist
For her I am her priest, she is my band-aid
We're going to fire where the body allows it
I hit the wall, the dark and it excites me (Haha)
I hit it harder because ""hard, da!"" yells at me
I just run it or it deserves it (Hey)

Mari lets herself be kissed around the neck
Because he likes it, he brought his half-sister
His half-sister Juana is crazy in the head
Juana dances, smokes, kisses, the dembow turns Mari and Juana on (Plan B!)
Mari lets herself be kissed around the neck (Don, Don!)
Because he likes it, he brought his half-sister (Plan B!)
His half-sister Juana is crazy in the head
Juana dances, smokes, kisses, the dembow turns Mari and Juana on (D-D-D-D)

Come on, let the smoke reach your head
And combine it with beer (Don!)
Juana alone searches for her prey
And seduces him with skill

I want to kiss her neck, dance, make love to her
I want to fall into your game of seduction
Juana catches fire when I hit her
When I caress her dancing reggaeton (Maldy)
I want to take her home and have a threesome
In my crazy room, in my bed freedom
A little 'e whiskey, a picky, a zeta of krippy
And give him all night so he can wake up happy (Don, Don)

She is my mom because she says: ""I am her daddy""
I want a little song of that' that she gives for free
I want to see your body dancing to a DJ slow dance
Mari snatches me away and she is all guille (Plan B!)
And I'll make a story on her Victoria when I catch her
María is a gun, she likes to be hammered
You have another pink thing, look for it to be raked
They drink, smoke weed and live like hell

Mari lets herself be kissed around the neck
Because he likes it, he brought his half-sister
His half-sister Juana is crazy in the head
Juana dances, smokes, kisses, the dembow turns Mari and Juana on
Mari lets herself be kissed around the neck (The King)
Because he likes it, he brought his half-sister (Plan B)
His half-sister Juana is crazy in the head (Pina Records)
Juana dances, smokes, kisses, the dembow turns Mari and Juana on

You know'
'I've been killing
That's how it is
Pina Records
Chen-Chen-Chencho, Maldy
Don, Don, Don, Don Omar
Chencho, Maldy
Don Omar
Chencho, Maldy
The King
Don, Don!
Raphy, they tell me that they are looking for the formula
And we have it'
Simple, don't you realize?
D-D-D, D-D-D
DJ Eliel, they are not going to remix this one
DO! (Hahahaha)
""He Who Talks with His Hands""
Do you know who I am?
Chencho and Maldy
The Orphanage, idiot
Hahahahaha",3686,False
Richael Liu,两三句,0BkBM5rY934yzHViRhd8Em,unknown,,0,False
Crowd Lu,太陽與地球,0bQSWXtpau3VkNI1ZcXTQA,zh,"想守護你所有
回應你包容的溫柔
想用盡一生 陪在你左右是我
曙光和暮暉的夢

短暫如煙火 在懷裡墜落
Running towards the starry sky but unable to reach my heart
有什麼理由 必須要我放手

誰要我們的心 遙遠得像太陽與地球
怎會走到最後 你愛著我卻不屬於我
誰要時間奔走 只能照耀再不能觸碰
最靠近的我們 怎麼繞著繞著就錯過

在偌大銀河中
沒想過像流星交錯
該怎麼原諒讓你哭的人是我
抱歉沒有機會說

最渴望的夢 是你在等我
轟烈在星空 消散在心中
最難忘的人 是永恆地錯過

誰要我們的心 遙遠得像太陽與地球
怎會走到最後 你愛著我卻不屬於我
誰要時間奔走 只能照耀再不能觸碰
最靠近的我們  怎麼繞著繞著各自走

人總要狠狠痛過
才懂我要什麼
捨不得你不再快樂
如果悲傷請你留給我

原來我們的心  頑固地像太陽與地球
以為徹底分開 徹底放手 不曾離開過
我們只是錯過  誰都沒錯都努力愛過
最遙遠的我們  別回頭往幸福一直走",434,False
Number_i,GOD_i,0burgYTcpItZGiRjvWhJjM,ja,"There's no way to know
I'm back to square one
Every year overlap
Don't forget
I knew it from the beginning
Your God is only you
my god too

this is destiny
I set my aim
Late 20s
Archive this song that you will never forget
In my head you and me
The test I put myself through in front of you
I'm no one's manager
big wheel
From the star I prayed to in the sky
A stage that was worth tens of times more

The world I see from you is sparkling
It's so bright that I sometimes lose myself
The day I danced with all my might
From the boy who cries and gets eaten

I am my own God
We are, we are wishing
We are, we are wishing
Believers forever
I am my own God
We are, we are wishing
We are, we are wishing
Believers forever
Yeah, we go
(Numbers, blows, bounces)
Glowing, glowing, glowing, glowing numbers
Glowing, glowing, glowing, glowing numbers
Glowing, glowing, glowing, glowing numbers
Chu Ma Baby
believe i for believers (Number_i)

I have to confess my true feelings
Who is this music for?
Those who asked for money, the gears of a crazy era
Those who are lost
We're the same
Please contact me anytime
Telephone Number is i

I'm not confident, my shadow clone
The person who worried about my future is probably an alien.
I just want to look back
I have to love myself
From now on, imagination

this race is painful
I can see through everything behind the smile
I wish I could do it we know
Destroying the ideal image
The wall that is defeated and broken
crying my babe
My name critical point
Eyes I want to change


I am my own God
We are, we are wishing
We are, we are wishing
Believers forever
I am my own God
We are, we are wishing
We are, we are wishing
Believers forever

Hey, I have a wish for my future self.
A wish to the faded sky
La-la-la
I want to surpass my entertainer
La-la-la
The flavor of the star I swallowed
La-la-la-la-la
Endless okay?
Let's pry it open
just pray to me

(Yeah, woo)
I am my own God
We are, we are wishing
We are, we are wishing
Believers forever
I am my own God
We are, we are wishing
We are, we are wishing
Believers forever
Yeah, we go
(Numbers, blows, bounces)
Glowing, glowing, glowing, glowing numbers
Glowing, glowing, glowing, glowing numbers
Glowing, glowing, glowing, glowing numbers
Chu ma, baby
believe i for believers",1467,False
Kehlani,Folded,0bxPRWprUVpQK0UFcddkrA,en,,2038,False
RADWIMPS,me me she,0BYa5V0RyOYthDeCMUBJQZ,ja,"It made me shine and made you cloudy
I wonder if it's too much of a burden to put our dreams on this love
I forgot how to hate you
I can't find it no matter where I look
Whatever happens that day
I wanted you to tell me ""goodbye"" with me.
How to break that promise, how to love someone else
But I don't really want to know
You promised, ""I'll look after you until you're 100 years old.""
I never thought the 101st year would come so soon.
I'm really sorry for saying this.
Even if I understand it in my head, my heart is confused
But that's me
The one who created me, the one who saved me
I'm sure it's not daddy, maybe mommy, or God.
All that's left is, you know, you.
For example, if I am tied to another person
As if life was born between the two of us
I'm sure your genes are among them too.
It's probably mixed in.
But without you, I'm sure it'll be boring
I'm waiting until 2085 to kill time.
Thank you so much for everything. I'm so sorry for everything.
Now it's my turn to wait, whether you're alive or not.
After all, it was the first time I was able to smile and say the promise.
My words along with “Goodbye”
Say ""I'm sorry"" with ""Thank you""
""The sky is beautiful, the people are sad.""
Wash me again with your transparent truth
If there is a next time
You I like, I like you
That's how, before I knew it, I started to think that I was important.
If I were to give this love a name, it would be “Thank you.”",596,False
陈村长,爱怎么了,0c9gjnRGBRke9VmLaZWmhM,zh,"You haven't spoken yet but you are smiling
Maybe something has changed long ago
Please don't talk about it at this moment.
Packed the luggage and sorted the parcels
From inseparable to easy separation
Or what happened to our love
Counting our past in detail, I feel confused at the same time
You were the only faith in my heart
But why did you leave from my world
I still think of it in a daze
But memories (but memories) of precious bits and pieces no longer have any meaning
How does love rise with the wind and dissipate in the wind and rain?
I found a reason but couldn’t deceive myself until the end
I just regret that I don’t have enough time to hug you and try to forget something
The books you bought are still piled in the room
This balcony also makes me feel very sad. I used to hug each other and watch the sunset here.
I held the yellowed photo in my hand and my vision was blurred by tears.
I remember the vow I made once, how to face all this, let you be free, smile bitterly and remain silent.
Why am I more fragile than I thought? It’s like living in the old days. All I can see is still you.
It seems like centuries have passed since you left
Maybe there should be results
What happened to love
But why did you leave from my world
I still think of it in a daze
But memories (but memories) of precious bits and pieces no longer have any meaning
How does love rise with the wind and dissipate in the wind and rain?
I found a reason but couldn’t deceive myself until the end
I just regret that I don’t have enough time to hug you
Everything about you is ideal
I was so passionate and so crazy that I realized she was just the bride in my dreams, Huye
But why did you leave from my world
I still think of it in a daze
But memories (but memories) precious bits and pieces no longer have any meaning
How does love rise with the wind and dissipate in the wind and rain?
I found a reason but couldn’t deceive myself until the end
I just regret that I don’t have enough time to hug you, but why did you leave my world?
I still think of it in a daze
But memories (but memories) of precious bits and pieces no longer have any meaning
How does love rise with the wind and dissipate in the wind and rain?
I found a reason but couldn’t deceive myself until the end
I just regret that I don’t have enough time to hug you",667,False
Los Tipitos,Campanas en la Noche,0C9V5jMElp7laZZdsCHufD,es,"A man facing a window
Super lucid look
Walk the landscape and not
It is not its interior, it is the moon
They are distant shadows of the forest
It's a rare thing in the stars
Fear-inducing sounds
And also melancholy of waiting
To wait

Wait for her to come back
And tell him: ""Here I am, my love
There is no such thing as oblivion
Here I am, my love, back
I have come
Can you believe it?
There is no such thing as oblivion, my love
""It doesn't exist""

His restless mind is filled with stories
Your body is just memory
That's what you have to feel
With infinite patience
Walking in other people's streets
Of men who finally feel sorry for him
Bells in the night
Noises of melancholy waiting
What to expect?

Wait for her to come back
And tell him: ""Here I am, my love
There is no such thing as oblivion
Here I am, my love, back
I have won
Can you believe it?
There is no such thing as oblivion, my love
""It doesn't exist""

Delirium, tremendous, literary fiction
Secrets that were prayer
Cursed mirror that at last
He doubled his entire life
Walking in other people's streets
Of men who finally feel sorry for him
Bells in the night
Noises of melancholy waiting
What to expect?

Wait for her to come back
And tell him: ""Here I am, my love
There is no such thing as oblivion
Here I am, my love, back
I have won
Can you believe it?
There is no such thing as oblivion, my love
""It doesn't exist""",1252,False
No Te Va Gustar,A las Nueve,0CgpCtEPvyDizcg2p47VrU,es,"How do you have to leave if I just saw you arrive?
You only give me in a moment what you have to give
I hope it's a joke, although I really understand it
You don't want sincerity or for me to continue lying to you, oh

I know you leave at 9
I know I'm dying at 10

You know I'm on your side, don't ask me for more than that
When the night fades, you are going to give me just one kiss
My mind is tired and my skin goes with you
You already explained to me a thousand times, what I see is what you are

I know you leave at 9
I know I'm dying at 10

I can't give guarantees
Oh-oh-oh
If it goes off every day
I don't think I can wait

I wanted to make it easy for you, distance is not the end
But I don't want to give myself up, or for something to die in me
I know, you have no idea, you go and I stay
I'm only going to forgive you because I don't want anything else

I know you leave at 9
I know I'm dying at 10
I know you leave at 9
I know I'll die at 10

At 9
I die at 10",900,False
Jay Chou,擱淺,0cOMncRq4cmDLO4tPQnkBF,zh,"The sky that has not cleared up for a long time
依舊留著你的笑容
哭過 卻無法掩埋歉疚
風箏在陰天擱淺
想念還在等待救援
我拉著線 複習你給的溫柔

曝曬在一旁的寂寞
笑我給不起承諾
怎麼會 怎麼會
你竟原諒了我

我只能永遠讀著對白
讀著我給你的傷害
我原諒不了我
就請你當作我已不在
我睜開雙眼看著空白
忘記你對我的期待
讀完了依賴 我很快就離開

The sky that has not cleared up for a long time
依舊留著你的笑容
哭過 卻無法埋歉
風箏在陰天擱淺
想念還在等待救援
我拉著線 複習你給的溫柔

曝曬在一旁的寂寞
笑我給不起承諾
怎麼會 怎麼會
你竟原諒了我

我只能永遠讀著對白
讀著我給你的傷害
我原諒不了我
就請你當作我已不在
我睜開雙眼看著空白
忘記你對我的期待
讀完了依賴 我很快就
我只能永遠讀著對白
讀著我給你的傷害
我原諒不了我
就請你當作我已不在
我睜開雙眼看著空白
忘記你對我的期待
讀完了依賴 我很快就離開",429,False
Evanescence,Bring Me To Life,0COqiPhxzoWICwFCS4eZcp,en,,1796,False
The Neighbourhood,Sweater Weather,0cQVqPuHQP4KEwc7ZUQmj6,en,,1766,False
natori,セレナーデ,0CWAQlHsvfqcKJVVz9up2R,ja,"Burning my convenient thoughts
I've already let go of my disappointed wishes
Betrayal and secrets are in the air
I can't move from here
Born or broken
A future that remained frozen in that place on that day
Still, I felt you somewhere in my heart
I can't forgive you, who am I now?

Hey, I've always been by your side. It's not a lie, it's just a misunderstanding.
Even if it's not what I wanted
Only the pain of meeting you
So that I can believe that it's love

Don't touch me! pray, serenade
Be happy without me
More than anyone else, no matter what I let go of
I believed this was love, please punish me

No one, just you
Even if the world hasn't forgotten yet
I'm sure you're still the only one
I'll sing a serenade even if I'm tired of wishing
I'll sing a serenade even if I'm tired of wishing

A comedy that follows the scenario. Is it Haumeny to brag about your misfortune?
It's reflected in the egoistically shining eyes
“Who are you?” On the stage illuminated by darkness
I wish I could just dance without knowing anything

Both hope and unhappiness are selfish. We were all accomplices.
beyond any doubt
Since that night when my fate was decided
I forgot how to love

Hope this much, pray this much
Sorry for such a sad ending.
Even if I lose everything and everything disappears
I just want the pain that you lived in all this time

How many times should I count, how many times should I hurt you?
How many times do I have to lose it, how many times do I have to break it?
How many more times should I count, how many more times should I hurt you?
How many more times do I have to lose this feeling to be satisfied?

Hope this much, pray this much
Sorry for such a sad ending.
Even if I lose everything and everything is different
But I've always loved you
You, don't disappear! pray, serenade
Be happy without me
More than anyone else, no matter what I let go of
I believed this was love, please punish me

No one, just you
Even if the world hasn't forgotten yet
I'm sure you're still the only one
I'll sing a serenade even if I'm tired of wishing
Even if the rain falls, it's not me
I'll sing a serenade even if I'm tired of wishing",874,False
Sam Lee,痴心絕對,0D0n4q2o54VTOmDJdL6ikY,unknown,,0,False
"Gorillaz, De La Soul",Feel Good Inc.,0d28khcov6AiegSCpG5TuT,en,,2691,False
"JC Reyes, David Marley",CELOSA,0dLdgRj8l4N0rmAwDxIV1Z,es,"He loves me for her only and says that he won't die for me
He loves me for her only and says that he won't die for me

She tells me that she loves me, that she is real for me
How you like it, I'm the only one who gives it
She says she's not jealous, she knows it's not true
If when we kill each other he confesses to me

She wants me for her nothing more (Uh, uh, uh, uh)
She wants me for her nothing more (Uh, uh, uh, uh)
She wants me for her nothing more (Uh, uh, uh, uh)
She loves me for her nothing more (Uh, uh, uh, uh, uh, uh, uh)

He loves me for her only and says that he won't die for me
He lies but the truth is that I know he really loves me
Call early and they will give you what you are looking for
Fight to later end up giving him

Give-give-give, give
Doing everything he likes
He pulls and doesn't get scared, it makes me crazy
The scratches are from the pu—
It always loads all the time
When the daughter of a bitch goes crazy
He wants to check me even on WhatsApp
Machine every time you run
He does not hurt him, knowing that he is dying
If he saw me with another man he kills all the women
She says she is not jealous, she lives in despair
Because she plays tough and deep down she loves me

She tells me that she loves me, that she is real for me
How you like it, I'm the only one who gives it
She says she's not jealous, she knows it's not true
Yes when we kill each other (He confesses to me)

She wants me for her nothing more (Uh, uh, uh, uh)
She wants me for her nothing more (Uh, uh, uh, uh)
She wants me for her nothing more (Uh, uh, uh, uh)
She loves me for her nothing more (Uh, uh, uh, uh, uh, uh, uh)

He loves me for her only and says that he won't die for me
He loves me for her only and says that he won't die for me
He loves me for her only and says that he won't die for me
She loves me for her nothing more",1673,False
d4vd,Here With Me,0dS2u2UFd88TIzDDaZDLvS,en,,844,False
"Blessd, J Alvarez",FANÁTICO,0e3d2UZRjtvviXWWMRYGQo,es,"Money Makers
Always Blessed
How pretty you are (How pretty you are)
What a twist that I have to find you here, in this place (This place)
But falling in love with her has a price and I'm willing to pay (Willing to pay)
And that's why I want to take her from here (Take her from here), let her dance only for me (Only for me)

And caress her to'a, to'a, to'a, to'a, to'a
Caress her to'a, to'a, to'a, to'a

And if he dances to you
She hypnotizes you, but you can't touch her
Chimbita of the fine ones, she doesn't care what they say
They don't know what that little dress is carrying
She is a devil, but she has a soul
Your lucky day and I'm your guardian angel
If it were exclusive, I would like to make her fall in love
But change the heart in exchange for 'e silver, silver (Haha)

Fanatic (Fanatic)
In my show it will always be the main one (-al)
I know your price and today I am going to pay it (-ar)
Protagonist, star I want to try (-ar)

And caress her, and caress her to'a, to'a, to'a, to'a, to'a
Caress her to'a, to'a, to'a, to'a

How she dances, it's hard not to look at her
And if she doesn't pay him, you can't touch her
There it goes, again
Looks good from head to toe
She is the star, the protagonist
There is no man who can resist him
They fall in love with her at first sight
That's why it's the favorite on my list.
Of his show, I am his fan
And it's got me sweating like a lunatic
I'm going crazy in critical condition
His entire physique has me wrapped up

And that's why I want to take her away from here.
Let him dance only to me
And caress her all
And caress her all
Hey

And caress her to'a, to'a, to'a, to'a, to'a
Caress her to'a, to'a, to'a, to'a (hehe)

She is a sexy girl who dances
She's on another turn
And among so many loves
It has always been the best
She is a sexy girl who dances
She's on another turn
He gives you his heart in exchange for money
Tell me what you want to do with me
Tell me, tell me, ma
If I'm here watching you model
(hehe)

To caress her
To caress her all, all, all, all, all
Caress her to'a, to'a, to'a, to'a (Hehe)

And if she dances to you, she hypnotizes you
But you can't touch it
Chimbita of the fine ones
Don't care what they talk
Hey, Hail Mary, my love
What can I tell you, what can I tell you?
Arrowed by you
How you move, my darling
Never in my life has anyone moved me so well like that.
Nun, don't get mercy on these niggas
Money Makers
Always Blessed
Tell me, Jara
Hahaha, tell me, baby
(Fanatic)
(You will always be the main one in my show)
This is eternal music
J Alvarez
This is the new system
Indica, Blessed
(I know your price and today I am going to pay it)
What's about us doesn't expire
On Top Of The World Music",2653,False
Malcolm Todd,Earrings,0eAuGrXyGFYwur9ARUe7LJ,en,,1344,False
Don Toliver,No Pole,0eaVIYo2zeOaGJeqZ5TwYz,en,,2177,False
Blessd,Instagram,0EFxJw34fK8DWlTxx9qYeW,es,"Although I don't even follow you (SOG!)
I keep an eye on your stories (What a clue, pa)
I don't know if it will be destiny (I don't know)
What makes me spend all my time thinking about you?

And how we made love (Haha; oh-oh)
In the back of the car (In the G-Wa; eh-eh)
Just come back please
I don't think this is shameless (Yeh!; hehe)

Tell me and I'll plan the escape
And here in Miami we see each other 'in secret' (What a clue, SOG)
If you don't have a Visa, I'll give you mine
If your boyfriend asks, you're 'lost', ma

I talked to you on Instagram and everything flowed (Blessd)
I asked you for your WhatsApp, you didn't say ""no"" (No, no)
That's where my mind went bad.
Sex in the G-Wa, that's over (Hahaha)
The story is long, but (How?), she ended up abroad (There, ma)
If you come back I want (I deny; haha) in your body to be the first (The first)

Who kisses you, who touches you, who hits you on the wall
That undresses you, drives you crazy, you are the one from ""Who TV"" (Are you the one from ""Who TV""?)
Wherever your boyfriend sees you, he doesn't believe you
Why? Because? (Haha)

And how we made love (-o-or)
In the back of the car (Woh-oh, yeh-eh; hehe)
Just come back please
I don't think this is shameless (Yeh!; SOG)

Tell me and I'll plan the escape
And here in Miami we see each other 'in secret'
If you don't have a Visa, I'll give you mine
If your boyfriend asks, you're 'lost', ma

Who kisses you, who touches you, who hits you on the wall'
That undresses you, drives you crazy, you are the one from ""Who TV"" (Are you the one from ""Who TV""?)
Wherever your boyfriend sees you, he doesn't believe you
Why? Because?

We already talk a lot, clothes get in the way, clothes
I am the one who touches you, touches you
I know you like it, it shows, you notice
Let's get out of here, give me a kiss on the mouth
We already talk a lot, clothes get in the way, clothes
I am the one who touches you, touches you
I know you like it, it shows, you notice
Let's get out of here, give me a kiss on the mouth

Who kisses you, who touches you, who hits you on the wall
That undresses you, drives you crazy, you are the one from ""Who TV"" (Are you the one from ""Who TV""?)
Wherever your boyfriend sees you, he doesn't believe you
Why? Because?

SOG, what a track, da
This is for you
you know who
Tell me, Jara
From the Antioquia neighborhood
The one that everyone knows and stays with me is José
hehe
(That you like me to kiss you, to hit you on the wall'
That you like me to kiss you, that you like me to give you
That you like me to kiss you, to hit you on the wall'
That you like me to kiss you, that you like me to give you)",2410,False
