rank,artist,title,region,chart_date,spotify_uri
109,Daniel Caesar,Always,Singapore,2026-03-05,2LlOeW5rVcvl3QcPNPcDus
110,The Police,Every Breath You Take,Singapore,2026-03-05,1JSTJqkT5qHq8MDJnJbRE1
111,The Neighbourhood,Sweater Weather,Singapore,2026-03-05,0cQVqPuHQP4KEwc7ZUQmj6
112,Keane,Somewhere Only We Know,Singapore,2026-03-05,0ll8uFnc0nANY35E0Lfxvg
113,Benson Boone,Beautiful Things,Singapore,2026-03-05,3xkHsmpQCBMytMJNiDf3Ii
114,Joji,SLOW DANCING IN THE DARK,Singapore,2026-03-05,6rY5FAWxCdAGllYEOZMbjW
115,Bad Bunny,Tití Me Preguntó,Singapore,2026-03-05,1IHWl5LamUGEuP4ozKQSXZ
116,Jung Kook,Standing Next to You,Singapore,2026-03-05,2KslE17cAJNHTsI2MI0jb2
117,Cup of Joe,Multo,Singapore,2026-03-05,5tlb0AxuzsMWL2GtEppXGX
118,LNGSHOT,Moonwalkin',Singapore,2026-03-05,46V2ciN6F5bxjQWityNhkY
119,The Marías,Sienna,Singapore,2026-03-05,0InIeZW4P6VO7dUGRM4AKH
120,Bruno Mars,Locked out of Heaven,Singapore,2026-03-05,5g7sDjBhZ4I3gcFIpkrLuI
121,于冬然,座位,Singapore,2026-03-05,4s3iUkYgh9gCeGYqCODrQe
122,KiiiKiii,404 (New Era),Singapore,2026-03-05,24rDDbSlFY9OHrlJb48CRh
123,"B.o.B, Bruno Mars",Nothin' on You (feat. Bruno Mars),Singapore,2026-03-05,59dLtGBS26x7kc0rHbaPrq
124,SZA,Snooze,Singapore,2026-03-05,4iZ4pt7kvcaH6Yo8UoZ4s2
125,Bad Bunny,NUEVAYoL,Singapore,2026-03-05,5TFD2bmFKGhoCRbX61nXY5
126,Ed Sheeran,Perfect,Singapore,2026-03-05,0tgVpDi06FyKpA1z0VMD4v
127,OneRepublic,Counting Stars,Singapore,2026-03-05,2tpWsVSb9UEmDRxAl1zhX1
128,Cigarettes After Sex,Apocalypse,Singapore,2026-03-05,1oAwsWBovWRIp7qLMGPIet
129,Bruno Mars,Talking to the Moon,Singapore,2026-03-05,161DnLWsx1i3u1JT05lzqU
130,"JISOO, ZAYN",EYES CLOSED (with ZAYN),Singapore,2026-03-05,4WFfPxJv1KRekG6mxn837K
131,"王赫野, 姚晓棠",最后一页 - Live,Singapore,2026-03-05,0ahuxmprOO8tfKpG5Sgkt2
132,Malcolm Todd,Earrings,Singapore,2026-03-05,0eAuGrXyGFYwur9ARUe7LJ
133,"Justin Bieber, Nicki Minaj",Beauty And A Beat,Singapore,2026-03-05,6QFCMUUq1T2Vf5sFUXcuQ7
134,Arctic Monkeys,I Wanna Be Yours,Singapore,2026-03-05,5XeFesFbtLpXzIVDNQP22n
135,Harry Styles,As It Was,Singapore,2026-03-05,4Dvkj6JhhA12EX05fT7y2e
136,Bruno Mars,When I Was Your Man,Singapore,2026-03-05,0B7wvvmu9EISAwZnOpjhNI
137,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast",Soda Pop,Singapore,2026-03-05,02sy7FAs8dkDNYsHp4Ul3f
138,Tate McRae,Sports car,Singapore,2026-03-05,5UJbgR4XF4y1DvbkxEqe8S
139,"Jay Chou, Lara Liang",珊瑚海,Singapore,2026-03-05,3Qj9Fy8BPbWmICTiNkuqB7
140,"The Weeknd, Daft Punk",Starboy,Singapore,2026-03-05,7MXVkk9YMctZqd1Srtv4MB
141,keshi,Soft Spot,Singapore,2026-03-05,2aL4lMGhWdPpyPL6COPou7
142,Olivia Dean,A Couple Minutes,Singapore,2026-03-05,312z6PZ8wwREck8613PkJk
143,"LE SSERAFIM, j-hope",SPAGHETTI,Singapore,2026-03-05,2N9miXnewVmUrgl6JSK1FI
144,Joker Xue,演员,Singapore,2026-03-05,5Sib99jpYybZAicUMETb3h
145,Charlie Puth,Attention,Singapore,2026-03-05,5cF0dROlMOK5uNZtivgu50
146,Chappell Roan,"Good Luck, Babe!",Singapore,2026-03-05,0WbMK4wrZ1wFSty9F7FCgu
147,"郭家瑋, DIOR 大穎",過了幾天(合唱版),Singapore,2026-03-05,4GEWZ1vDFVkmhG55zpKFLO
148,Khalil Fong,特別的人,Singapore,2026-03-05,0VTzUEuHYD8s7CgQ15cDPo
149,"阿涵, Ayo97",感谢你曾来过,Singapore,2026-03-05,1JLtvvPsHwLyd2ufASdkWV
150,en王翊恩,嚣张,Singapore,2026-03-05,1vfUASvUGt3gxQ1x3T3u1C
151,Radiohead,Let Down,Singapore,2026-03-05,2fuYa3Lx06QQJAm0MjztKr
152,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),Singapore,2026-03-05,0FIDCNYYjNvPVimz5icugS
153,KATSEYE,Touch,Singapore,2026-03-05,6aJn7Cst74cj4lNIiPRgav
154,Rihanna,Kiss It Better,Singapore,2026-03-05,0UHB9METy4VCXNgkcGqHqS
155,Alex Warren,FEVER DREAM,Singapore,2026-03-05,7ogpGbKc4Io6NCU6ydxXwZ
156,Jay Chou,告白氣球,Singapore,2026-03-05,2tqF9MPNdYdJU70U0ULO23
157,Zara Larsson,Midnight Sun,Singapore,2026-03-05,1qRV1dKLOfH1s00b9J2LUQ
158,小阿七,从前说,Singapore,2026-03-05,3t5edAHbyFEW67wFApp7EO
159,Bruno Mars,Nothing Left,Singapore,2026-03-05,0Sq6JK9kyC4MQa3KrJj5CB
160,Eric Chou,怎麼了,Singapore,2026-03-05,5cU1O9P0EDA0rPkPDykhIm
161,sombr,undressed,Singapore,2026-03-05,0TFTAtCYhp2tQ9KcJIZb55
162,Katy Perry,The One That Got Away,Singapore,2026-03-05,6hkOqJ5mE093AQf2lbZnsG
163,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Singapore,2026-03-05,567e29TDzLwZwfDuEpGTwo
164,Ariana Grande,One Last Time,Singapore,2026-03-05,7xoUc6faLbCqZO6fQEYprd
165,WeiBird,"如果可以 - 電影""月老""主題曲",Singapore,2026-03-05,72OVnXDzugvrCU25lMi9au
166,Dhruv,double take,Singapore,2026-03-05,0QzuaeCEEOV40Pn7IvKEny
167,Justin Bieber,Sorry,Singapore,2026-03-05,09CtPGIpYB4BrO8qb1RGsF
168,"DJ Snake, Justin Bieber",Let Me Love You,Singapore,2026-03-05,0lYBSQXN6rCTvUZvg9S0lU
169,ILLIT,Magnetic,Singapore,2026-03-05,1aKvZDoLGkNMxoRYgkckZG
170,BTS,Life Goes On,Singapore,2026-03-05,5FVbvttjEvQ8r2BgUcJgNg
171,Taylor Swift,Blank Space,Singapore,2026-03-05,1u8c2t2Cy7UBoG4ArRcF5g
172,Coldplay,The Scientist,Singapore,2026-03-05,75JFxkI2RXiU7L9VXzMkle
173,Jay Chou,青花瓷,Singapore,2026-03-05,10VuSw48iPN2UK2xX9Y6P0
174,"Disney, Shakira",Zoo,Singapore,2026-03-05,3vJIaiTIHxHhYafTSPNiH4
175,Cigarettes After Sex,Cry,Singapore,2026-03-05,3p4hRhMcb6ch8OLtATMaLw
176,Olivia Dean,Dive,Singapore,2026-03-05,36vmaZyO0iAE6FZ7287fg2
177,Laufey,Promise,Singapore,2026-03-05,08PdFBcXzpkn1cWNgmKqhn
178,Bruno Mars,Something Serious,Singapore,2026-03-05,0PV4VQCmE6Ujssr1bnswdF
179,en王翊恩,我走后 (深情版),Singapore,2026-03-05,4iWXBvFiGanzt0ntGnMALN
180,Bruno Mars,Versace on the Floor,Singapore,2026-03-05,0kN8xEmgMW9mh7UmDYHlJP
181,Gracie Abrams,"I Love You, I'm Sorry",Singapore,2026-03-05,51rfRCiUSvxXlCSCfIztBy
182,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),Singapore,2026-03-05,1Q7EgiMOuwDcB0PJC6AzON
183,Radiohead,Creep,Singapore,2026-03-05,70LcF31zb1H0PyJoS1Sx1r
184,CORTIS,GO!,Singapore,2026-03-05,6OWWZtNQORY1McaZmOrwhc
185,Charli xcx,party 4 u,Singapore,2026-03-05,2RdEC8Ff83WkX7kDVCHseE
186,SZA,Nobody Gets Me,Singapore,2026-03-05,5Y35SjAfXjjG0sFQ3KOxmm
187,Joji,Glimpse of Us,Singapore,2026-03-05,2mlNgAeIBnL78ZriXgrRHz
188,Ariana Grande,Into You,Singapore,2026-03-05,76FZM38RC8XaAjJ77CVTNe
189,Jay Chou,楓,Singapore,2026-03-05,1pALOIA4ytESmhl7Fxjdic
190,Stefanie Sun,遇見,Singapore,2026-03-05,3xJK8ywApYVEYIDhymYMC6
191,d4vd,Here With Me,Singapore,2026-03-05,0dS2u2UFd88TIzDDaZDLvS
192,Lana Del Rey,Cinnamon Girl,Singapore,2026-03-05,2mdEsXPu8ZmkHRRtAdC09e
193,Nadhif Basalamah,kota ini tak sama tanpamu,Singapore,2026-03-05,13CwOTXUgBugeBByE9oIWb
194,卢卢快闭嘴,字字句句,Singapore,2026-03-05,7fAdinC2UTc0Y9GiKrkTtu
195,Tate McRae,greedy,Singapore,2026-03-05,3rUGC1vUpkDG9CZFHMur1t
196,LNGSHOT,Never Let Go,Singapore,2026-03-05,37xebnhvUyM8VyyDDeo65d
197,ATEEZ,Adrenaline,Singapore,2026-03-05,2VKGO4DNyUK5UxCQB3b3DF
198,Lauv,I Like Me Better,Singapore,2026-03-05,4MagTPnkPiDuIa4P8GtW1b
199,Justin Bieber,Love Yourself,Singapore,2026-03-05,50kpGaPAhYJ3sGmk6vplg0
200,Lana Del Rey,Young And Beautiful,Singapore,2026-03-05,2nMeu6UenVvwUktBCpLMK9
1,Quevedo,NI BORRACHO,Spain,2026-03-05,3ltpc2goYCfKT8AbWwqQvc
2,"Omar Courtz, Ñengo Flow",FOREVER TU GANTEL,Spain,2026-03-05,1YAWMfsmduIrpqrjP45pFn
3,"Omar Courtz, Dei V, Clarent, Tito ""El Bambino""",$UELTA GATITA $UELTA,Spain,2026-03-05,01xWRzLhSgANX9CGgBzssk
4,Aitana,SUPERESTRELLA,Spain,2026-03-05,6hpuesKPNa3WhV48O7Fa47
5,"Romeo Santos, Prince Royce",Dardos,Spain,2026-03-05,5SudOD9R1Of6CsJVWZy6CQ
6,"Ryan Castro, Kapo, Gangsta",LA VILLA,Spain,2026-03-05,2ZyrAym0sRLwt4PhGotHuI
7,"Omar Courtz, ROA",WO OH OH,Spain,2026-03-05,0h54mLixODOqU6vTcZMqVM
8,"W Sound, Beéle, Ovy On The Drums",La Plena - W Sound 05,Spain,2026-03-05,6iOndD4OFo7GkaDypWQIou
9,Bad Bunny,NUEVAYoL,Spain,2026-03-05,5TFD2bmFKGhoCRbX61nXY5
10,Bad Bunny,BAILE INoLVIDABLE,Spain,2026-03-05,2lTm559tuIvatlT1u0JYG2
11,"ROSALÍA, Yahritza Y Su Esencia",La Perla,Spain,2026-03-05,4oVO4fGNRRvEn0CRuFO4qv
12,Rels B,TU VAS SIN (fav),Spain,2026-03-05,6uiQ0DqbXTBc8tl0AUKZkR
13,Clarent,BIENVENIDA,Spain,2026-03-05,7zwgHkTKv86nMOREN5k1hx
14,Omar Courtz,POR SI MAÑANA NO ESTOY,Spain,2026-03-05,595wwjQiad6e6lSTScmXvz
15,"JC Reyes, Slayter",LOQUITA,Spain,2026-03-05,3zkGK0pIRra9Mql8fKmROf
16,Beéle,no tiene sentido,Spain,2026-03-05,1HEwEN64NjgTaHmo7LfkX8
17,Quevedo,TUCHAT,Spain,2026-03-05,3bAAv8knmzFpYQsLFoK6de
18,"YOVNGCHIMI, JC Reyes",MVLAN,Spain,2026-03-05,74t17BRV4el0mU0Tb8XY1k
19,Omar Courtz,KOKO,Spain,2026-03-05,1tz7RZirwiuaJw2p0jbdHb
20,Bad Bunny,DtMF,Spain,2026-03-05,3sK8wGT43QFpWrvNQsrQya
21,"Kidd Voodoo, JC Reyes",Me Mareo,Spain,2026-03-05,6jBoUckd6VEImt6pg8RpDr
22,"Alleh, Yorghaki",capaz (merengueton),Spain,2026-03-05,2dd3G3ZqEcG2cNS1tp3oEk
23,Omar Courtz,SI ESTÁS CON ALGUIEN,Spain,2026-03-05,7nyk5uxevcijIfl1FlJgmA
24,"Bad Gyal, Chencho Corleone",Choque,Spain,2026-03-05,68KElV3TDyDy2zHPCWjUyt
25,"Blessd, Anuel AA, Yan Block, Luar La L, Kris R., ROA","YOGURCITO REMIX (feat. Kris R., ROA)",Spain,2026-03-05,7nrd0eIftH3NQLfgk20Qp9
26,"Ovy On The Drums, Quevedo, Beéle",YO y TÚ,Spain,2026-03-05,7koAf6aZgjO6TS7bipfPD0
27,"El Bogueto, Anuel AA, Fuerza Regida, Yung Beef",Cuando No Era Cantante - Remix,Spain,2026-03-05,2pbSCYzxrG0wa6qcj8IyiE
28,"Yan Block, Panda Black",Talento,Spain,2026-03-05,7sChwC2NZjGc2Kdni3hlDg
29,Clarent,LOVE,Spain,2026-03-05,21syhl9aagHDATZqFHkfjD
30,GRECAS,Bad Voy,Spain,2026-03-05,0WIVpc0hKNxjHkl9xNxw6P
31,"Omar Courtz, Bad Gyal",COMERNOS,Spain,2026-03-05,2TYZU0Fvfp5b7gbfqdIAq6
32,"Bizarrap, Daddy Yankee","Daddy Yankee: Bzrp Music Sessions, Vol. 0/66",Spain,2026-03-05,2uPMsTEKx79gJ8rB3AcT0v
33,"Héctor ""El Father"", Wisin & Yandel",El Teléfono,Spain,2026-03-05,614NVFo5csQqRnryl4jXs2
34,"El Bogueto, Yung Beef",Cuando No Era Cantante,Spain,2026-03-05,6N2iccqxRInhTLHc2Fu3W0
35,"Bad Bunny, Omar Courtz, Dei V",VeLDÁ,Spain,2026-03-05,7d6yK8v8J484SWH5prIQiE
36,"Beéle, Ovy On The Drums",mi refe,Spain,2026-03-05,4zhk2RS2EZODmBW6il55Qj
37,"Omar Courtz, Myke Towers",WHAT U NEED? (SexPlaylist 2),Spain,2026-03-05,7jnSlMG2jKJmKvAWxufk2I
38,"Mora, C. Tangana",DROGA,Spain,2026-03-05,1cmfXbOvNJt7iDrnJy5BRE
39,Bad Bunny,EoO,Spain,2026-03-05,6J5kc12BW5HuP3d7C3vvx8
40,GRECAS,Que culpa tiene el lunes de no ser un sabado,Spain,2026-03-05,5bDRGw4njjPCO5ZYvSgRXr
41,Bad Bunny,VOY A LLeVARTE PA PR,Spain,2026-03-05,59D4DOkspUbWyMmbAPQkxZ
42,"La La Love You, Axolotes Mexicanos",El Fin del Mundo,Spain,2026-03-05,6XXQA6e8qXPJ1sZtRxvbws
43,"Delaossa, Quevedo, Bigla The Kid",Still Luvin,Spain,2026-03-05,1k4Iyemx6P5fba7RRcHmeb
44,"Juseph, La Pantera, Lucho RK",CUPIDOxX,Spain,2026-03-05,3vYFpgpkQF0EY5E9h9BF1r
45,"Young Cister, Kreamly",QLOO*,Spain,2026-03-05,7CMj1OOS1ho4CPEQTFKzcN
46,"Luck Ra, BM",La Morocha,Spain,2026-03-05,6vRQqxOhUFd78p5tL8jXr7
47,Djo,End of Beginning,Spain,2026-03-05,3qhlB30KknSejmIvZZLjOD
48,"Myke Towers, Quevedo",SOLEAO,Spain,2026-03-05,4OsBqqMwFabHATATT527tH
49,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,Spain,2026-03-05,1CPZ5BxNNd0n0nF4Orb9JS
50,"Dei V, JC Reyes",NYX00 (with JC Reyes),Spain,2026-03-05,0FI11LoJ41qud3TkFEYlzI
51,"La Pantera, Lucho RK, Pana YMB",PINKY PROMISE 2,Spain,2026-03-05,6hFzA2zbArwtGpmTQEsxnn
52,Bad Bunny,NO ME QUIERO CASAR,Spain,2026-03-05,39L3LdlHS3gqB62HPWaJRg
53,"Omar Courtz, KARBeats",EL MUNDO SE VA A ACABAR,Spain,2026-03-05,6SkbzQSYMJzrmmDBEvbh0S
54,KAROL G,Si Antes Te Hubiera Conocido,Spain,2026-03-05,73scB4Q4fcOmnsBVZPmk32
55,"Mora, De La Rose",AURORA,Spain,2026-03-05,18m5dJOPB2geFwOymXNaWg
56,"Juseph, Quevedo",CHUOS,Spain,2026-03-05,58l1aV1cOGrHMsm2j3GU2W
57,"LAJA, JC Reyes",SETEADORA REMIX (with JC Reyes),Spain,2026-03-05,55ZSaezLr7fNrkLL0WCpOD
58,"Rauw Alejandro, Bad Bunny",Qué Pasaría...,Spain,2026-03-05,0l0vcZMU7AOeQmUIREoI2U
59,rusowsky,malibU,Spain,2026-03-05,4uulymZhmebsjKedRaJ1gQ
60,Taylor Swift,The Fate of Ophelia,Spain,2026-03-05,53iuhJlwXhSER5J2IYYv1W
61,"SAIKO, SINAKA, Kennat, Benja Valencia",FLAITEERA,Spain,2026-03-05,2mh6vP7zo6mDXXKLnpHLPt
62,"Aissa, Rvfv, Kreamly",MUCHACHA,Spain,2026-03-05,4rDCRcln8WCHWPRt0YTFLs
63,RAYE,WHERE IS MY HUSBAND!,Spain,2026-03-05,55lijDD6OAjLFFUHU9tcDm
64,Omar Courtz,VAMOaCOCHI,Spain,2026-03-05,1oghNMGW42IhtQPNU6leZz
65,Danny Ocean,Me Rehúso,Spain,2026-03-05,6ifUES3keWjwXgae8pXI3o
66,Bruno Mars,Risk It All,Spain,2026-03-05,5y2ijHECwFYWqcAHKTZgzD
67,Aitana,6 DE FEBRERO,Spain,2026-03-05,6l18mUHOGVZRr5wTyITX0M
68,"Kabasaki, Zeno El Faraón, l0rna, Kristina",LA SACAPUNTAS,Spain,2026-03-05,7mjWqfMjappj2v1Iw3rXeR
69,Extremoduro,La vereda de la puerta de atrás,Spain,2026-03-05,4kJP8Z888wREJ8bRMWNMuk
70,"Tainy, Rauw Alejandro, JHAYCO",ROSITA,Spain,2026-03-05,4HyPxBQDLUnY3w7gukITrW
71,"Clarent, Omar Courtz",Scat Pack,Spain,2026-03-05,4yWrEuYXr9YB1nHbuPxfUU
72,Bruno Mars,I Just Might,Spain,2026-03-05,6f68Ac5tt5BQOpwr0BV9oN
73,Bad Bunny,Tití Me Preguntó,Spain,2026-03-05,1IHWl5LamUGEuP4ozKQSXZ
74,Arde Bogotá,La Salvación,Spain,2026-03-05,0txzIz1WcoAn6m07xypcD5
75,"Rawayana, Manuel Turizo",Inglés En Miami,Spain,2026-03-05,3Y1xjjepdqMP141ipYCAqA
76,"Romeo Santos, Prince Royce",Lokita Por Mí,Spain,2026-03-05,2aG4AXf3TUtlmk4s9BLYDi
77,Omar Courtz,⁠LUCES DE COLORES,Spain,2026-03-05,5dDlknAL9imbXXl7uG7oqe
78,Omar Courtz,SIRENA,Spain,2026-03-05,75DhU4mfqAkkqsL7CiYWLa
79,"Yan Block, De La Rose, Hades66, Ñengo Flow",444 - Remix,Spain,2026-03-05,5AK6QqM8aUXXTk6oY00ZRh
80,"Yan Block, TORRRES",Yo sé,Spain,2026-03-05,5DdLSEyKh8zgCrJq2hFj92
81,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Diles,Spain,2026-03-05,6C1RD7YQVvt3YQj0CmuTeu
82,Manuel Turizo,La Bachata,Spain,2026-03-05,3tt9i3Hhzq84dPS8H7iSiJ
83,"J Balvin, Bad Bunny",LA CANCIÓN,Spain,2026-03-05,0fea68AdmYNygeTGI4RC18
84,Omar Courtz,L a k e n o s h i,Spain,2026-03-05,6OoYmAP9oZtBiSomWpDTWP
85,Kapo,UWAIE,Spain,2026-03-05,0fMjldiEpgjbWQ4bBQwVzH
86,"Clarent, Mora",IA,Spain,2026-03-05,7lcbpfihslisNObKdHjyLo
87,Maluma,Borro Cassette,Spain,2026-03-05,6DUdDIRgLqCGq1DwkNWQTN
88,"Bryant Myers, Dei V, SAIKO",Duro Ma,Spain,2026-03-05,0Ze1qv8LIgg5Y7Bu4jzXIo
89,"Anuel AA, Haze",Amanece,Spain,2026-03-05,1LiN0Z98FkR1t0m8KmLcAH
90,"Quevedo, La Pantera",HALO,Spain,2026-03-05,58ldPuiCULxm08TCZ8qX4D
91,Zara Larsson,Lush Life,Spain,2026-03-05,1rIKgCH4H52lrvDcz50hS8
92,Plan B,Es un Secreto,Spain,2026-03-05,3KZCP2StVGdWkOKyRZNWA4
93,Dani Fernández,Me has invitado a bailar,Spain,2026-03-05,3tMftGMXTPbQlmjh4FzXpZ
94,The Police,Every Breath You Take,Spain,2026-03-05,1JSTJqkT5qHq8MDJnJbRE1
95,Viva Suecia,El Bien,Spain,2026-03-05,6IuZFiKCeyQINqL0Id3xF2
96,Mora,DETRÁS DE TU ALMA,Spain,2026-03-05,2BvPMS2XWfnCpHHvWeOyeC
97,Melendi,Fecha de Caducidad,Spain,2026-03-05,3LTHhkihfdgYtQMUNJQBgv
98,"Anuel AA, Daddy Yankee, Zion & Lennox, Farruko, Wisin",Sola (Remix),Spain,2026-03-05,5q2JbCNi4FcnglgPfxcV65
99,Juan Magán,Bailando por Ahi,Spain,2026-03-05,6sHBvzRsuGunQTfCk18KXi
100,Bad Bunny,KLOuFRENS,Spain,2026-03-05,4MUrUT38U98olfnyzMBCzm
101,"JC Reyes, Alba Moreno",DA LA LUZ,Spain,2026-03-05,7JqZxa2Ibtf0lpJ5ANYSwH
102,Fito y Fitipaldis,Por la boca vive el pez,Spain,2026-03-05,24UStI5AYA7g5ufFDh3LH0
103,"Omar Courtz, Eladio Carrion",MOONLIGHT,Spain,2026-03-05,2TOsEYW3J1miYhmEeI9yBW
104,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,Spain,2026-03-05,1DwscornXpj8fmOmYVlqZt
105,"JC Reyes, Hades66",BARRIO FINO,Spain,2026-03-05,5IuFotpjpllXzv7eOLKeqb
106,"Yan Block, Panda Black",444,Spain,2026-03-05,1o4xkdBe0RjSf2u6VXi4OI
107,"Omar Courtz, De La Rose",Q U E V A S H A C E R H O Y ?,Spain,2026-03-05,0Sr7ssScx54yxdM2ols7nW
108,"Lucho RK, La Pantera",TOCATE SOLA,Spain,2026-03-05,1ouj0AkMXny8V1su2tuoci
109,Dei V,Te Capie,Spain,2026-03-05,4WXVp5dzCDDaQjr4Ueukbm
110,Bad Gyal,Da Me,Spain,2026-03-05,4ppQIsBpwNRKjOPPBZTgd0
111,Extremoduro,Si te vas...,Spain,2026-03-05,2x59pa3xDf8hHZ4N3f5fGQ
112,Chayanne,Bailando Bachata,Spain,2026-03-05,2dK99lWPkBVwNen6gK1AtI
113,Omar Courtz,UNA NOTi,Spain,2026-03-05,61tC2eD62xjmkEX9FGEad7
114,Omar Courtz,SKY,Spain,2026-03-05,52eJOGfsKEEkHrfZt6Kl3p
115,"Marshmello, Manuel Turizo",El Merengue,Spain,2026-03-05,5KbBVSj6AJZ5662fO8EYFh
116,Alex Warren,Ordinary,Spain,2026-03-05,2RkZ5LkEzeHGRsmDqKwmaJ
117,Siloé,Todos los Besos,Spain,2026-03-05,2vSJKKmOEJQA5tr082p5XX
118,"8belial, yyy891, JOHNNYFUU",YSL,Spain,2026-03-05,10lwU4asYs565RmEkPWHn5
119,"Ya Ice Dilan, Rey Tony, Helabusador, JipMusic Global, Dj Honda",Dichavate,Spain,2026-03-05,6Ab2trdJulkRRhaJ9zVGQa
120,"Quevedo, Aitana",GRAN VÍA,Spain,2026-03-05,2kQ1OvmMzs1xdlH020aJJh
121,"JC Reyes, Dei V",FLIPA,Spain,2026-03-05,1dnKyTHMBWzbYZ2LDXBefu
122,Manuel Turizo,Por un Pendejo no se llora,Spain,2026-03-05,4VPl3WGYKxQG8EVis7uLDt
123,Fito y Fitipaldis,Antes de que cuente diez,Spain,2026-03-05,3xiNRrrVROKlHrflHGNTfG
124,Yan Block,111,Spain,2026-03-05,2SPBFiD8iITb8CKJGz1TEQ
125,"Danny Ocean, Kapo",Imagínate,Spain,2026-03-05,7ns16ylM6sbxo9ZWIwyE5d
126,Fito y Fitipaldis,Soldadito marinero,Spain,2026-03-05,0eVborSuxUeSg0meWYd9dZ
127,"Bad Bunny, Los Pleneros de la Cresta",CAFé CON RON,Spain,2026-03-05,6VNXmo59yDYgcwLS17UNAW
128,"Mr Plata, El Americano 4KT",Las Muñequitas,Spain,2026-03-05,4nJJCRYru4QQakCiUA155f
129,"Anuel AA, Bad Bunny",Hasta Que Dios Diga,Spain,2026-03-05,06s3QtMJVXw1AJX3UfvZG1
130,Melendi,Caminando por la vida,Spain,2026-03-05,47rUM6vGXo8gBGpeG5TuU7
131,Hades66,YO QUIERO,Spain,2026-03-05,47sQ0h1xhlDWJ3nHbwYPrg
132,"JC Reyes, De La Rose, MC Menor JP",NINFO,Spain,2026-03-05,1CTTIrl42flqn1WYUoxl0H
133,"La La Love You, Samuraï",El Principio de algo,Spain,2026-03-05,10KB4HkYIpNOd0QhyohMre
134,Zion & Lennox,La player (Bandolera),Spain,2026-03-05,0VKkyBKCXyR99navhVRqcP
135,Cristina Lora,2 PUÑALAITAS (de Andalucía),Spain,2026-03-05,19FOoq7R0ULz8bamEpOprK
136,Quevedo,Columbia,Spain,2026-03-05,0uqt3MShCD4uYCIRNm6d4o
137,"Camin, Rvfv",Golfista,Spain,2026-03-05,2R0RvdGFAOCznsB85KN0f4
138,Omar Courtz,SUSU,Spain,2026-03-05,6dWJciH0aK0TWiDvVmMUX6
139,Estopa,Como Camarón,Spain,2026-03-05,1VB4sadHjFcFklHcZuoROi
140,"Lady Gaga, Bruno Mars",Die With A Smile,Spain,2026-03-05,7so0lgd0zP2Sbgs2d7a1SZ
141,Romeo Santos,Imitadora,Spain,2026-03-05,6r46lnXFbE9fr2d3KNaGbe
142,Olivia Dean,So Easy (To Fall In Love),Spain,2026-03-05,6sGIMrtIzQjdzNndVxe397
143,Ozuna,Se Preparó,Spain,2026-03-05,1m69ELEgE6k5ZWsap40ozt
144,"Omar Courtz, De La Rose, Haze",Kyoto,Spain,2026-03-05,7eNwwoxDR8KVzNAuGvliAO
145,Olivia Dean,Man I Need,Spain,2026-03-05,1qbmS6ep2hbBRaEZFpn7BX
146,Beéle,si te pillara,Spain,2026-03-05,1C7NXX8UJ6pgNx8EkmyZDd
147,Clarent,Enzaciao,Spain,2026-03-05,0h0mWHM5SkpS9rcmGyBoox
148,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,Spain,2026-03-05,4OwhwvKESFtuu06dTgct7i
149,Melendi,Tu jardín con enanitos,Spain,2026-03-05,6yCjU5j6YHbux2VQCBTTE1
150,Extremoduro,Stand By,Spain,2026-03-05,6BxCmy6vGbuOckxg6YfQOW
151,Benson Boone,Beautiful Things,Spain,2026-03-05,3xkHsmpQCBMytMJNiDf3Ii
152,"Abraham Mateo, Ana Mena",Quiero Decirte,Spain,2026-03-05,4Oc1qHsjM4kM0AARvlwSs3
153,"Feid, ATL Jacob",LUNA,Spain,2026-03-05,7bywjHOc0wSjGGbj04XbVi
154,"Bryant Myers, Anuel AA, Anonimus, Almighty",Esclava - Remix,Spain,2026-03-05,2Mgur7BKnpr7OG3izSNFTA
155,"Midnvght, ROA, Mora, Eladio Carrion, Clarent, Finesse",Falsas Promesas (Remix),Spain,2026-03-05,09djeJtz8wrtQFs5YtwgD4
156,"Pepe y Vizio, Delaossa, KIDDO",El Patio,Spain,2026-03-05,0PtLrH95CQ2lKf6pym5LmA
157,"Maluma, Trap Capos, Noriel, Bryant Myers, Juhn","Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Spain,2026-03-05,0JoHqmlqE0W0i9prt6kcHR
158,"ROSALÍA, Björk, Yves Tumor",Berghain,Spain,2026-03-05,2T8yuUKl1nhmtaIocqWo4i
159,Boza,Hecha Pa' Mi,Spain,2026-03-05,3VvA1wSxukMLsvXoXtlwWx
160,"JC Reyes, David Marley",CELOSA,Spain,2026-03-05,0dLdgRj8l4N0rmAwDxIV1Z
