artist,title,spotify_uri,original_lang,lyrics_in_en,length,translation_review_required
Mrs. GREEN APPLE,ライラック,21VsLvoE7elUmJZLSawaMh,ja,,800,True
King Gnu,AIZO,65X2koe1LhDgQmRkNdJFv9,ja,,1049,True
back number,花束,3QIAwtEEDOrv0g5NKCGrXZ,ja,,591,True
CHANMINA,SAD SONG,2zxK14g3shGRbgjUmKaj2x,ja,,1114,True
back number,ブルーアンバー,35MeePbBnryubkVG0v8GbI,ja,,406,False
BE:FIRST,夢中,7KNY1e9x1MDvpBAmIAN3tz,ja,,941,True
Mrs. GREEN APPLE,Soranji,3YML5IHoqWbw9c9vJJvrvM,ja,,729,True
HANA,Cold Night,79wd94vXLJngCwTAVtzYvr,en,,1565,True
back number,ハッピーエンド,4GqO80eGXA542oTvlYv4LS,ja,,597,True
"Mrs. GREEN APPLE, Sonoko Inoue",点描の唄,1sIIlVrnPhrvmTrHtzM7tV,ja,,476,False
Mrs. GREEN APPLE,ダーリン,7ikOwlVju9HYUKthPiNHwr,ja,,623,True
HANA,NON STOP,2q910scaHhg6GmqnUKOGHU,en,,2384,True
HANA,Drop,3OOKZkrUWnMdWJFAvy0b58,ja,,1524,True
Jimin,Who,7tI8dRuH2Yc6RuoTjxo4dU,en,,1610,True
back number,高嶺の花子さん,2jdbZGFp8KVTuk0YxDNL4l,ja,,603,True
back number,水平線,3RvdkNMcSy71m0aT6UF9Uf,ja,,488,False
"Kenshi Yonezu, Hikaru Utada",JANE DOE,4oE7MyJhqSD3BaHRpNs8Nl,ja,,520,True
AiNA THE END,革命道中 - On The Way,1oFqKeepmT5S8BCGqJl7Ar,es,,1682,True
HANA,ALL IN,6lOUOvcscCHUofusbjbYV2,ja,,1095,True
Mrs. GREEN APPLE,僕のこと,0tnhoHUrHfcLi9hPknUFZ4,ja,,639,True
HANA,Bloom,2ezkOPL49H0ZrQYM6y328n,ja,,912,True
CHANMINA,ハレンチ,2BfzhBl79bcPOHHXAXJkTY,en,,1230,True
Vaundy,Kaiju no Hanauta,7dTW21YAJxnAOiUh7Rtu9S,ja,,640,True
Number_i,3XL,3sNbkM4pIy1l7p6K2lhpvm,ja,,1072,True
back number,HAPPY BIRTHDAY,4FMz2RFrbDGzJO7K4D0vS3,ja,,469,False
Mrs. GREEN APPLE,青と夏,5BC6kr6etk2Y9J62AyI4i3,ja,,541,True
King & Prince,Theater,6iltt0n1DkQ0AtCcwxXNZJ,ja,,1018,True
HANA,My Body,2AdYT7oPiAASC46qF43dia,en,,1745,True
sakanaction,Kaiju,6FhWelfRDMFZRtFUU6SIdC,ja,,606,True
Mrs. GREEN APPLE,ケセラセラ,0teqQ0PYqVDyyXJuPOyMhu,ja,,793,True
back number,どうしてもどうしても,6hlYmR30RGaHIz4UlVOG2U,ja,,522,True
back number,ヒロイン,3hBAYbAECEix9raaTq8S3H,ja,,543,True
Snow Man,カリスマックス - CHARISMAX,76OElzXqlyLCdlSypwSKBy,ja,,1024,True
Mrs. GREEN APPLE,クスシキ,57zS3lPil2VxdlBLXHu8l2,ja,,609,True
CHANMINA,Never Grow Up,5aDgM8rYPT15CqjkN1EIKq,ja,,1034,True
natori,セレナーデ,0CWAQlHsvfqcKJVVz9up2R,ja,,874,True
"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,1CPZ5BxNNd0n0nF4Orb9JS,en,,1567,True
back number,恋,7f9DsQEsIoeTwKxV6shsom,ja,,507,True
Lilas,恋風,3gw8n3DG28VaYGuVc3lqxl,ja,,441,False
HANA,Tiger,20VZXnRzvcS0qVMOThjjmM,ja,,1153,True
CHANMINA,TEST ME,1chmVQLbEPT5890S0X55pe,ja,,671,True
Number_i,GOD_i,0burgYTcpItZGiRjvWhJjM,ja,,1467,True
Number_i,LAVALAVA,7vgZhgyZBkGJvuh37tJnJo,ja,,1349,True
HANA,Burning Flower,5a3s0iaDfGW06yLfwFnmT7,ja,,1529,True
HANA,BAD LOVE,6M4fRouHq1Zxtl05ifoeAL,ja,,1937,True
sakanaction,IRANAI,7lT3oj3gxE6AJb87ZK8up7,ja,,619,True
back number,君の恋人になったら,0k4KaqElLVjdR6sVHPTS6h,ja,,522,True
Mrs. GREEN APPLE,GOOD DAY,61UOoqGI1B9qdeD5Dzupyb,ja,,1239,True
back number,瞬き,7hIfpcdUZcyCKHYy8gp49E,ja,,504,True
Remioromen,Sangatsu Kokonoka,4g066xFUp3cTUuTfOCPytT,en,,1121,True
Sukima Switch,奏(かなで),5RbMlPFL4gVyEHW2lEOuzG,it,,1073,True
back number,幸せ,1YVuXOCjN1GkGYqZ8RCcF3,ja,,682,True
Superfly,愛をこめて花束を,7CmWXD3w1xOO53AAO4LRVQ,ja,,639,True
IVE,BANG BANG,7pBE8YpFoZ9ankC2Ci5z9X,ko,,1582,True
back number,オールドファッション,0Xn30nT5EKFPsWvpiJ2Iav,ja,,552,True
Aimyon,Marigold,2cKiHG16JBiqHdi7Llq0r7,ja,,600,True
=LOVE,劇薬中毒,6FomeOYunnOCSG2eqkaHn0,ja,,20488,True
Hearts2Hearts,RUDE!,0WA27lZzPKFJKAbiDRmQDc,en,,1771,True
Aimyon,愛を伝えたいだとか,0N8Xztr4pBHJ7V0moJWhbO,sw,,1563,True
=LOVE,とくべチュ、して,2XS2jEncSJsetNZdVtlpeo,ja,,858,True
M!LK,E Jan,0jj4mLjwYcos3PPzjQwVzh,ja,,747,True
BellyJay,MONTAGEM HIKARI,0XqgE9UN4MCo5ooIwUYm7l,en,,736,True
KANA-BOON,シルエット,1di1C0QI6Y92yZPYn6XYAZ,ja,,487,False
Aimyon,君はロックを聴かない,59eluCMn0XbOWqeWQ91FTM,en,,1232,True
Mrs. GREEN APPLE,インフェルノ,2vOAHp8PBBFYqvQUWSoITY,ja,,495,False
Macaroni Empitsu,恋人ごっこ,2SihT7AVMiI2VtaAyVIcnO,unknown,,0,False
Snow Man,オドロウゼ！,0MV9cdI2SS1s0tIkl9fTR8,ja,,1127,True
Fujii Kaze,Kirari,3L7ISJTvKx56uhsF28aJ4p,ja,,640,True
yangskinny,Setsugekka,21UVLrJ0yuJ6CGeElXMG0C,unknown,,0,False
SPITZ,楓,0b7IBgZjedM53ufZV4f4CL,ja,,398,False
SPITZ,チェリー,1ihCiJaXRl4f6Sy4LJov5z,ja,,452,False
XG,HYPNOTIZE,3fEX9NgOeklq816Fw00uoo,en,,2064,True
OFFICIAL HIGE DANDISM,Pretender,15HNdxGKNCIO9pgaY4n7FU,ja,,730,True
Mrs. GREEN APPLE,ダンスホール,4QIKSlDV5YIjr0kqT1Ad32,ja,,560,True
Yorushika,晴る,6kFIakexzgsZwsfWDmb36o,sw,,1038,True
Kenshi Yonezu,アイネクライネ,45YBVp6zMwQZRbUDcPzmMB,ja,,735,True
Yuuri,ドライフラワー,4kPlQKwtPrnqLgrmmKFSlA,ja,,576,True
back number,怪盗,014Dp0tBp4d9uuFAvH1mlc,ja,,456,False
Mrs. GREEN APPLE,春愁,5SHguvOUbyPTINNjCvRo8K,ja,,502,True
Macaroni Empitsu,なんでもないよ、,5W7Y92LB4jWvu9NeEQ0GZl,ja,,546,True
Omoinotake,幾億光年,5Ak1F5nGzM4KRhE0H1Q3CP,es,,1626,True
King Gnu,白日,172fMG26G2OoEzzg0wn26r,ja,,342,False
Mr.Children,HANABI,77lmDcPPyY6kK907gdgC6i,ja,,755,True
RADWIMPS,Seikai,6vg9UGXRVL4YKNVqVMmOKF,ja,,873,True
RADWIMPS,me me she,0BYa5V0RyOYthDeCMUBJQZ,ja,,596,True
CHANMINA,B-list,0mBPNrXQjNv3NfzqrljAZZ,en,,1697,True
"Disney, Shakira",Zoo,3vJIaiTIHxHhYafTSPNiH4,en,,2523,True
King Gnu,SPECIALZ,5oQpH1uuZte4axR411rIlN,ja,,943,True
BLACKPINK,GO,3FZPp9lBUvhsxFxKJi3VkB,en,,1500,True
GReeeeN,キセキ,7ztdl6cnbJgHRdMkKldkts,ja,,762,True
Vaundy,Tokimeki,3e0Td8QexmD5l3DJzXbbcC,ja,,1139,True
sakanaction,新宝島,4a48lWUd64bZgHUDx0GZlj,it,,731,True
SPITZ,ロビンソン,0sVnyL71jTOuMt9TZ59bws,ja,,392,False
Kenshi Yonezu,さよーならまたいつか！- Sayonara,5pN2AyWwjzwRoI7gukEVNd,hr,,1341,True
Novelbright,ツキミソウ,6sElEqOIGENWjpxGFeo5ct,ja,,507,True
back number,クリスマスソング,5P8ZvBQoCrujjNcLAxO3Su,ja,,637,True
Vaundy,Fukakoryoku,6AncLCxf4U7ivJEaqih9zA,ja,,890,True
Fujii Kaze,Tabiji,7uSLJCDetmdm3tQcoYLyty,ja,,455,False
Kenshi Yonezu,Lemon,04TshWXkhV1qkqHzf31Hn6,ja,,581,True
natori,プロポーズ,2BcQfb9SfauDQdeXHTfLsT,ja,,742,True
Aimyon,Naked Heart,4Jv7U0JJpbQnOrjtDwDZTZ,ja,,369,False
Mr.Children,Again,242tGHok7sRTVjCaTS0FoH,unknown,,0,False
Lilas,パズル,2vdoeTuRLpYeyo3JZC9yzR,ja,,756,True
Jimin,Be Mine,3LWVXp636uLT356Rj08Jaz,en,,1806,True
Yorushika,春泥棒,1rr2DJOxV0sHXeUXCAz1yf,de,,1378,True
Yorushika,ただ君に晴れ,3wJHCry960drNlAUGrJLmz,eo,,1129,True
Ed Sheeran,Shape of You,7qiZfU4dY1lWllzX7mPBI3,en,,3235,True
Fujii Kaze,Garden,5U4PgFWzfzY7VEg9Ck4ziF,en,,855,True
Hikaru Utada,First Love,39HrUxcvKF3jtLz7fUDWXc,ja,,685,True
tuki.,晩餐歌 - Bansanka,075HUD50Nuea3rNaABIsNZ,ja,,615,True
OFFICIAL HIGE DANDISM,Subtitle,5ZkHkXPHrIM8K5twCe78i9,ja,,921,True
Mrs. GREEN APPLE,Magic,170XOP1T4MvY9TLTgPw07D,ja,,781,True
PornoGraffitti,アゲハ蝶,3blWd9ZEt4VSY5udhugpRs,ja,,659,True
OFFICIAL HIGE DANDISM,Rashisa,2TRxremVZ0t2JVu5OFxbiA,ja,,934,True
OFFICIAL HIGE DANDISM,I Love...,5wWLNNwMAehpj83FU4Lz0m,ja,,669,True
SG,"Us, again",6II2hXGYMd9cTZWshcPUf8,en,,1354,True
OFFICIAL HIGE DANDISM,115 million kilometer film,278JqkBGkjDovOYAwE8TW7,ja,,813,True
Aimyon,Harunohi,1oNeSCt0CMekCyyLo06kFs,en,,2023,True
Yorushika,茜,2TSJ1d6cLgHqrrCIRN3bn2,ja,,471,False
Novelbright,愛とか恋とか,1VHL1PIkhDwWbFc65xHwOr,ja,,596,True
BLACKPINK,JUMP,5H1sKFMzDeMtXwND3V6hRY,en,,1457,True
Yuuri,ベテルギウス,4JK1kDUdH9RTBQrrSO1QfR,ja,,647,True
OFFICIAL HIGE DANDISM,Make Me Wonder,1sgW7loPL1qtWOPimvm7X5,ja,,1392,True
HANA,Tiger – HANA with HONEYs Ver.,3TJSJtYzjxRaDi0ULwwyTt,en,,1304,True
Vaundy,踊り子,1YXot2MLAG9sttepCtBRM7,ja,,909,True
SUDA MASAKI,さよならエレジー,3oYD2O31b05fILFpv0AXRI,ja,,425,False
Kenshi Yonezu,KICK BACK,7oYCBKvdjrqp5vDbhDBuac,ja,,1012,True
CANDY TUNE,BAIBAI FIGHT!,4oiJ7VynczppKs3oRObXSG,ja,,1904,True
Kenshi Yonezu,感電,6H0PLsSYMzDOqhLgyOlzIj,en,,1864,True
Macaroni Empitsu,ブルーベリー・ナイツ,2UdvMWk0Z83lMJPbawy2Sm,ja,,567,True
KiiiKiii,404 (New Era),24rDDbSlFY9OHrlJb48CRh,ko,,1652,True
HIRAIDAI,"Stand by me, Stand by you.",7DyS11kB1YNrfDzQqtjmTh,ja,,780,True
Takaya Kawasaki,ぬくもり,105cC947hT8ToEXt5ZN6qz,unknown,,0,False
Vaundy,花占い,4ETc1oFREuqQss7VQ1Y4mj,ja,,597,True
IVE,BLACKHOLE,2ytQFMxdreEFPPZTtyDdqM,ko,,1374,True
Fujii Kaze,Michi Teyu Ku (Overflowing),5glPFBAuA1C85tBcVWVzvO,ja,,545,True
Mrs. GREEN APPLE,ロマンチシズム,0JcI7OdALbpSFkyKoufRYs,ja,,628,True
Saucy Dog,Itsuka,5gjAdhfzftzFR7sriEYUCt,ja,,563,True
GReeeeN,愛唄,7iXHLtPosbHvglVSJ4rxLq,ja,,537,True
CHANMINA,花火,4rtJHOlUnGem3BQCVWfrjD,ja,,759,True
"CHANMINA, No No Girls FINALISTS",SAD SONG - From THE FIRST TAKE,3ySFBoxNHK3YgU1D9AyMl3,en,,1357,True
"ryo (supercell), Kaguya(cv.Yuko Natsuyoshi), Yachiyo Runami(cv.Saori Hayami)",World is Mine - Kaguya&Yachiyo Runami ver. - CPK! Remix,1qaQyHIAzk6vAMEhACi0tH,unknown,,0,False
Fujii Kaze,Hana,5RIQU2JDuXC4NkLiHNNMon,ja,,631,True
Tani Yuuki,W / X / Y,4IfrM44LofE9bSs6TDZS49,ja,,1067,True
Vaundy,napori,7hDX39mc6Uf6zp8RXYUQ6d,ja,,670,True
GReeeeN,遥か,4wBFubvNAwVox8q4SYXHqU,ja,,568,True
Saucy Dog,Cinderella Boy,4ZIr1NSxVihtHcD6EnG65f,ja,,512,True
back number,アイラブユー,34ayWAUrQcrjlKZOJAzqke,ja,,398,False
back number,日曜日,1LDxe7AgJ7DRYdV012EmyR,ja,,405,False
Macaroni Empitsu,ミスター・ブルースカイ,6glcoO077gTGhgdVI9X5wA,unknown,,0,False
Aimyon,Let the Night,6kKvmT4i0Dercz6f3kftg3,ja,,673,True
Hikaru Utada,花束を君に,31yv1hR9gw1WSEmtqsaZbD,ja,,1404,True
"neguse., 汐れいら",織姫とBABY,2RMBCQdXkfFArpX3NIuuNm,unknown,,0,False
Koji Tamaki,ファンファーレ,29nEadzf4CqeLYzcf44zub,ja,,254,False
ARASHI,Love So Sweet,5I6JLJqnZICLvPebTj2YCm,ja,,538,True
MONGOL800,小さな恋のうた,23atyJacJVHvB9RHBNhr35,ja,,541,True
Kenshi Yonezu,1991,3voShTcaRtbYVSPGuCLAzw,ja,,407,False
back number,新しい恋人達に,5LclntckGFFGFUVGJk9Z4x,ja,,481,False
Snow Man,STARS,7oS96qmtYu3AdEX29HNAKf,ja,,1146,True
Number_i,未確認領域,7ibCDEx4MOX9zG8IS7gGDE,ja,,1145,True
SPITZ,空も飛べるはず,3P2aSkjcbUYbcYr13EFE8n,ja,,330,False
"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),2HRgqmZQC0MC7GeNuDIXHN,ru,,2990,True
Kenshi Yonezu,春雷,6megNXGjmim4OitjZnIn9v,en,,2081,True
Vaundy,呼び声,3kQf453SpkwX7ALdgzNSNY,ja,,671,True
Vaundy,Tokyo Flash,04e72JtsOIIlHUQ7CvWwvX,ja,,676,True
Kenshi Yonezu,BOW AND ARROW,0NHu2Lo9MWkvhOggEy1bYg,ja,,513,True
CHANMINA,Angel,3vXHM9HaxNYrky9r1zxLWa,en,,1703,True
"Kaguya(cv.Yuko Natsuyoshi), Yachiyo Runami(cv.Saori Hayami), TAKU INOUE",ray - Cosmic Princess Kaguya! Version,3V5bJpqNCHHi56pGZHNy1f,unknown,,0,False
HIRAIDAI,また逢う日まで,3awymLmIrvn9lkJeFpmRSf,unknown,,0,False
[Alexandros],ワタリドリ,0ve9Tpz8Yw0I4eXhWsy21o,ja,,693,True
noa,1000 days of moments,3HGHvxci8vnRg7RZ5E6lzi,ja,,676,True
クレイジーウォウウォ！！,Tontsukatantan,2bonDeesq7NsHnfeMNDhZv,ja,,1392,True
SixTONES,一秒,1jzBL9oiCg4qaZbazOxBQ8,ja,,681,True
ORANGE RANGE,イケナイ太陽,7emibp3qHeqNNYqZ2Y09xb,eo,,1877,True
Mrs. GREEN APPLE,breakfast,2Co1E8jcju2tCgPZIqxkTr,ja,,720,True
"ROSÉ, Bruno Mars",APT.,4wJ5Qq0jBN4ajy7ouZIV1c,en,,1972,True
"MISIA, HIDE (GReeeeN)",アイノカタチ,7mSVOYRseiZi20xtBKhHnF,unknown,,0,False
ONE OK ROCK,Wherever you are,1TZjEATJpF5LaVL7oJHDMn,en,,1073,True
Yorushika,だから僕は音楽を辞めた,5j7ixaLeGTGSv4DzKs0pCM,la,,1807,True
BE:FIRST,街灯,5M1nuhRqpXnrkAIltucV7I,ja,,1161,True
back number,僕は君の事が好きだけど君は僕を別に好きじゃないみたい,1WutVejYvP7220sofj3xId,ja,,604,True
=LOVE,ラブソングに襲われる,3xIy1bAkKbLtXdzHKwCjqE,ja,,6645,True
SPITZ,美しい鰭,1H3qOzheTPhE7aVvJOWfvA,ja,,386,False
Da-iCE,I wonder,0voOaunLYYqPHrsgXbFVlW,ja,,448,False
Yuuri,世界が終わりました,5XyD56RYaj2XGxfyc34jQD,ja,,532,True
King Gnu,逆夢,6ZiEWet0uFRwWBCEKCQ8rY,ja,,622,True
AI,Story,0V2axJ946WH1vt9t5SGMLV,ja,,522,True
HY,366日,22aZD7yaGYfhgCYazL4nbc,ja,,479,False
Shota Shimizu,PUZZLE,5NTtQCnREVVfZuBjVMF4dm,ja,,1096,True
King Gnu,一途,7ncPjJBktLEOpstY5JOUMK,ja,,518,True
King Gnu,カメレオン,0J0P8iSE6l3pYHbUdNFYdS,ja,,451,False
Yuuri,ビリミリオン,7M0dIdZWN1FDcveRdoOzbZ,ja,,542,True
Bruno Mars,Risk It All,5y2ijHECwFYWqcAHKTZgzD,en,,994,True
Olivia Dean,So Easy (To Fall In Love),6sGIMrtIzQjdzNndVxe397,en,,1393,True
BLACKPINK,Champion,43BJVWcBzHRIDaQCg7abnX,en,,1331,True
sombr,back to friends,7qjZnBKE73H4Oxkopwulqe,en,,943,True
Jin,Running Wild,50zAEIE4B1QqhPjRMK2Xmh,en,,1131,True
Bruno Mars,I Just Might,6f68Ac5tt5BQOpwr0BV9oN,en,,2285,True
LBI利比,Jumping Machine (跳楼机),1XZE0InCx3SdCnLpVsPpZl,zh,,564,True
Olivia Dean,Man I Need,1qbmS6ep2hbBRaEZFpn7BX,en,,1715,True
Taylor Swift,Opalite,3yWuTOYDztXjZxdE2cIRUa,en,,2013,True
Daniel Caesar,Who Knows,6DH13QYXK7lKkYHSU88N48,en,,1266,True
张远,看着我的眼睛说,7d6eShN6yVeR4Y2Md9uCA4,zh,,547,True
SIENNA SPIRO,Die On This Hill,2gYTC8DsplN3RNdpdBcCOQ,en,,1182,True
"Dave, Tems",Raindance (feat. Tems),3oTuTpF1F3A7rEC6RKsMRz,pt,,3518,True
JENNIE,like JENNIE,0fK7ie6XwGxQTIkpFoWkd1,en,,1705,True
BLACKPINK,Fxxxboy,7m0duH1vdTNxM2g8BLfR0F,en,,1989,True
BLACKPINK,Me and my,5MXcM263QvCTWriH3nVusc,en,,2137,True
Madison Beer,bittersweet,6vDVu9IM9s8L8XMQ1c1Yti,en,,1561,True
Zara Larsson,Lush Life,1rIKgCH4H52lrvDcz50hS8,en,,2147,True
Billie Eilish,BIRDS OF A FEATHER,6dOtVTDdiauQNBQEDOtlAB,en,,1436,True
Ravyn Lenae,Love Me Not,4WFgvKVfEhb3IUAFGrutTR,en,,2297,True
"Tame Impala, JENNIE",Dracula - JENNIE Remix,5yvVYFDUpbnjcnRBgjwTzM,en,,2181,True
sombr,Homewrecker,7tICCrK3CcyRFKza7yrR0z,en,,2000,True
The Script,The Man Who Can't Be Moved,3nqqDo8CcCLke3ZoTgiOKf,en,,2408,True
Alex Warren,Ordinary,2RkZ5LkEzeHGRsmDqKwmaJ,en,,1836,True
KATSEYE,Gabriela,1xOqGUkyxGQRdCvGpvWKmL,en,,1875,True
HWASA,Good Goodbye,3cLXrotzCjYCkN73PewALM,ko,,827,True
She & Him,I Thought I Saw Your Face Today,0myRViRgmQ3J8izICXEAVO,en,,1089,True
Dominic Fike,Babydoll,7yNf9YjeO5JXUE3JEBgnYc,en,,901,True
Silence Wang,像晴天像雨天（电视剧《难哄》心动曲）,1zFuSla4RQ5qAJwDIQYixW,unknown,,0,False
The 1975,About You,3hEfpBHxgieRLz4t3kLNEg,en,,1116,True
马师傅,善后,6gYS6CQc7UMnj0Ubq3C0QT,unknown,,0,False
Bruno Mars,Cha Cha Cha,6QletrrmpkUpeJkipX9pgf,en,,1692,True
张远,嘉賓,5jAmIkIpskwu2hRz2YaEHi,zh,,615,True
Gigi Perez,Sailor Song,21IYMdzTrzSe191Cy5eMap,en,,1484,True
Billie Eilish,WILDFLOWER,3QaPy1KgI7nu9FJEQUgn6h,en,,1491,True
Tyla,CHANEL,4VxTzYm00mg82MuoT35Ja7,en,,2690,True
Gracie Abrams,That’s So True,7ne4VBA60CxGM75vw0EYad,en,,1671,True
ILLIT,NOT CUTE ANYMORE,1k0JAiH11gHL9dc5dfQjQr,ko,,585,True
The Goo Goo Dolls,Iris,6Qyc6fS4DsZjB2mRW9DsQs,en,,1166,True
Jay Chou,擱淺,0cOMncRq4cmDLO4tPQnkBF,zh,,384,False
Bruno Mars,God Was Showing Off,1sVBT215CDmVJvfy1E2OCU,en,,2029,True
"ZXKAI, slxughter",NO BATIDÃO,7vg9noSnFEyPfwLiaCW4vi,pt,,802,True
Coldplay,Yellow,3AJwUDP919kvQ9QcozQPxg,en,,995,True
Bruno Mars,Dance With Me,1myZ6GQewhAzMH2dKtKSWK,en,,1577,True
Bruno Mars,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,en,,2631,True
Kehlani,Folded,0bxPRWprUVpQK0UFcddkrA,en,,1984,True
ROSÉ,toxic till the end,1z5ebC9238uGoBgzYyvGpQ,en,,1709,True
Twenty One Pilots,Drag Path,0TlcczkVTGpinpkGJpT81L,en,,1020,True
Addison Rae,Fame is a Gun,7B3BwNecBhKvNwSMOOl7Gk,en,,1620,True
Don Toliver,E85,3B4cjvGlPvyBLNG3AzEgkZ,en,,1568,True
One Direction,Night Changes,5O2P9iiztwhomNh8xkR9lJ,en,,1915,True
"V, Park Hyo Shin",Winter Ahead (with PARK HYO SHIN),7G7mSV4BebkoHWwKTDvXu9,en,,1969,True
"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW,unknown,,0,False
Justin Bieber,DAISIES,5BZsQlgw21vDOAjoqkNgKb,en,,1547,True
Bruno Mars,Why You Wanna Fight?,3Ac4AjYkqsvop2ydbSAhTX,en,,1764,True
"Kendrick Lamar, SZA",luther (with sza),2CGNAOSuO1MEFCbBRgUzjd,en,,4393,True
1119,福气马上来,3b6RZmPmYzg2mRyfoIznYS,unknown,,0,False
Ariana Grande,we can't be friends (wait for your love),51ZQ1vr10ffzbwIjDCwqm4,en,,1713,True
ZQS,这是你期盼的长大吗,3AKYofM0vFekNthGbpjMpN,unknown,,0,False
"Tate McRae, F1 The Album",Just Keep Watching (From F1® The Movie),2yWlGEgEfPot0lv3OAjuG3,unknown,,0,False
Bruno Mars,Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,en,,1463,True
"Firdhaus, DIOR 大穎",在加納共和國離婚,6GyUt7yJ0sOktc5HjvVnFh,zh,,379,False
陈村长,爱怎么了,0c9gjnRGBRke9VmLaZWmhM,zh,,18892,True
The Marías,No One Noticed,3siwsiaEoU4Kuuc9WKMUy5,en,,1501,True
Jay Chou,晴天,5pIcwtJYNJx93l420oR2Vm,zh,,402,False
Malcolm Todd,Sweet Boy,59c2xv2kMzYM6HR9oY6BIa,en,,1158,True
"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),01qFKNWq73UfEslI0GvumE,tr,,3257,True
Evangeline Wong,離開我的依賴,23WLgtD54AeluEPRr5muHo,unknown,,0,False
Taylor Swift,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,en,,2216,True
Sabrina Carpenter,Espresso,2HRqTpkrJO5ggZyyK6NPWz,en,,2007,True
ROSÉ,number one girl,1lcBt7LoEikqYmhUoa2cez,en,,1737,True
yung kai,blue,6W614n8yLUeS3zsZSeBwyq,en,,887,True
"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),54PbBpquVfhfrwRwvjSXbI,ar,,1962,True
"Sean Kingston, Justin Bieber",Eenie Meenie,4vVTI94F9uJ8lHNDWKv0i2,en,,2418,True
Taylor Swift,Style,0ug5NqcwcFR2xrfTkc7k8e,en,,1900,True
Laufey,From The Start,43iIQbw5hx986dUEZbr3eN,en,,992,True
DIOR 大穎,人的這一生,2Jox8DFhnUpJZJWLsVAsAR,unknown,,0,False
Coldplay,Viva La Vida,1mea3bSkSGXuIRvnydlB5b,en,,1732,True
"Disco Lines, Tinashe",No Broke Boys,3cZajhyr8LmtPfHZ9296tj,en,,2072,True
"The Chainsmokers, Halsey",Closer,7BKLCZ1jbUBVqRi2FVlTVw,en,,1734,True
"The Chainsmokers, Coldplay",Something Just Like This,6RUKPb4LETWmmr3iAEQktW,en,,1702,True
Ed Sheeran,Photograph,6fxVffaTuwjgEk5h9QyRjy,en,,1631,True
"Maroon 5, Wiz Khalifa",Payphone,1XGmzt0PVuFgQYYnV2It7A,en,,2673,True
Bruno Mars,It Will Rain,4rMNgxEwGWoPHIUcvB5BrB,en,,1581,True
Justin Bieber,Ghost,6I3mqTwhRpn34SLVafSH7G,en,,1056,True
"Ariana Grande, The Weeknd",Love Me Harder,5J4ZkQpzMUFojo1CtAZYpn,en,,2274,True
Bruno Mars,On My Soul,4i4BVY2JiH4mDSLIBdNGKD,en,,1339,True
"Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""",3GCdLUSnKSMJhs4Tj6CV3s,en,,6247,True
Coldplay,Sparks,7D0RhFcb3CrfPuTJ0obrod,en,,521,True
Eric Chou,你，好不好？ - TVBS連續劇【遺憾拼圖】片尾曲,2gug6MRv4xQFYi9LA3PJCS,unknown,,0,False
sombr,12 to 12,05od2qm2MTSKCHxy1GBp5W,en,,1679,True
Daniel Caesar,Always,2LlOeW5rVcvl3QcPNPcDus,en,,1237,True
The Neighbourhood,Sweater Weather,0cQVqPuHQP4KEwc7ZUQmj6,en,,1707,True
Keane,Somewhere Only We Know,0ll8uFnc0nANY35E0Lfxvg,en,,1310,True
Benson Boone,Beautiful Things,3xkHsmpQCBMytMJNiDf3Ii,en,,1190,True
Joji,SLOW DANCING IN THE DARK,6rY5FAWxCdAGllYEOZMbjW,en,,1237,True
Jung Kook,Standing Next to You,2KslE17cAJNHTsI2MI0jb2,en,,1675,True
Cup of Joe,Multo,5tlb0AxuzsMWL2GtEppXGX,tl,,1247,True
LNGSHOT,Moonwalkin',46V2ciN6F5bxjQWityNhkY,ko,,2028,True
The Marías,Sienna,0InIeZW4P6VO7dUGRM4AKH,en,,1000,True
Bruno Mars,Locked out of Heaven,5g7sDjBhZ4I3gcFIpkrLuI,en,,1589,True
于冬然,座位,4s3iUkYgh9gCeGYqCODrQe,zh,,18892,True
"B.o.B, Bruno Mars",Nothin' on You (feat. Bruno Mars),59dLtGBS26x7kc0rHbaPrq,pt,,2504,True
SZA,Snooze,4iZ4pt7kvcaH6Yo8UoZ4s2,en,,2122,True
Ed Sheeran,Perfect,0tgVpDi06FyKpA1z0VMD4v,en,,1501,True
OneRepublic,Counting Stars,2tpWsVSb9UEmDRxAl1zhX1,en,,2754,True
Cigarettes After Sex,Apocalypse,1oAwsWBovWRIp7qLMGPIet,en,,1184,True
Bruno Mars,Talking to the Moon,161DnLWsx1i3u1JT05lzqU,en,,1114,True
"JISOO, ZAYN",EYES CLOSED (with ZAYN),4WFfPxJv1KRekG6mxn837K,en,,10014,True
